PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	PG	WC	SC	GA	UT	PM
J	de Bruyn, WJ; Clark, CD; Pagel, L; Takehara, C				de Bruyn, Warren J.; Clark, Catherin D.; Pagel, Lauren; Takehara, Chiyo			Photochemical production of formaldehyde, acetaldehyde and acetone from chromophoric dissolved organic matter in coastal waters (vol 226, pg 16, 2011)	JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY A-CHEMISTRY																													1010-6030					JAN 1	2016	314						214	214		10.1016/j.jphotochem.2015.06.032						WOS:000366065800026		
J	Smebye, A; Ailing, V; Vogt, RD; Gadmar, TC; Mulder, J; Cornelissen, G; Hale, SE				Smebye, Andreas; Ailing, Vanja; Vogt, Rolf D.; Gadmar, Tone C.; Mulder, Jan; Cornelissen, Gerard; Hale, Sarah E.			Biochar amendment to soil changes dissolved organic matter content and composition	CHEMOSPHERE												Amendments of biochar, a product of pyrolysis of biomass, have been shown to increase fertility of acidic soils by enhancing soil properties such as pH, cation-exchange-capacity and water-holding-capacity. These parameters are important in the context of natural organic matter contained in soils, of which dissolved organic matter (DOM) is the mobile and most bioavailable fraction. The effect of biochar on the content and composition of DOM in soils has received little research attention. This study focuses on the effects of amendments of two different biochars to an acidic acrisol and a pH-neutral brown soil. A batch experiment showed that mixing biochar with the acrisols at a 10 wt.% dose increased the pH from 4.9 to 8.7, and this resulted in a 15-fold increase in the dissolved organic carbon concentration (from 4.5 to 69 mg L-1). The pH-increase followed the same trend as the release of DOM in the experiment, causing higher DOM solubility and desorption of DOM from mineral sites. The binding to biochar of several well-characterised reference DOM materials was also investigated and results showed a higher sorption of aliphatic DOM to biochar than aromatic DOM, with DOM-water partitioning coefficients (Kd-values) ranging from 0.2 to 590 L kg(-1). A size exclusion occurring in biochar's micropores, could result in a higher sorption of smaller aliphatic DOM molecules than larger aromatic ones. These findings indicate that biochar could increase the leaching of DOM from soil, as well as change the DOM composition towards molecules with a larger size and higher aromaticity. (C) 2015 Elsevier Ltd. All rights reserved.																	0045-6535	1879-1298				JAN	2016	142						100	105		10.1016/j.chemosphere.2015.04.087						WOS:000365368400015	25980657	
J	Sodano, M; Said-Pullicino, D; Fiori, AF; Catoni, M; Martin, M; Celi, L				Sodano, Marcella; Said-Pullicino, Daniel; Fiori, Antonio F.; Catoni, Marcella; Martin, Maria; Celi, Luisella			Sorption of paddy soil-derived dissolved organic matter on hydrous iron oxide-vermiculite mineral phases	GEODERMA												Sorption of organic matter (OM) onto soil minerals affects OM dynamics, and is strongly controlled by mineral surface properties. Moreover, the degree and mechanism of interaction between different minerals may influence their surface reactivity. We therefore aimed to understand mineral surface modifications brought about by different Fe (hydr)oxide-vermiculite associations, and their influence on OM sorption. This could have important implications on OM dynamics in young hydromorphic soils where seasonal variations in redox conditions may affect mineral surfaces. Paddy soil-derived dissolved OM was used in sorption isotherms on mixed mineral phases obtained by precipitating different amounts of Fe (hydr)oxides on vermiculite. Results evidenced that the surface properties of vermiculite strongly drove Fe (hydr)oxide precipitation, and consequently OM sorption mechanisms. The change in surface charge with increasing Fe loading resulted in a higher retention of dissolved organic carbon. However, dissolved organic nitrogen adsorption isotherms and FTIR carboxyl vibrational shifts revealed the occurrence of two binding mechanisms, one driven by electrostatic attraction of N-containing compounds by the negatively charged vermiculite surface, and another involving ligand exchange of carboxylic compounds with the positive oxides, precipitated in localized nucleation sites. Moreover, the modification of both solution and solid properties during sorption, promoted the selective adsorption of aromatic molecules with increasing Fe coverage. (C) 2015 Elsevier B.V. All rights reserved.				SAID-PULLICINO, Daniel/K-8711-2012; 	Martin, Maria/0000-0003-1075-7739; SAID-PULLICINO, Daniel/0000-0003-4567-3930; Catoni, Marcella/0000-0002-1914-355X												0016-7061	1872-6259				JAN 1	2016	261						169	177		10.1016/j.geoderma.2015.07.014						WOS:000362130900017		
J	Lu, YH; Li, XP; Mesfioui, R; Bauer, JE; Chambers, RM; Canuel, EA; Hatcher, PG				Lu, YueHan; Li, Xiaping; Mesfioui, Rajaa; Bauer, James E.; Chambers, R. M.; Canuel, Elizabeth A.; Hatcher, Patrick G.			Use of ESI-FTICR-MS to Characterize Dissolved Organic Matter in Headwater Streams Draining Forest-Dominated and Pasture-Dominated Watersheds	PLOS ONE												Electrospray ionization Fourier transform ion cyclotron resonance mass spectrometry (ESI-FTICR-MS) has proven to be a powerful technique revealing complexity and diversity of natural DOM molecules, but its application to DOM analysis in grazing-impacted agricultural systems remains scarce. In the present study, we presented a case study of using ESI-FTICR-MS in analyzing DOM from four headwater streams draining forest-or pasture-dominated watersheds in Virginia, USA. In all samples, most formulas were CHO compounds (71.8-87.9%), with other molecular series (CHOS, CHON, CHONS, and CHOP (N, S)) accounting for only minor fractions. All samples were dominated by molecules falling in the lignin-like region (H/C = 0.7-1.5, O/C = 0.1-0.67), suggesting the predominance of allochthonous, terrestrial plant-derived DOM. Relative to the two pasture streams, DOM formulas in the two forest streams were more similar, based on Jaccard similarity coefficients and nonmetric multidimensional scaling calculated from Bray-Curtis distance. Formulas from the pasture streams were characterized by lower proportions of aromatic formulas and lower unsaturation, suggesting that the allochthonous versus autochthonous contributions of organic matter to streams were modified by pasture land use. The number of condensed aromatic structures (CAS) was higher for the forest streams, which is possibly due to the controlled burning in the forest-dominated watersheds and suggests that black carbon was mobilized from soils to streams. During 15-day biodegradation experiments, DOM from the two pasture streams was altered to a greater extent than DOM from the forest streams, with formulas with H/C and O/C ranges similar to protein (H/C = 1.5-2.2, O/C = 0.3-0.67), lipid (H/C = 1.5-2.0, O/C = 0-0.3), and unsaturated hydrocarbon (H/C = 0.7-1.5, O/C = 0-0.1) being the most bioreactive groups. Aromatic compound formulas including CAS were preferentially removed during combined light+bacterial incubations, supporting the contention that black carbon is labile to light alterations. Collectively, our data demonstrate that head-water DOM composition contains integrative information on watershed sources and processes, and the application of ESI-FTICR-MS technique offers additional insights into compound composition and reactivity unrevealed by fluorescence and stable carbon isotopic measurements.																	1932-6203					DEC 29	2015	10	12							e0145639	10.1371/journal.pone.0145639						WOS:000367481900062	26713621	
J	Dainard, PG; Gueguen, C; McDonald, N; Williams, WJ				Dainard, Paul G.; Gueguen, Celine; McDonald, Natasha; Williams, William J.			Photobleaching of fluorescent dissolved organic matter in Beaufort Sea and North Atlantic Subtropical Gyre	MARINE CHEMISTRY												Fluorescent dissolved organic matter (FDOM) samples collected from water masses of Beaufort Sea (n = 12) and the North Atlantic Subtropical Gyre (NASG; n = 6) were assessed based on susceptibilities of its parallel factor analysis (PARAFAC) modeled fluorescent components to photobleaching over 72 hours of simulated solar irradiation. 315 excitation-emission matrix spectra (EEMs) were PARAFAC modeled yielding 4 humic-like (C1-3 and C5) and 1 protein-like (C4) fluorescent components. Protein-like C4 and humic-like C5 did not adhere to first order kinetics and did not yield decay rate constant (k) or half-life (t(1/2)) values as part of this study. Humic-like Cl was found to be most resilient to photodegradation with lowest k values. Principal component analysis (PCA) illustrated a shift towards C1% with photo-exposure in addition to distinguishing compositions of C1-5% in Beaufort Sea halocline and Atlantic layer as well as NASG deep water masses. When Beaufort Sea water masses were considered, k of C2 was found to be lower in upper (UH) and mid (MH) halocline layers when compared to lower halocline (LH) and underlying Atlantic layer (AL; p<0.10). This suggested that C2 in Pacific-derived seawater was less photoreactive than C2 in Atlantic-derived seawater in Beaufort Sea, likely as a result of distinct formation pathways of these water masses. Similarly, C2 in upper Labrador Seawater (ULSW) and 'classical' Labrador seawater (LSW) was less photolabile than in deeper NASG layers (Iceland-Scotland and Denmark Strait overflow waters; ISOW and DSOW). Interestingly, despite similar formation pathways of AL in Beaufort Sea and deeper waters sampled from NASG (ISOW + DSOW), lower k for Cl was found in NASG. (C) 2015 Elsevier B.V. All rights reserved.																	0304-4203	1872-7581				DEC 20	2015	177		4				630	637		10.1016/j.marchem.2015.10.004						WOS:000366788800004		
J	Romera-Castillo, C; Jaffe, R				Romera-Castillo, Cristina; Jaffe, Rudolf			Free radical scavenging (antioxidant activity) of natural dissolved organic matter	MARINE CHEMISTRY												Free radicals are produced in aquatic environments through photochemical reactions. They can affect the concentration and composition of organic matter and have negative effects on aquatic organisms. Free radical scavengers (antioxidants) can remove these highly reactive species from the media. Some dissolved organic matter (DOM) constituents are widely known to present antioxidant properties (e.g. phenols and hydroquinones). However, little is known about the free radical scavenger capacity of DOM. Here we applied two simple, analytical assays (ABST and DPPH) to assess the antioxidant capacity of aquatic DOM, after their validation against a more complex electrochemical technique. These assays were applied to DOM from various environmental settings, including freshwater marshes, fringe mangrove estuaries and a coastal bay in Everglades National Park, Florida. All the samples presented different degrees of antioxidant activity depending on their origin and thus DOM quality. Samples associated with mangrove areas presented the highest antioxidant activity, possibly due to the presence of tannins, which are known to be powerful antioxidants. The free radical scavenging capacity or antioxidant properties of DOM may have important implications in aquatic photochemistry as well as in microbial processes. (C) 2015 Elsevier B.V. All rights reserved.																	0304-4203	1872-7581				DEC 20	2015	177		4				668	676		10.1016/j.marchem.2015.10.008						WOS:000366788800008		
J	Gomez-Saez, GV; Riedel, T; Niggemann, J; Pichler, T; Dittmar, T; Buhring, SI				Gomez-Saez, Gonzalo V.; Riedel, Thomas; Niggemann, Jutta; Pichler, Thomas; Dittmar, Thorsten; Buehring, Solveig I.			Interaction between iron and dissolved organic matter in a marine shallow hydrothermal system off Dominica Island (Lesser Antilles)	MARINE CHEMISTRY												Shallow submarine hydrothermal systems are extreme environments with unique biogeochemical conditions, originating from the interaction of hot, reduced fluids and cold, oxygenated seawater. Hydrothermal fluids represent one of the marine sources of essential trace elements like iron, the flux of which is controlled by dissolved organic matter (DOM) in and between terrestrial and marine ecosystems. However, the selectivity of the DOM with iron in marine environments is not well understood. Here we characterized at a molecular level the marine hydrothermal iron-DOM interaction using Fourier transform ion cyclotron resonance mass spectrometry (FT-ICR-MS). Our study site was a shallow-water hydrothermal system off Dominica Island (Lesser Antilles, Caribbean Sea), where reduced fluids were strongly enriched in dissolved Fe and Si as compared to surface seawater. The dissolved organic carbon (DOC) concentration was lower in the hydrothermal fluids, most likely due to low-DOC meteoric water influence, but also suggesting biotic or abiotic processes consuming or depleting DOC when seawater is re-circulated through the sediment. The formation of hydrous ferric oxides upon aeration of the hydrothermal fluids for 10 h leads to an 8% decrease in DOC, indicating co-precipitation of iron and DOM. Resolubilization of iron precipitates revealed increased relative abundance of aromatic compounds in coprecipitated DOM, which is in accordance with iron-coagulation observed in terrestrial environments. In conclusion, we provide evidence of co-precipitation of DOM with iron at hydrothermal systems as a selective process, which characteristically alters the molecular composition of DOM released with hydrothermal fluids. (C) 2015 Elsevier B.V. All rights reserved.				Dittmar, Thorsten/L-7796-2013	Dittmar, Thorsten/0000-0002-3462-0107												0304-4203	1872-7581				DEC 20	2015	177		4				677	686		10.1016/j.marchem.2015.10.003						WOS:000366788800009		
J	Repeta, DJ; Aluwihare, L; Carlson, C; Liu, ZF; Nelson, C; Stubbins, A				Repeta, Daniel J.; Aluwihare, Lihini; Carlson, Craig; Liu, Zhanfei; Nelson, Craig; Stubbins, Aron			Introduction to the special issue on the Biogeochemistry of Dissolved Organic Matter Preface	MARINE CHEMISTRY																													0304-4203	1872-7581				DEC 20	2015	177		2		SI		203	204		10.1016/j.marchem.2015.10.002						WOS:000366788500001		
J	Bittar, TB; Stubbins, A; Vieira, AAH; Mopper, K				Bittar, Thais B.; Stubbins, Aron; Vieira, Armando A. H.; Mopper, Kenneth			Characterization and photodegradation of dissolved organic matter (DOM) from a tropical lake and its dominant primary producer, the cyanobacteria Microcystis aeruginosa	MARINE CHEMISTRY												This study investigates optical and high-resolution molecular signatures and photochemical degradation of DOM from the Barra Bonita Reservoir (BB-DOM), a tropical eutrophic lake, as well as from its dominant phytoplankton species, the cyanobacteria Microcystis aeruginosa (Microcystis-DOM). Consistent with a predominantly autotrophic source, BB-DOM and Microcystis-DOM exhibited high protein-like fluorescence and contained a large number of aliphatics. Microcystis-DOM was enriched in peptide-like formulae, while BB-DOM had higher chromophoric and fluorescent DOM (CDOM and FDOM) and was enriched in moderately unsaturated formulae, indicating additions of terrigenous DOM and/or in situ processing of autochthonous material in the lake. Consistent with its higher CDOM content, BB-DOM was more photoreactive than Microcystis-DOM. For both types of DOM, photodegradation resulted in loss of CDOM, FDOM, moderately unsaturated structures, high O/C and low H/C formulae, and preservation of aliphatics. The majority of photoproducts of 0.5 d irradiation were subsequently removed by day 7, and photoproducts represented a minor fraction of the photo-irradiated DOM. For BB-DOM, molecular formula photolability increased with increasing aromaticity index values, while for Microcystis-DOM, molecular formula photolability increased with molecular mass. Photodegradation increased the proportion of molecular formulae containing N (CHO + N) in BB-DOM, while the molecular mass and the proportion of CHO + N formulae decreased upon photo-irradiation of Microcystis-DOM. In concert, these molecular shifts due to photodegradation decreased the diversity of and increased the similarity between BB-DOM and Microcystis-DOM, suggesting the selective pressure exerted by photochemistry selects for the survival of similar compounds in both samples. (C) 2015 Elsevier B.V. All rights reserved.																	0304-4203	1872-7581				DEC 20	2015	177		2		SI		205	217		10.1016/j.marchem.2015.06.016						WOS:000366788500002		
J	Seidel, M; Yager, PL; Ward, ND; Carpenter, EJ; Gomes, HR; Krusche, AV; Richey, JE; Dittmar, T; Medeiros, PM				Seidel, Michael; Yager, Patricia L.; Ward, Nicholas D.; Carpenter, Edward J.; Gomes, Helga R.; Krusche, Alex V.; Richey, Jeffrey E.; Dittmar, Thorsten; Medeiros, Patricia M.			Molecular-level changes of dissolved organic matter along the Amazon River-to-ocean continuum	MARINE CHEMISTRY												Coastal oceans link terrestrial and marine carbon cycles. Yet, carbon sources and sinks in these biomes remain poorly understood. Here, we explore the dynamics of dissolved organic matter (DOM) along the Amazon River-to-ocean continuum from the lower mainstem at Obidos to the open ocean of the western tropical North Atlantic. We molecularly characterized DOM via ultrahigh-resolution Fourier-transform ion cyclotron resonance mass spectrometry (FT-ICR-MS), determined DOM stable carbon isotopes, and interpreted the data in the context of bacterial abundance and production, phytoplankton biomass and composition. Multivariate analysis revealed that the DOM molecular variability in the plume was mainly influenced by the input of terrigenous DOM. Incubation experiments with water from close to the river mouth showed that photo- and bio-degradation preferentially removed C-13-depleted and C-13-enriched terrigenous DOM, respectively. However, there was no significant quantitative change in the total amount of dissolved organic carbon (DOC) over five days. This result suggests that most of the reactive DOM had already been bio-degraded upstream within the river and that photo-degradation was diminished in the turbid plume close to the river mouth. Terrigenous DOM therefore appeared to be relatively non-reactive nearshore. In the less turbid offshore plume, enhanced light penetration stimulated growth of phytoplankton and increased bacterial production. Although marine DOM compounds became relatively enriched, bulk DOC concentrations were 9 to 30% below levels expected from conservative mixing of river and ocean endmembers suggesting that quantitative removal of terrigenous DOM was not compensated by marine DOM production. We propose that removal of terrigenous DOM in the outer plume may be enhanced by (i) bio-degradation primed by reactive algal DOM, (ii) photo-degradation, which may further break down DOM into more bio-available forms, and possibly (iii) sorption of DOM to sinking particles. (C) 2015 Elsevier B.V. All rights reserved.				Ward, Nicholas/B-4824-2016; Yager, Patricia/K-8020-2014; Dittmar, Thorsten/L-7796-2013; 	Ward, Nicholas/0000-0001-6174-5581; Yager, Patricia/0000-0002-8462-6427; Dittmar, Thorsten/0000-0002-3462-0107; Seidel, Michael/0000-0003-0934-1939												0304-4203	1872-7581				DEC 20	2015	177		2		SI		218	231		10.1016/j.marchem.2015.06.019						WOS:000366788500003		
J	Nelson, CE; Donahue, MJ; Dulaiova, H; Goldberg, SJ; La Valle, FF; Lubarsky, K; Miyano, J; Richardson, C; Silbiger, NJ; Thomas, FIM				Nelson, Craig E.; Donahue, Megan J.; Dulaiova, Henrieta; Goldberg, Stuart J.; La Valle, Florybeth F.; Lubarsky, Katie; Miyano, Justin; Richardson, Christina; Silbiger, Nyssa J.; Thomas, Florence I. M.			Fluorescent dissolved organic matter as a multivariate biogeochemical tracer of submarine groundwater discharge in coral reef ecosystems	MARINE CHEMISTRY												In Hawai'i and other Pacific high islands submarine groundwater discharge (SGD) can be a significant and continuous source of solutes to nearshore reefs and may play a key role in the structure and function of benthic coral and algal communities. Identifying SGD sources and linking them to reef biogeochemistry is technically challenging. Here we analyzed spectra of fluorescent dissolved organic matter (fDOM) in coral reefs in the context of a suite of biogeochemical parameters along gradients of SGD to characterize fDOM composition and evaluate the utility of fDOM signatures in tracking groundwater dispersal and transformation We spatially mapped water column chemistry in Maunalua Bay, O'ahu, Hawai'i by collecting 24 water samples in grids at each of two similar to 0.15 km(2) regions during both high and low tides over a two-day period. We observed clear horizontal gradients in the majority of 15 measured parameters, including inorganic and organic solutes and organic particles that tracked concentrations of conservative SGD tracers (radon, salinity and silicate). Multivariate scanning excitation-emission fluorometry successfully differentiated two distinct groundwater sources and delineated regions of SGD dispersion in each reef from the surrounding water column samples without detectable groundwater. Groundwater was consistently depleted in DOC and enriched in nutrients; although the two SGD sources varied widely in fDOM quantity and fluorophore proportions, indices of humification were consistently elevated in SGD at both sites. Our results provide a robust spectral characterization of fDOM in SGD-influenced coral reefs and indicate the potential for this rapid and cost-effective measurement technique to be useful in tracking SGD dispersal in nearshore ecosystems. (C) 2015 Elsevier B.V. All rights reserved.					Nelson, Craig/0000-0003-2525-3496												0304-4203	1872-7581				DEC 20	2015	177		2		SI		232	243		10.1016/j.marchem.2015.06.026						WOS:000366788500004		
J	Rossel, PE; Stubbins, A; Hach, PF; Dittmar, T				Rossel, Pamela E.; Stubbins, Aron; Hach, Philipp F.; Dittmar, Thorsten			Bioavailability and molecular composition of dissolved organic matter from a diffuse hydrothermal system	MARINE CHEMISTRY												Fluids from the diffusive hydrothermal vent Woody located at the Menez Gwen hydrothermal field were collected directly from a fissure using a Kiel pumping system (KIPS). The fluids were incubated in a biodegradation experiment with the resident microbial community at in situ temperature (55 degrees C). In addition to the initial fluid (T-0), sub-samples were collected at three time points: 12.5 h (T-1), 38 h (T-2) and 180 h (T-final). Whole water samples were characterized by spectrophotometry and for dissolved organic carbon (DOC) and total dissolved nitrogen (TDN) concentrations. Solid-phase extracted dissolved organic matter (SPE-DOM) was molecularly characterized using a 15 Tesla Fourier-transform ion cyclotron resonance mass spectrometer (FT-ICR-MS). Based on Mg2+ concentrations, vent fluids were diluted ca. 1:99% with seawater. SPE-DOC concentrations remained constantly low (30 mu M) over the course of incubation, while DOC and TDN (1180 mu M and 16 mu M, respectively, at T-0) decreased sharply (to 80 mu M and 9 mu M, respectively, at T-final). This biolabile DOC is likely composed of volatiles and short-chain hydrocarbons, and the reason behind their extraordinarily high concentration remains unknown. Molecular characterization of SPE-DOM in fluids and seawater identified over 3000 molecular formulae, which were separated into different groups according to their reactivity. The half-life of the more reactive groups ranged between 6-7 h, 18-21 h and 5-106 days, and represented 7.3, 2.0 and 7.5% of the total formulae present in T-0, while the majority (83%) did not exhibit any significant trend during the experiment. Despite the small molecular changes in SPE-DOM, a decrease in the number of formulae and average molecular mass was observed, the latter consistent with an increase in the spectral slope over the wavelength range 275-295 nm (S275-295) during the experiment. An increase in aromatic molecular formulae during the incubation was also corroborated by a concurrent increase in the absorption coefficient at 254 nm normalized to DOC concentrations (SUVA(254)), an optical indicator of aromatic content. Thus both FT-ICR-MS and optical properties over the course of the incubation corroborated a decrease in molecular mass and increase in aromaticity. This study is the first to report the optical and molecular transformations of bio-labile DOM from diffusive hydrothermal systems. (C) 2015 Elsevier B.V. All rights reserved.				Dittmar, Thorsten/L-7796-2013	Dittmar, Thorsten/0000-0002-3462-0107												0304-4203	1872-7581				DEC 20	2015	177		2		SI		257	266		10.1016/j.marchem.2015.07.002						WOS:000366788500006		
J	Santinelli, C; Follett, C; Brogi, SR; Xu, L; Repeta, D				Santinelli, Chiara; Follett, Christopher; Brogi, Simona Retelletti; Xu, Li; Repeta, Daniel			Carbon isotope measurements reveal unexpected cycling of dissolved organic matter in the deep Mediterranean Sea	MARINE CHEMISTRY												One of the most intriguing aspects of dissolved organic carbon (DOC) dynamics in the Mediterranean Sea (Med Sea) is that in the intermediate and deep waters, DOC concentrations are equal to the lowest values found in the deep Atlantic and Pacific (36-42 mu M). The very low DOC values in the deep Med Sea were unexpected since the renewal time of deep waters in the basin is only 20-126 years. Over this short timescale, we expected just a very small, nearly undetectable, fraction of refractory DOC (RDOC) to be removed. The first DOC isotope data show that DOC in Med Sea deep water is more depleted in both Delta C-14 and delta C-13 than in the deep Atlantic Ocean, with an estimated age of 4500-5100 years. These data suggest that at least 10%, and up to 45%, of the Atlantic RDOC entering the Med Sea is removed and replaced by isotopically lighter DOC in less than 126 years. Potential allocthonous sources include: fossil methane and methane derived DOC seeps from sediments, anthropogenic combustion products and terrestrial organic matter delivered by the atmosphere, rivers, and groundwaters. Using current information, it is not possible to quantify the relative contribution of these potential sources. Based on estimated flux and isotopic value, atmospheric input of soluble organic carbon from soils or combustion products as well as DOC from groundwater are the most likely sources of allochthonous DOC Our results suggest that DOC cycling in the deep Med Sea is dynamic and support the idea that a substantial fraction (up to 45%) of what has traditionally been defined as "refractory" DOC imported from the Atlantic Ocean, can be removed on temporal scales of <126 y, thereby opening intriguing questions about deep sea DOC cycling. (C) 2015 Elsevier B.V. All rights reserved.				, chiara/F-6735-2012	, chiara/0000-0002-8921-275X												0304-4203	1872-7581				DEC 20	2015	177		2		SI		267	277		10.1016/j.marchem.2015.06.018						WOS:000366788500007		
J	Helms, JR; Mao, JD; Chen, HM; Perdue, EM; Green, NW; Hatcher, PG; Mopper, K; Stubbins, A				Helms, John R.; Mao, Jingdong; Chen, Hongmei; Perdue, E. Michael; Green, Nelson W.; Hatcher, Patrick G.; Mopper, Kenneth; Stubbins, Aron			Spectroscopic characterization of oceanic dissolved organic matter isolated by reverse osmosis coupled with electrodialysis	MARINE CHEMISTRY												Oceanic dissolved organic matter (DOM) is one of the largest pools of reduced carbon on Earth, yet DOM remains poorly chemically characterized. Studies to determine the chemical nature of oceanic DOM have been impeded by the lack of efficient and non-fractioning methods to recover oceanic DOM. Here, a DOM fraction (similar to 40 to 86% recovery) was isolated using reverse osmosis/electrodialysis (RD/ED) and analyzed by solid-state C-13 nuclear magnetic resonance (NMR) spectroscopy. Samples were obtained from biogeochemically distinct environments: photobleached surface gyre, productive coastal upwelling zone, oxygen minimum, North Atlantic Deep Water, and North Pacific Deep Water. A ubiquitous 'background' refractory carbon pool was apparent throughout the ocean and dominated in the deep Pacific Ocean. Advanced NMR spectral editing revealed that condensed aromatic and quaternary anomeric carbons contribute to this deep refractory DOC pool, the quaternary anomeric carbons being a newly identified and potentially important component of bio-refractory carbohydrate-like carbon. Additionally, our results support the multi-pool (e.g. 3-pool: labile, semi-labile, and refractory) conceptual model of marine DOM biogeochemistry. Surface samples, hypothesized to be enriched in labile and semilabile DOM, were enriched in carbohydrate-like material consistent with prior studies. High carboxyl signals in the deep Pacific support the hypothesis that a major fraction of the refractory pool consists of carboxyl-rich alicydic molecules (CRAM). (C) 2015 Elsevier B.V. All rights reserved.					Green, Nelson/0000-0003-3694-0275												0304-4203	1872-7581				DEC 20	2015	177		2		SI		278	287		10.1016/j.marchem.2015.07.007						WOS:000366788500008		
J	Hansman, RL; Dittmar, T; Herndl, GJ				Hansman, Roberta L.; Dittmar, Thorsten; Herndl, Gerhard J.			Conservation of dissolved organic matter molecular composition during mixing of the deep water masses of the northeast Atlantic Ocean	MARINE CHEMISTRY												Characterizing the composition of marine dissolved organic matter (DOM) is important for gaining insight into its role in oceanic biogeochemical cycles. Using Fourier transform ion cyclotron resonance mass spectrometry, we analyzed the molecular composition of solid phase extracted (SPE) DOM from the northeast Atlantic to investigate the specificity of the DOM pool of the individual major water masses of the North Atlantic. All 272 measured samples from depths ranging from 87 to 5609 m and latitudes from 24 degrees N to 68 degrees N shared 96% similarity (on a Bray-Curtis scale) in their DOM composition. Small variations between subsurface and deep samples and among latitudinal groupings were identified, but overall, water mass specific SPE-DOM composition was not apparent. A strong correlation between a calculated degradation index and water mass age indicates variability in portions of the DOM pool, and ocean-scale differences were observed between the North Atlantic and deep North Pacific. However, within the deep northeast Atlantic, conservative mixing primarily drives the molecular composition of SPE-DOM. (C) 2015 The Authors. Published by Elsevier B.V.				Dittmar, Thorsten/L-7796-2013; 	Dittmar, Thorsten/0000-0002-3462-0107; Hansman, Roberta/0000-0003-1525-8509; Herndl, Gerhard/0000-0002-2223-2852												0304-4203	1872-7581				DEC 20	2015	177		2		SI		288	297		10.1016/j.marchem.2015.06.001						WOS:000366788500009		
J	Stubbins, A; Dittmar, T				Stubbins, Aron; Dittmar, Thorsten			Illuminating the deep: Molecular signatures of photochemical alteration of dissolved organic matter from North Atlantic Deep Water	MARINE CHEMISTRY												Duplicate, filtered samples of North Atlantic Deep Water (NADW) were irradiated for 28 days in a solar simulator. Duplicate dark controls were placed alongside the irradiated samples. After 28 days, samples were extensively photo-degraded based upon colored dissolved organic matter (CDOM) photo-bleaching (>95%). Samples were solid phase extracted using PPL resin to isolate, concentrate and desalt the dissolved organic matter (DOM) in the samples. Ultrahigh resolution electrospray ionization Fourier transform ion cyclotron resonance mass spectrometry (FTICR-MS) enabled 3024 molecular formulas to be identified in the dark control. Photo-degradation decreased molecular diversity, with 2402 formulas assigned post-irradiation. Molecular formulas were classified based upon their photo-lability as 1) photo-resistant; 2) photo-labile; and, 3) photo-produced. Photo-resistant DOM made up 73% of all formulas and was dominated by highly unsaturated molecular signatures consistent with carboxylic-rich alicyclic molecules, suggesting that these apparently bio-refractory compounds may also survive multiple passages through sunlit surface waters and thus accumulate for timeframes exceeding ocean ventilation. Photo-labile DOM was enriched in low molecular weight formulas, aromatic molecular formulas, and sulfur and phosphorous containing formulas. Compounds containing both sulfur and nitrogen were particularly photo-labile and may represent an underappreciated component of the photo-reactive CDOM pool. Photo-produced DOM was enriched in higher molecular weight formulas, as well as aliphatic and peptide formulas. Molecular formulas are indexed by their photo-lability classification in the supplementary information. (C) 2015 Elsevier B.V. All rights reserved.				Dittmar, Thorsten/L-7796-2013	Dittmar, Thorsten/0000-0002-3462-0107												0304-4203	1872-7581				DEC 20	2015	177		2		SI		318	324		10.1016/j.marchem.2015.06.020						WOS:000366788500012		
J	Sherwood, BP; Shaffer, EA; Reyes, K; Longnecker, K; Aluwihare, LI; Azam, F				Sherwood, Byron Pedler; Shaffer, Emily A.; Reyes, Kalani; Longnecker, Krista; Aluwihare, Lihini I.; Azam, Farooq			Metabolic characterization of a model heterotrophic bacterium capable of significant chemical alteration of marine dissolved organic matter	MARINE CHEMISTRY												The marine bacterium Alteromonas sp. AltSIO was previously found to consume an equivalent magnitude of surface coastal marine dissolved organic carbon (DOC) as diverse bacterial assemblages (Pedler et al., 2014). In this study, we sought to investigate the potential of AltSIO to alter the chemical composition of marine DOC by characterizing its capacity to metabolize a broad suite of environmentally relevant model substrates. Results showed that AltSIO had a particularly broad capacity to degrade carbohydrates relative to other marine bacteria characterized as generalist heterotrophs. Growth in seawater incubations amended with model neutral sugars and radiolabeled substrates showed that AltSIO preferentially utilized la-galactose and disaccharides, but showed little to no biomass incorporation or respiration of D-glucose. Lastly, analysis of ambient dissolved organic matter (DOM) from time-course mesocosms by ultrahigh resolution mass spectrometry showed that both AltSIO grown in pure culture and a mixed bacterial community significantly altered ambient DOM, yet the alteration appeared uniform across chemical classes. for both treatments. This study provides insight into the physiological mechanisms of a globally distributed generalist bacterial taxon that has the capacity to significantly alter the geochemistry of marine DOM. (C) 2015 Elsevier B.V. All rights reserved.																	0304-4203	1872-7581				DEC 20	2015	177		2		SI		357	365		10.1016/j.marchem.2015.06.027						WOS:000366788500016		
