PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	PG	WC	SC	GA	UT	PM
J	Zsolnay, A; Baigar, E; Jimenez, M; Steinweg, B; Saccomandi, F				Zsolnay, A; Baigar, E; Jimenez, M; Steinweg, B; Saccomandi, F			Differentiating with fluorescence spectroscopy the sources of dissolved organic matter in soils subjected to drying	CHEMOSPHERE												The relative fluorescence, normalised on dissolved organic carbon (DOC), and a humification index, based on the location of the fluorescence emission spectra, were used to investigate the possible sources of the increase in dissolved organic matter (DOM) when a soil is dried. From these 2 parameters it could be seen that air drying resulted in a minor increase of more humified material in DOM while the effect of oven drying was mainly due to cell lysis. (C)1998 Elsevier Science Ltd. All rights reserved.																	0045-6535					JAN	1999	38	1					45	50		10.1016/S0045-6535(98)00166-0						WOS:000077445000004		
J	Granier, LK; Lafrance, P; Campbell, PGC				Granier, LK; Lafrance, P; Campbell, PGC			An experimental design to probe the interactions of dissolved organic matter and xenobiotics: Bioavailability of pyrene and 2,2 ',5,5 '-tetrachlorobiphenyl to Daphnia magna	CHEMOSPHERE												Experiments were conducted to probe the interactions between natural dissolved organic matter (DOM) and two xenobiotics, and to determine how DOM influences their bioavailability. The experimental set-up, using dialysis bags, was designed to expose test organisms to the same constant concentration of free dissolved chemical, while increasing the concentration of the bound-to-DOM fraction. Daphnia magna S. were exposed to pyrene or 2,2',5,5'-tetrachlorobiphenyl in the presence of 0, 1, 2, 5, 10 or 20 mg L-1 of a reference riverine humic acid (Suwannee River Humic Acid). The physico-chemical parameters were well constrained in the microcosm, demonstrating its potential usefulness. However bioaccumulation by D. magna showed important variability between replicate treatments, sufficient to mask any trends as a function of DOM concentration. The organic-carbon-normalised partition coefficients (K-OC) ranged from 52000 to 92000 L kg(-1) for pyrene and from 8200 to 89000 L kg(-1) for 2,2',5,5'-tetrachlorobiphenyl, with a marked "concentration effect" for the latter compound. (C) 1998 Elsevier Science Ltd. All rights reserved.				Campbell, Peter/H-4348-2011	Campbell, Peter/0000-0001-7160-4571												0045-6535					JAN	1999	38	2					335	350		10.1016/S0045-6535(98)00187-8						WOS:000077484100009	10901659	
J	Oesterreich, T; Klaus, U; Volk, M; Neidhart, B; Spiteller, M				Oesterreich, T; Klaus, U; Volk, M; Neidhart, B; Spiteller, M			Environmental fate of amitrole: Influence of dissolved organic matter	CHEMOSPHERE												In this study the environmental fate of amitrole in terrestrial and aquatic model ecosystems was investigated. Under aerobic conditions mineralization of amitrole is the main degradation pathway. The experiments revealed that the leaching behaviour is low in the presence or the absence of dissolved organic matter (DOM) despite the high water solubility due to a strong binding of amitrole to soil constituents. Under anaerobic conditions the addition of DOM increases the transport of amitrole in soil columns. The tests with water/sediment model ecosystems showed that the mineralization of amitrole is lower in comparison to aerobic soil experiments. Up to 80.6% of the applied C-14-labelled amitrole transfer into the sediment and about 1/3 of this amount formed bound residues, which are not extractable. (C) 1998 Elsevier Science Ltd. All rights reserved.																	0045-6535					JAN	1999	38	2					379	392		10.1016/S0045-6535(98)00185-4						WOS:000077484100012		
J	Tipping, E; Woof, C; Rigg, E; Harrison, AF; Ineson, P; Taylor, K; Benham, D; Poskitt, J; Rowland, AP; Bol, R; Harkness, DD				Tipping, E; Woof, C; Rigg, E; Harrison, AF; Ineson, P; Taylor, K; Benham, D; Poskitt, J; Rowland, AP; Bol, R; Harkness, DD			Climatic influences on the leaching of dissolved organic matter from upland UK Moorland soils, investigated by a field manipulation experiment	ENVIRONMENT INTERNATIONAL												The leaching of dissolved organic matter (DOM) from three acidic soils (brown earth, micropodzol, and peaty gley), under different climatic conditions, was investigated. Cores of undisturbed soil, taken from near the summit of Great Dun Fell (Cumbria, U.K.), were maintained at the summit (site A), and at three lower-altitude sites (B, C, and D) with higher mean temperatures and lower rainfall, for three years. Some cores at site A were heated, while some at site C received supplementary rain inputs. Leachate concentrations of dissolved organic carbon (DOC) increased in the order micropodzol < brown earth << peaty gley. Concentrations were highest in summer and autumn, and at the warmer, drier sites. Exported loads of DOC from the peaty gley at sites B, C, and D were approximately double that at site A, but the additional DOM was similar to that leached at site A, as judged by the hydrophilic/hydrophobic ratio and optical absorbance. Additional input water at site C significantly increased export from the brown earth and micropodzol. Exports were unaffected by heating at site A. It is concluded that warming and drying can accelerate the production of potential DOM within organic horizons, and that leaching is influenced by the adsorption of DOM in mineral horizons. (C) 1999 Elsevier Science Ltd.				Tipping, Edward/I-6309-2012; Rowland, Alan/A-9793-2013; bol, roland/H-9324-2013	Tipping, Edward/0000-0001-6618-6512; Rowland, Alan/0000-0001-7499-8473; 												0160-4120					JAN	1999	25	1					83	95		10.1016/S0160-4120(98)00098-1						WOS:000078254100011		
B	Aufdenkampe, AK; Hedges, JI; Richey, JE; Krusche, AV		Armannsson, H		Aufdenkampe, AK; Hedges, JI; Richey, JE; Krusche, AV			Molecular selectivity of dissolved organic matter sorption to sediments	GEOCHEMISTRY OF THE EARTH'S SURFACE					5th International Symposium on Geochemistry of the Earth Surface	AUG 16-20, 1999	REYKJAVIK, ICELAND					A consistent observation in the Amazon River Basin and elsewhere is that suspended fine particulate organic matter (POM) is compositionally distinct from co-existing dissolved organic matter (DOM). This paper presents experimental results showing that these compositional patterns are the outcome of selective partitioning of nitrogen-rich DOM components onto mineral surfaces. In every case, nitrogen was preferentially taken into the particulate fraction relative to the "parent" DOM, as were total hydrolyzable amino acids with respect to total organic carbon and nitrogen. Particulate amino acid compositional patterns also indicated preferential sorption of basic amino acids with positively charged nitrogen side chains. In short, all the various organic nitrogen compositional patterns of the Amazon Basin could be recreated in a beaker. While conjectured from POM/DOM compositional patterns among river samples, this is the first direct evidence for preferential uptake of naturally-occurring nitrogenous DOM by suspended riverine minerals.																			90-5809-073-6				1999							255	258								WOS:000082439800061		
J	Bol, R; Ostle, NJ; Friedrich, C; Amelung, W; Sanders, I				Bol, R; Ostle, NJ; Friedrich, C; Amelung, W; Sanders, I			The influence of dung amendments on dissolved organic matter in grassland soil leachates - Preliminary results from a lysimeter study	ISOTOPES IN ENVIRONMENTAL AND HEALTH STUDIES												Understanding the carbon (C) cycle in grassland pasture systems requires more information about the fate of decomposing dung material within the soil. In this soil lysimeter study we successfully applied the natural C-13 abundance labelling technique to trace dung-C within a temperate grassland soil. Dung was collected from beef steers fed on either maize (a C-4 plant) or perennial ryegrass (a C-3 plant) silages, and applied to a freely draining (C-3) grassland soil. Leachates were collected from soil lysimeters (0 - 2.5) and (0 - 10 cm soil depth) to determine the organic carbon and C-13 content of < 0.7 mu m filtered solution. Leachates were taken from (i) control, no dung added, (ii) C-3 dung and (iii) C-4 dung amended soil. Results showed that, (i) the addition of dung resulted in a tenfold increase in C lost from the lysimeters in drainage waters, (ii) up to 50 % of the C present in the leachates was 'native' soil C and (iii) the application of dung produced a 'priming' effect. Further work is required to verify; (i) whether increased leaching of native C following dung application is a 'true priming' phenomenon, or merely the result of 'displacement' or 'pool substitution' of soil C, and (ii) the precise conditions and mechanisms under which organic amendments induce a true 'priming' effect in grassland and other agricultural soils.				Amelung, Wulf/H-2136-2013; bol, roland/H-9324-2013; Ostle, Nicholas/E-4847-2014	Amelung, Wulf/0000-0002-4920-4667; Ostle, Nicholas/0000-0003-3263-3702												1025-6016						1999	35	1-2					97	109		10.1080/10256019908234082						WOS:000083921200008		
J	Alvarez-Salgado, XA; Doval, MD; Perez, FF				Alvarez-Salgado, XA; Doval, MD; Perez, FF			Dissolved organic matter in shelf waters off the Ria de Vigo (NW Iberian upwelling system)	JOURNAL OF MARINE SYSTEMS												Net in situ production and export of dissolved organic carbon (DOC) and nitrogen (DON) have been studied in shelf waters off the Ria de Vigo (NW Spain), as part of a comprehensive hydrographic survey carried out from September 1994 to September 1995 with a fortnight periodicity. DOC and DON correlated well (r = + 0.78), the slope of the regression line being 12.0 +/- 0.7 mol-C mol-N-1, about twice the Redfieldian slope of particulate organic matter, 6.5 +/- 0.2 mol-C mol-N-1 (r= +0.95). Labile DOC and DON accumulated in the upper 50 m during the upwelling season (March-September), mainly after prolonged periods of wind relaxation, when horizontal flows were reduced. This labile material represented 50% and 35% of the total (dissolved + particulate) organic carbon and nitrogen susceptible of microbial utilisation, which assert the key contribution of dissolved organic matter (DOM) to the export of new primary production in the NW Iberian upwelling system. This surface excess in shelf waters appeared to be formed into the highly productive Ria de Vigo (a large coastal indentation) at net rates of similar to 4.4 mu M-C d(-1) and similar to 1.3 mu M-C d(-1) in the inner and outer segments of the embayment respectively, and subsequently exported to the shelf. Once in the shelf, simple dilution with the inert DOM pool of recently upwelled Eastern North Atlantic Central Water (ENACW) occurred. Eventually, the DOM excess produced during the upwelling season is exported to the adjacent open ocean waters by the coastal circulation. Conversely, during the unproductive downwelling season (October-February), the lowest DOC and DON levels were recorded and export was prevented by the characteristic downwelling front associated to the seasonal poleward slope current. (C) 1999 Elsevier Science B.V. All rights reserved.				Alvarez-Salgado, Xose Anton/A-8365-2012; Perez, Fiz F./B-9001-2011	Alvarez-Salgado, Xose Anton/0000-0002-2387-9201; Perez, Fiz F./0000-0003-4836-8974												0924-7963					JAN	1999	18	4					383	394		10.1016/S0924-7963(97)00114-0						WOS:000077618800006		
J	Plaehn, WA; Zhao, XD; Dale, BE; Voice, TC				Plaehn, WA; Zhao, XD; Dale, BE; Voice, TC			Impact of dissolved organic matter on the desorption and mineralization rates of naphthalene	JOURNAL OF SOIL CONTAMINATION												The persistence of organic contaminants in plant-soil systems will be largely determined by the basic processes controlling bioavailability: desorption and biodegradation. Both processes can be affected by the presence of and variations in dissolved organic matter (DOM). To evaluate potential effects of DOM in surface soil remediation systems the kinetics of naphthalene desorption from soil and mineralization in soil solution in the presence of DOM were studied in completely mixed batch reactors (CMBRs). Three different DOM solutions were studied. These were obtained from water extraction of two different soils (muck-highly organic and alfalfa field-agricultural) and a third prepared by reconstituting a fulvic acid reference standard purchased commercially. Neither the desorption rate nor equilibrium partitioning of naphthalene was affected by the presence of varying DOM solutions. The effect on mineralization was evaluated based on an evaluation of a first-order rate constant produced by nonlinear regression of data fitted to a (CO2)-C-14 production model. For the muck DOM solution, alfalfa DOM solution, and fulvic acid DOM solution, first-order rate constants were 0.0474, 0.0657 0.0422 min(-1), respectively. Using uncertainty analysis, these differences were found not to be significant at a 90% confidence level. Although not apparent in this data, the impact of DOM on the mechanisms of desorption and biodegradation in a plant-soil environment may be important for other contaminant/organism/soil combinations. With the increased interest in phytoremediation and land farming as means of treating organic contaminants, further investigation of such interactions may be warranted.																	1058-8337						1999	8	4					491	507								WOS:000081785700005		
J	Findlay, S; Sinsabaugh, RL				Findlay, S; Sinsabaugh, RL			Unravelling the sources and bioavailability of dissolved organic matter in lotic aquatic ecosystems	MARINE AND FRESHWATER RESEARCH												Dissolved organic matter (DOM) constitutes a large proportion of the organic carbon in all aquatic ecosystems and is often a significant carbon resource for heterotrophic microorganisms. Diverse sources, compositional complexity and multiple transformation pathways have made it difficult to generalize about the bioavailability of this material. Recently, there has been dramatic progress in identifying sources of DOM, describing its composition and tracing its movement through microbial food webs. A number of conceptual, mechanistic and empirical approaches have been proposed to synthesize this rapidly expanding body of knowledge. This paper reviews these approaches, and some general hypotheses for focusing future research are proposed. As a first step in synthesizing the available information, predictions are made about how variability in sources, hydrology and biotic removal interact to generate temporal and spatial patterns in DOM from a stream's headwaters to a large river.																	1323-1650						1999	50	8					781	790		10.1071/MF99069						WOS:000083848700008		
J	Temminghoff, EJM; Van der Zee, SEATM; De Haan, FAM				Temminghoff, EJM; Van der Zee, SEATM; De Haan, FAM			Effects of dissolved organic matter on the mobility of copper in a contaminated sandy soil	EUROPEAN JOURNAL OF SOIL SCIENCE												Changes in land use can result in increased soil organic matter content, and decreases in Ca and pH which will affect the mobility of Cu in soil. We studied how the mobility and coagulation of dissolved organic matter and pH affected the mobility of Cu in contaminated sandy soil by batch and column experiments in the laboratory. The soil, with pH ranging from 3.8 to 5.7, had been polluted with Cu in the range 0.13-1.9 mmol kg(-1) more than a decade ago. Calcium and Cu bound by dissolved organic matter (purified humic acid) was determined in the pH range 4-8; Cu2+ concentration ranged from 10(-4) to 10(-12) M land Ca2+ concentration from 10(-3) to 10(-6) M. Binding of Cu by dissolved organic matter as affected by Ca and pH could be predicted well with the non-ideal competitive adsorption (NICA) model. Coagulation of dissolved organic matter was affected by the amount of trivalent (Al3+) and divalent (Ca2+ and Cu2+) cations in solution. There was little effect of pH on coagulation between pH 4 and 6. The concentration of the divalent cations, Ca2+ and Cu2+, at which coagulation of dissolved organic matter appeared could be explained by differences in the binding of Ca and Cu by dissolved organic matter. Binding of Cu by dissolved organic matter as well as by solid organic matter, both affected by Ca and pH, could be described well with the NICA model. We investigated the coagulation and mobility of dissolved organic matter in column experiments and found that they enhanced Cu mobility. Three processes, Cu desorption by soil, dissolved organic matter coagulation and Cu complexation by dissolved organic matter, act simultaneously in the soil columns. All three with counteracting effects on Cu mobility are influenced by Ca and pH and could be adequately represented by the multicomponent NICA model.																	1351-0754					DEC	1998	49	4					617	628		10.1046/j.1365-2389.1998.4940617.x						WOS:000077815500010		
J	Biersmith, A; Benner, R				Biersmith, A; Benner, R			Carbohydrates in phytoplankton and freshly produced dissolved organic matter	MARINE CHEMISTRY												Four taxonomically-diverse, phytoplankton cultures (Phaeocystis sp., Emiliania huxleyi, Synechococcus bacillaris, Skeletonema costatum) were grown in batch culture for 14 days, and the particulate and high-molecular-weight dissolved components of the cultures were harvested by tangential-flow ultrafiltration for bulk and molecular-level carbohydrate analyses. Bulk carbohydrates and neutral aldoses accounted for an average of 37% and 20%, respectively, of the particulate organic carbon(> 0.1 mu m) in the cultures. Glucose was the dominant aldose in phytoplankton cellular material. Ultrafiltered dissolved organic matter (UDOM; > 1000 Da) from the cultures was rich in carbohydrates relative to cellular material. Bulk carbohydrates and neutral aldoses accounted for an average of 66% and 35%, respectively, of UDOM in the cultures. The average C/N value (21.6) for UDOM was much higher than the value (8.8) for cellular material, reflecting the carbobydrate-rich nature of UDOM. Freshly produced UDOM was characterized by similar contributions of several aldoses, including galactose, glucose, mannose, fucose, xylose, and arabinose. The aldose signatures of phytoplankton UDOM were distinct from the signatures for cellular material and were indicative of heteropolysaccharides. The UDOM produced in phytoplankton cultures was similar in nature to the UDOM isolated from various locations in the surface ocean. Surface ocean UDOM is rich in carbohydrates and is relatively depleted in nitrogen (C/N similar to 17), and the aldose signature of marine UDOM is similar to that of phytoplankton UDOM. These observations indicate that phytoplankton extracellular releases could be a major source of the dissolved heteropolysaccharides observed throughout the surface ocean. (C) 1998 Elsevier Science B.V. All rights reserved.				Benner, Ronald/M-4412-2015	Benner, Ronald/0000-0002-1238-2777												0304-4203	1872-7581				DEC	1998	63	1-2					131	144		10.1016/S0304-4203(98)00057-7						WOS:000081357700011		
J	Michaelson, GJ; Ping, CL; Kling, GW; Hobbie, JE				Michaelson, GJ; Ping, CL; Kling, GW; Hobbie, JE			The character and bioactivity of dissolved organic matter at thaw and in the spring runoff waters of the arctic tundra north slope, Alaska	JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES												The brief spring thaw period in the arctic is an important time when carbon is transferred from terrestrial to aquatic systems as melting snow and soil waters run off into the streams, lakes, and ocean. Measurements were made of the quantity and quality of dissolved organic carbon (DOC) in thawing soil and runoff waters in the foothills region of the Kuparuk River basin of arctic Alaska, during the thaw of May 1996. Incubations were performed using DOC and soil cores at the time of thaw from the surface layers of two major tundra types of the region, nonacidic and acidic tundra. Results indicated that there are major changes in both the quantity and quality of DOC as soil waters thaw and move to the streams and lakes. DOC concentrations were found to be reduced up to 90% as soil waters thawed and became free-flowing soil waters with leachates from thawed soil cores averaging 116 mg DOC/L at thaw and soil waters averaging 20 mg DOC/L. Stream and inlet to Toolik Lake DOC concentrations averaged 12 and 10 mg DOC/L respectively indicating further dilution of DOC. Quality differences elucidated by XAD-8/4 resin fractionation of DOC were observed for waters at various points in the ecosystem. The hydrophilic neutral fraction (HIN) accounted for 71% of the DOC in waters of thawing soil cores, but was only 23% in flowing waters of soils, and 9-20% in stream waters. A 14 day 4 degrees C incubation of DOC from thawing soil core waters reduced DOC an average of 39%, with 80% of that reduction occurring in the HIN fraction.. Soil waters and stream waters were similar in DOC fraction composition, and fulvic acid fractions were dominant. Initial 14 day DOC respiration rates with high HIN waters were 10 mg CO2-C/g DOC/d, and reduced to 1.2-1.7 mg CO2-C/g DOC/d after 34 days incubation. Respiration rates of thawed cores ranged from 0.12 to 0.06 and 0.03 mg CO2-C/g C/d for nonacidic and acidic cores, respectively.				Kling, George/C-7867-2015	Kling, George/0000-0002-6349-8227												2169-897X					NOV 27	1998	103	D22					28939	28946		10.1029/98JD02650						WOS:000077196200028		
J	Fang, F; Kanan, S; Patterson, HH; Cronan, CS				Fang, F; Kanan, S; Patterson, HH; Cronan, CS			A spectrofluorimetric study of the binding of carbofuran, carbaryl, and aldicarb with dissolved organic matter	ANALYTICA CHIMICA ACTA												This study examined the binding of carbamate pesticides with dissolved organic matter (DOM) using fluorescence quenching and synchronous scan fluorescence spectroscopy (SSFS). Fluorescence spectra of the three pesticides were characterized as follows: carbofuran and carbaryl fluoresce at 305 and 330 nm, respectively, upon excitation at 276-279 nn, whereas, aldicarb shows broad emission at 350-380 nm upon excitation at 326 nm. A fluorescence quenching technique was used to obtain conditional binding constants for the carbamate pesticides with Aldrich humic acid under fixed conditions of 22 degrees C and pH 6. The binding constant of carbofuran with humic acid is greater than the binding constants of both carbaryl and aldicarb. Estimates were also obtained for the binding of carbofuran with DOM samples from a coniferous forest soil O horizon, a deciduous forest soil O horizon, a sedge marsh wetland, and a stream in the drainage sequence and their molecular weight (MW) fractions. Those conditional binding constants were used to predict the potential transport of carbofuran in the drainage sequence. When binding constants and DOM concentrations were both taken into account, it was found that DOM from the coniferous forest O horizon had the largest capacity to bind and to transport carbofuran in the drainage sequence. SSFS was used to probe the binding mechanisms of DOM with carbofuran. Overall, the potential mobility of carbofuran in the upland-wetland-stream drainage sequence was significantly enhanced via binding with DOM. (C) 1998 Published by Elsevier Science B.V. All rights reserved.																	0003-2670					NOV 11	1998	373	2-3					139	151		10.1016/S0003-2670(98)00392-4						WOS:000076475600004		
J	Klaus, U; Oesterreich, T; Volk, M; Spiteller, M				Klaus, U; Oesterreich, T; Volk, M; Spiteller, M			Interaction of aquatic dissolved organic matter (DOM) with amitrole: The nature of the bound residues	ACTA HYDROCHIMICA ET HYDROBIOLOGICA												In this study the binding behaviour of the herbicide amitrole with humic substances respectively dissolved organic matter (DOM) is presented. The results of the binding and release experiments using radioactively C-14-labelled amitrole led to the conclusion that the binding of amitrole is very low. About 70 % of amitrole bound to humic substances was not extractable. The releasable amitrole portion of the purified DOM-amitrole complexes led to a harmful effect in the cress test. Solid-state cross polarisation (CP) magic angle spinning (MAS) N-15-NMR spectroscopy is a powerful spectroscopic method to elucidate the structure of bound xenobiotics. In addition extraction experiments were used resulting in a binding scheme of amitrole to DOM, where above all the covalent bonding occurred via acid amide bonds.																	0323-4320					NOV	1998	26	6					311	317		10.1002/(SICI)1521-401X(199811)26:6<311::AID-AHEH311>3.0.CO;2-X						WOS:000077616900001		
J	Ravichandran, M; Aiken, GR; Reddy, MM; Ryan, JN				Ravichandran, M; Aiken, GR; Reddy, MM; Ryan, JN			Enhanced dissolution of cinnabar (mercuric sulfide) by dissolved organic matter isolated from the Florida Everglades	ENVIRONMENTAL SCIENCE & TECHNOLOGY												Organic matter isolated from the Florida Everglades caused a dramatic increase in mercury release (up to 35 mu M total dissolved mercury) from cinnabar (HgS), a solid with limited solubility. Hydrophobic (a mixture of both humic and fulvic) acids dissolved more mercury than hydrophilic acids and other nonacid fractions of dissolved organic matter (DOM). Cinnabar dissolution by isolated organic matter and natural water samples was inhibited by cations such as Ca2+. Dissolution was independent of oxygen content in experimental solutions. Dissolution experiments conducted in DI water (pH = 6.0) had no detectable (<2.5 nM) dissolved mercury. The presence of various inorganic (chloride, sulfate, or sulfide) and organic ligands (salicylic acid, acetic acid, EDTA, or cysteine) did not enhance the dissolution of mercury from the mineral. Aromatic carbon content in the isolates (determined by C-13 NMR) correlated positively with enhanced cinnabar dissolution. zeta-potential measurements indicated sorption of negatively charged organic matter to the negatively charged cinnabar (pH(pzc) = 4.0) at pH 6.0. Possible mechanisms of dissolution include surface complexation of mercury and oxidation of surface sulfur species by the organic matter.				Ryan, Joseph/H-7025-2012													0013-936X	1520-5851				NOV 1	1998	32	21					3305	3311		10.1021/es9804058						WOS:000076850200028		
J	Celis, R; Barriuso, E; Houot, S				Celis, R; Barriuso, E; Houot, S			Sorption and desorption of atrazine by sludge-amended soil: Dissolved organic matter effects	JOURNAL OF ENVIRONMENTAL QUALITY												Addition of insoluble and soluble organic C to soil through management practices, such as sewage sludge (SS) application, may greatly alter pesticide sorption-desorption in soil. Ratch equilibrium techniques mere used to determine the effects of four sewage sludges (liquid-SS, solid-SS, limed-SS, and composted-SS) and their water dissolved organic matter (DOM), on the sorption-desorption of atrazine (2-chloro-4-ethylamino-6-isopropylamino-1,3,5-triazine) by a silt loam soil. Atrazine sorption on the sludges increased in the order: limed-SS < liquid-SS < solid-SS < composted-SS. Sludge addition to soil increased atrazine sorption in the same order, although the effectiveness of the mixtures to sorb atrazine was lower than expected from the sorption capacity of the isolated soil and sludges. The effects of the DOM extracted from the different sludges on atrazine sorption varied with sewage sludge, For liquid-, solid-, and limed-SS, DOM reduced atrazine sorption on soil. A low association between these DOMs and atrazine was measured In solution by dialysis technique, and indicated that processes st the soil/solution interface may have contributed to reduce atrazine sorption, In contrast, enhanced atrazine sorption in the presence of DOM extracted from composted-SS indicated atrazine was hound by DOM associated with the soil. Atrazine desorption from sail increased in the presence of DOM from all four sludges; however, DOMs had little effect on atrazine desorption from sludge and from sludge-amended soil. Interactions of soil surfaces with organic amendments and their DOM are shown in this work as a major process determining atrazine sorption-desorption in amended soil.				Celis, Rafael/D-8074-2012	Celis, Rafael/0000-0002-0548-0774												0047-2425					NOV-DEC	1998	27	6					1348	1356								WOS:000077125800017		
J	Fukushima, M; Tatsumi, K				Fukushima, M; Tatsumi, K			Influence of interfering dissolved organic matter on the determination of hydrogen peroxide by a colorimetric method based on the peroxidase catalyzed oxidation of N,N-diethyl-p-phenylenediamine	TALANTA												The influence of dissolved organic matter (DOM), such as humic acid (HA) and hydroxybenzoic acids, on the determination of H2O2 via a colorimetric method using N,N-diethyl-p-phenylenediamine (DPD) was examined. The influence of DOM on absorbance decay at 551 nm, which represents the wavelength for maximum absorption of the oxidized species of DPD (DPD+), were investigated in detail. Significant decrease in the absorbance at 551 nm was observed in the presence of HA and gallic acid. This resulted in a fadeout of the purple color of DPD+, which, in term, created great difficulties in the measurement of H2O2 in solutions which contain DOM. To remove DOM prior to the addition of coloring reagents, a diethylaminoethyl Sephadex A-25 ion exchanger was used prior to the analysis for pre-separation. It was found that this pre-separation was useful in the DPD colorimetric determination of H2O2 the solution which contain DOM. (C) 1998 Elsevier Science B.V. All rights reserved.				Fukushima, Masami/D-6150-2012													0039-9140					NOV	1998	47	4					899	905		10.1016/S0039-9140(98)00178-7						WOS:000077251800011	18967396	
J	Schiff, S; Aravena, R; Mewhinney, E; Elgood, R; Warner, B; Dillon, P; Trumbore, S				Schiff, S; Aravena, R; Mewhinney, E; Elgood, R; Warner, B; Dillon, P; Trumbore, S			Precambrian shield wetlands: Hydrologic control of the sources and export of dissolved organic matter	CLIMATIC CHANGE												Most Precambrian Shield forested catchments have some wetland component. Even small riparian wetlands are important modifiers of stream chemistry. Dissolved organic matter (DOM) is one of the most important products exported by wetlands in streams. Stratigraphic control of hydraulic conductivity generally leads to decreasing conductivity with depth. Thus important flowpaths occur in the uppermost organic rich layers and are reflected in chemical profiles of dissolved organic carbon (DOC). Accumulation of DOC in peat porewaters is the net effect of production, consumption and transport. DOC profiles vary with degree of interaction with the surrounding upland catchment and distance from the edge of the wetland as well as internal processes within the wetland. In wetlands, DOM production is offset by flushing resulting in decreasing DOC concentrations with increasing flows. Despite old carbon (2,000 to 3,000 years) at relatively shallow depths, (14)C activity in DOC exported from wetlands is mostly modem (recent carbon), consistent with shallow flowpaths and export of DOM from shallow organic rich horizons. In contrast, the source area for DOM in upland catchments with developed B horizon soils increases with antecedent soil moisture conditions resulting in increasing DOC concentrations with higher stream flows. Activity of 14C in stream DOC from upland catchments span a range from low activities (older carbon) similar to B horizon soil water during dry moisture conditions to values slightly less than modern (more recent carbon) during high moisture conditions. The more modern carbon activities reflect the increased contribution of the organic rich litter and A horizon soil layers in the area immediately bordering the stream under wet antecedent moisture conditions. Reduced hydrologic export or loss of wetlands under drier climatic conditions may result in in larger fluctuations in stream DOC concentrations and reduced DOM loads to lakes.				Trumbore, Susan/B-1948-2013													0165-0009					OCT	1998	40	2					167	188		10.1023/A:1005496331593						WOS:000076637300002		
J	Gao, HZ; Zepp, RG				Gao, HZ; Zepp, RG			Factors influencing photoreactions of dissolved organic matter in a coastal river of the southeastern United States	ENVIRONMENTAL SCIENCE & TECHNOLOGY												Photoreactions of dissolved organic matter can affect the oxidizing capacity, nutrient dynamics, trace gas exchange, and color of surface waters. This study focuses on factors that affect the photoreactions of the colored dissolved organic matter (CDOM) in the Satilla River, a coastal river that has high concentrations of dissolved organic carbon (DOC) (2.0 +/- 0.2 mM C) and iron (12 +/- 2 mu M) in its freshwater reach. Quantum yields for the photoproduction of dissolved inorganic carbon (DIC) and carbon monoxide (CO) from Satilla CDOM decreased exponentially in the 300-450 nm spectral region. Photoreaction of the CDOM in sunlight caused a decrease in UV and visible absorbance that occurred most rapidly in the UV-B (280-315 nm) region, indicating that CDOM photoreactions can enhance exposure of aquatic organisms to DNA-damaging UV radiation. The role of iron in the photooxidation was investigated by adding fluoride ions or deferoxamine mesylate (DFOM) to the water to form unreactive Fe3+ complexes, thus inhibiting iron photoreduction and slowing CDOM photooxidation. Using this method, it was demonstrated that the photoformation of DIG, CO, and NH4+ is strongly affected by iron catalysis in the Satilla River water. Increasing the dioxygen content and lowering the pH accelerated the photoreaction of the CDOM. CDOM photoreaction was accompanied by conversion of dissolved iron and carbon to particulate forms. Such "photocoagulation" may contribute to the transport of iron and carbon from surface waters to sediments in sunlit, well-stratified aquatic ecosystems.																	0013-936X					OCT 1	1998	32	19					2940	2946		10.1021/es9803660						WOS:000076222600039		
