PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	PG	WC	SC	GA	UT	PM
J	Romera-Castillo, C; Sarmento, H; Alvarez-Salgado, XA; Gasol, JM; Marrase, C				Romera-Castillo, Cristina; Sarmento, Hugo; Anton Alvarez-Salgado, Xose; Gasol, Josep M.; Marrase, Celia			Production of chromophoric dissolved organic matter by marine phytoplankton	LIMNOLOGY AND OCEANOGRAPHY												Incubation experiments with axenic cultures of four common phytoplankton species of the genera Chaetoceros, Skeletonema, Prorocentrum, and Micromonas were performed to test for the production of fluorescent dissolved organic matter (FDOM) by marine phytoplankton. Our results prove that the four species exuded both fluorescent protein-like and marine humic-like materials in variable amounts, with more production by the diatoms Chaetoceros sp. and Skeletonema costatum and less by Prorocentrum minimum. Whereas the exudation of protein-like substances by healthy phytoplankton cells has been recognized, the in situ production of marine humic-like substances is still a matter of debate. Using axenic cultures, we demonstrate unequivocally that phytoplankton can directly contribute to the autochthonous production of colored humic-like substances in the ocean. Extrapolation of these findings to the field indicates that about 20% of the marine humic-like substances produced in the highly productive coastal upwelling system of the Ria de Vigo could originate from growing phytoplankton. Therefore, the exudation of FDOM by marine phytoplankton should be considered in future studies of the dynamics of colored DOM in marine systems.				Alvarez-Salgado, Xose Anton/A-8365-2012; Gasol, Josep/B-1709-2008; Sarmento, Hugo/A-7655-2008; Marrase, Celia/I-1166-2015; 	Alvarez-Salgado, Xose Anton/0000-0002-2387-9201; Sarmento, Hugo/0000-0001-5220-7992; Marrase, Celia/0000-0002-5097-4829; Gasol, Josep M/0000-0001-5238-2387												0024-3590					JAN	2010	55	1					446	454		10.4319/lo.2010.55.1.0446						WOS:000273568000002		
J	Grace, BL; Bianchi, TS				Grace, Bryan L.; Bianchi, Thomas S.			Sorption and desorption dynamics of bulk dissolved organic matter and amino acids in the Mississippi River plume - a microcosm study	MARINE AND FRESHWATER RESEARCH												Particulate and dissolved carbon, nitrogen and amino acids were analysed in a microcosm experiment where particulate material from the Mississippi River was mixed with surface waters of different salinities (2.0, 20.4 and 28.9) collected from the Mississippi River plume. There was evidence for the partitioning of amino acids in different salinity treatments during a 24-h period. Dissolved amino acids in the productive mid-salinity region of the plume had higher binding efficiencies than did amino acids from non-productive waters, indicative of the relative importance of phytoplankton sources of reactive amino acids. Basic amino acids were adsorbed more readily to particles, whereas acidic amino acids remained in the dissolved pool, indicating that electrostatic mechanisms affected amino-acid partitioning. Neutral amino-acid enrichment onto the particles was proportional to their respective hydrophobicity. Because riverine particles enter the higher salinity-shelf waters of the Mississippi River plume, changing ionic strength is a key in controlling amino-acid sorption and desorption kinetics. We propose that the short-term partitioning of amino acids between dissolved and particulate amino-acid pools across salinity gradients in the plume were affected by (1) electrostatic characteristics of suspended riverine sediment surfaces, (2) the availability of 'freshly' produced amino acids from phytoplankton and (3) the functional groups of amino acids.																	1323-1650						2010	61	9					1067	1081		10.1071/MF09181						WOS:000282089200014		
J	Fagerberg, T; Jephson, T; Carlsson, P				Fagerberg, Tony; Jephson, Therese; Carlsson, Per			Molecular size of riverine dissolved organic matter influences coastal phytoplankton communities	MARINE ECOLOGY PROGRESS SERIES												Dissolved organic matter (DOM) concentrations in many northern European freshwater systems have been increasing during the past decades. DOM affects the marine plankton community where rivers discharge into the sea. Large DOM molecules have been suggested to be more available to aquatic plankton than smaller ones due to their more recent origin in the degradation process. In this study, we investigated the effect of riverine DOM molecular size on coastal plankton with the hypothesis that nitrogen associated with large molecules stimulates the plankton more than nitrogen in smaller molecules. Three size fractions of riverine DOM were isolated with tangential ultrafiltration and introduced at similar nitrogen concentrations to mesocosms with a natural coastal marine plankton community under nitrogen limiting conditions. The results show that growth of bacteria and dinoflagellates, but not diatoms, was stimulated by addition of large DOM molecules. Even though organic nitrogen concentrations tended to decrease more in large DOM treatments compared to smaller DOM treatments, no significant differences were detected. However, proteolytic enzyme activities were elevated in treatments with the largest DOM molecules, suggesting that more organic nitrogen was utilized in this treatment. We suggest that input of larger river DOM molecules to nitrogen limited coastal systems may influence the composition of the coastal phytoplankton community in favour of dinoflagellates.				Carlsson, Per/A-4061-2009	Carlsson, Per/0000-0001-7313-9976												0171-8630						2010	409						17	25		10.3354/meps08616						WOS:000279054000002		
S	Bukin, OA; Salyuk, PA; Pavlov, AN; Stepochkin, I; Golik, IA		Larar, AM; Chung, HS; Suzuki, M		Bukin, Oleg A.; Salyuk, Pavel A.; Pavlov, Andrey N.; Stepochkin, Igor; Golik, Irina A.			Performance of satellite regional biooptical algorithms depending on relationships between chlorophyll-a and dissolved organic matter concentrations	MULTISPECTRAL, HYPERSPECTRAL, AND ULTRASPECTRAL REMOTE SENSING TECHNOLOGY, TECHNIQUES, AND APPLICATIONS III	Proceedings of SPIE-The International Society for Optical Engineering				Conference on Multispectral, Hyperspectral, and Ultraspectral Remote Sensing Technology, Techniques, and Applications III	OCT 13-14, 2010	Incheon, SOUTH KOREA	SPIE, Korea Ocean Res & Dev Inst, Korea Ocean satellite Ctr, Incheon Tourism Org, Natl Aeronaut & Space Adm, Natl Inst Informat & Commun Technol, Sci Technol Corp, Indian Space Res Org, Indian Natl Ctr Ocean Informat Serv				The validity of satellite regional algorithms depends on variability of optical properties of coastal waters and especially on relationships between concentrations of chlorophyll-a (chlA) and dissolved organic matter (DOM). The subject of the current researches is the role of characteristics of clusters in chlA - DOM scatter plot while developing of the regional biooptical algorithm. Regular undersatellite shipboard measurements of chlorophyll-a and DOM concentrations by means of contemporary laser fluorometer obtained in the various regions of Peter the Great Bay from 2007 to 2010 were used for the analysis.				Stepochkin, Igor/E-8593-2014; Salyuk, Pavel/E-8592-2014; Pavlov, Andrey/Q-3147-2016	Salyuk, Pavel/0000-0002-3224-710X; 												0277-786X		978-0-8194-8387-4				2010	7857								78570G	10.1117/12.869542						WOS:000287651800011		
J	Kowalczuk, P; Darecki, M; Zablocka, M; Gorecka, I				Kowalczuk, Piotr; Darecki, Miroslaw; Zablocka, Monika; Gorecka, Izabela			Validation of empirical and semi-analytical remote sensing algorithms for estimating absorption by Coloured Dissolved Organic Matter in the Baltic Sea from SeaWiFS and MODIS imagery	OCEANOLOGIA					7th Baltic Sea Science Congress	AUG, 2009	Tallinn, ESTONIA					An extensive bio-optical data set; obtained from field measurements was used to evaluate the performance of an empirical (Kowalczuk et al. 2005) and two semi-analytical algorithms: Carder et al. (1999) and GSM01 (Maritorena at al. 2002) for estimating CDOM absorption in the Baltic Sea. The data set includes coincident measurements of radiometric quantities and absorption coefficients of CDOM made during 43 cruises between 2000 and 2008. In the first stage of the analysis, the accuracy of the empirical algorithm by Kowalczuk et al. (2005) was assessed using in situ measurements of remote sensing reflectance. Validation results improved when matching points located in Gulf of Gdansk close to the Vistula River mouth were eliminated from the data set. The calculated errors in the estimation of a(CDOM) (400) in the first phase of the analysis were Bias = -0.02, RMSE = 0.46 and R-2 = 0.70. In the second stage, the empirical algorithm was tested on satellite data from SeaWiFS and MODIS imagery. The satellite data were corrected atmospherically with the MUMM algorithm designed for turbid coastal and inland waters and implemented in the SeaDAS software. The results of the best case scenario for estimating the CDOM absorption coefficient a(CDOM) (400), based on SeaWiFS data, were Bias = -0.02, RMSE = 0.23 and R-2 = 0.40. The validation of the Kowalczuk et al. (2005) empirical algorithm applied to MODIS data led to a less accurate estimate of a(CDOM)(400): Bias = -0.03, RMSE = 0.19 and R-2 = 0.29. This assessment of the accuracy of standard semi-analytical algorithms available in the SeaWiFS and MODIS imagery processing software revealed that both algorithms (GSM_01 and Carder) underestimate CDOM absorption in the Baltic Sea with mean systematic and random errors in excess of 70%. The paper presents examples of the application of the Kowalczuk et al. (2005) empirical algorithm for producing maps of the seasonal distribution of a(CDOM)(400) in the Baltic Sea between 2004 and 2008.				Darecki, Miroslaw/B-2109-2015; 	Kowalczuk, Piotr/0000-0001-6016-0610												0078-3234	2300-7370					2010	52	2					171	196		10.5697/oc.52-2.171						WOS:000279751900002		
J	de Velasquez, MTO; Campos-Reales-Pineda, AE; Monje-Ramirez, I; Noguez, IY				Orta de Velasquez, M. T.; Campos-Reales-Pineda, A. E.; Monje-Ramirez, I.; Yanez Noguez, I.			Ozone Application during Coagulation of Wastewater: Effect on Dissolved Organic Matter	OZONE-SCIENCE & ENGINEERING												The aim of this work was to determine the effect of ozone on dissolved organic matter (DOM) during wastewater coagulation using alum. Adding ozone to the coagulation treatment (O3ECT) enhanced the quality of the final effluent in comparison to conventional coagulation treatment (CT). Final effluents were analyzed by Fourier transform infrared Spectroscopy (FTIR) and UV-Vis spectroscopy. The hydrophilic polar fraction was separated from the hydrophobic fraction using fractionation resins XAD-8 and XAD-4. Wastewater hydrophilic DOM was characterized by molecular weight distribution (MWD), and, BOD5, TOC and DOC parameters. Results show that FTIR spectra for both effluents were very similar in the frequency range 7000 to 1400 cm-1; however, some differences occurred in the O3ECT effluent in the range 1100 to 700 cm-1, which indicated that amines and aromatics groups were affected. In the same way, the UV-Vis spectra showed that there was an increase in absorbance within the wavelength range 285 to 300 nm for the O3ECT effluent (when compared with CT) while the absorbance decreased in the range 210 to 455 nm, particularly at 380 nm. With regards to the hydrophilic polar compounds of DOM, the most abundant fraction in raw wastewater was found in the 3-10 kDa range. After CT, the effluents fraction concentrations decreased in all cases, but for O3ECT the 10-30 kDa range exhibited a marked increase while the smaller (3 kDa, 3-10 kDa) and larger fractions (30 kDa) decreased. The ozone application during coagulation slightly increased TOC and DOC percentage removals, 84.4% to 89.1% and 80% to 82.5%, respectively. This suggests that the small dose of ozone transferred (1.47 mg/L) caused only minor changes in DOM. Finally, the O3ECT effluent exhibits 10 mg/L more of biological oxygen demand (BOD5) than a single CT.																	0191-9512	1547-6545					2010	32	5					323	328	PII 927594515	10.1080/01919512.2010.508025						WOS:000282584300005		
J	al Housari, F; Vione, D; Chiron, S; Barbati, S				al Housari, Fadi; Vione, Davide; Chiron, Serge; Barbati, Stephane			Reactive photoinduced species in estuarine waters. Characterization of hydroxyl radical, singlet oxygen and dissolved organic matter triplet state in natural oxidation processes	PHOTOCHEMICAL & PHOTOBIOLOGICAL SCIENCES												This paper describes the reactive photo-induced species (RPS) hydroxyl radical (HO(center dot)), singlet oxygen ((1)O(2)) and chromophoric dissolved organic matter triplet state ((3)CDOM*) in fresh water (Canal Fumemorte) and estuarine water (Vaccares), sampled in the Camargue region, southern France. Experiments were conducted with a medium-pressure Hg lamp in a glass photoreactor (lambda > 290 nm, 220 W m(-2) irradiance between 290 and 400 nm). Steady-state concentration and initial production rate of RPS were determined for HO(center dot) and for (1)O(2). HO(center dot) and (1)O(2) were indirectly identified in the presence of benzene and furfuryl alcohol, respectively, as specific probes. The steady-state measured concentration of HO(center dot)was (1.72 +/- 0.01) x 10(-16) M and (9.41 +/- 0.12) x 10(-17) M for Vaccares and Canal waters samples, respectively, and the respective concentrations of (1)O(2) was (2.06 +/- 0.22) x 10(-13) M and (5.44 +/- 0.04) x 10(-14) M. The interference of (3)CDOM* or other species in the determination of (1)O(2) with furfuryl alcohol, and of (1)O(2) in the quantification of (3)CDOM* with 2,4,6-trimethylphenol was also quantitatively assessed. We developed a kinetic model describing the solar photo-transformation of xenobiotic organic compounds induced by the three different photooxidants HO(center dot), (1)O(2) and (3)CDOM*.				Chiron, Serge/B-3390-2010; Vione, Davide/A-4047-2008; Chiron, Serge/J-6966-2016	Chiron, Serge/0000-0002-7726-1079												1474-905X						2010	9	1					78	86		10.1039/b9pp00030e						WOS:000273339100010	20062847	
J	Bracchini, L; Dattilo, AM; Hull, V; Loiselle, SA; Nannicini, L; Picchi, MP; Ricci, M; Santinelli, C; Seritti, A; Tognazzi, A; Rossi, C				Bracchini, Luca; Dattilo, Arduino Massimo; Hull, Vincent; Loiselle, Steven Arthur; Nannicini, Luciano; Picchi, Maria Pia; Ricci, Maso; Santinelli, Chiara; Seritti, Alfredo; Tognazzi, Antonio; Rossi, Claudio			Spatial and seasonal changes in optical properties of autochthonous and allochthonous chromophoric dissolved organic matter in a stratified mountain lake	PHOTOCHEMICAL & PHOTOBIOLOGICAL SCIENCES												In this study, we present results on seasonal and spatial changes in CDOM absorption and fluorescence (fCDOM) in a deep mountain lake (Salto Lake, Italy). A novel approach was used to describe the shape of CDOM absorption between 250-700 nm (distribution of the spectral slope, S(lambda)) and a new fluorescence ratio is used to distinguish between humic and amino acid-like components. Solar ultraviolet irradiance, dissolved organic carbon (DOC), DOM fluorescence and absorption measurements were analysed and compared to other physicochemical parameters. We show that in the UV-exposed mixed layer: (i) fluorescence by autochthonous amino acid-like CDOM, (ii) values of S(lambda) across UV-C and UV-B wavebands increased during the summer months, whereas (i) average molar absorption coefficient and (ii) fluorescence by allochthonous humic CDOM decreased. In the unexposed deep layer of the water column (and in the entire water column in winter), humic-like CDOM presented high values of molar absorption coefficients and low values of S(lambda). UV attenuation coefficients correlated with both chlorophyll a concentrations and CDOM absorption. In agreement with changes in CDOM, minimal values in UV attenuation were found in summer. The S(lambda) curve was used as a signature of the mixture between photobleached and algal-derived CDOM with respect to the unexposed chromophoric dissolved compounds in this thermal stratified lake. Furthermore, S(lambda) curves were useful to distinguish between low and high molecular weight CDOM.				, chiara/F-6735-2012; 	, chiara/0000-0002-8921-275X; Loiselle, Steven/0000-0001-7414-0389												1474-905X						2010	9	3					304	314		10.1039/b9pp00129h						WOS:000275377200004	20221456	
S	Rudzianskaite, A		Treija, S; Skuja, I		Rudzianskaite, Aurelija			SEASONAL VARIATIONS OF DISSOLVED ORGANIC MATTER IN THE UPPER REACHES OF NEVEZIS RIVER IN MIDDLE LITHUANIA	RESEARCH FOR RURAL DEVELOPMENT 2010, VOL 1	Research for Rural Development				16th International Scientific Conference on Research for Rural Development	MAY 19-21, 2010	Latvia Univ Agr, Jelgava, LATVIA		Latvia Univ Agr			The pollution of the river water with organic matter deteriorates the chemical, biological and microbiological quality of the water and has a negative effect upon the biological variety of the water environment. The paper analyses the study period (1996 - 2000) seasonal change of organic matter in the upper reaches of the river Nevezis (study sites upstream and downstream Panevezys). The highest amount of organic matter (according to chemical oxygen demand and biochemical oxygen demand) got into the river under the influence of concentrated pollution, the fewer amount - under the influence of agricultural pollution and in the course of natural processes. The concentration of organic substances in the river water had a seasonal character: rivers with a better ecological state (the Juosta) were more polluted with organic matter in spring, when water temperature was below 10 degrees C, but rivers with a worse ecological state (the Nevezis upstream and downstream Panevezys) - in summer (water temperature was higher than 10 degrees C). This may be related with fresh pollution; in the former case organic matter might have come from the environment together with the runoff, in the latter case - due to decomposition of water vegetation and fauna residues in the river itself. In all rivers water temperature was by 0.1 - 4.4 degrees C higher in 1996 - 2000 in comparison to that in 1986 1989, a significant temperature increases were observed in winter and autumn. The water temperature arose mostly below the town.																	1691-4031						2010							149	155								WOS:000309844000024		
J	Jee, SH; Kim, YJ; Ko, SO				Jee, S. H.; Kim, Y. J.; Ko, S. O.			Transformation of dissolved organic matter by oxidative polymerization with horseradish peroxidase	WATER SCIENCE AND TECHNOLOGY												Dissolved organic matter (DOM) has significant influence on the transport and fate of contaminants in multiple phases and it has potential hazard by acting as a precursor of disinfection by-products in water supply. The changes in DOM characteristics, especially by oxidative polymerization might result in different behaviour in the interaction with many contaminants. The aim of this work was to verify the catalytic effects of peroxidase on oxidative polymerization of humic and fulvic substances by examination of the structural characteristics. Transformation of humic acid (HA) and fulvic acid (FA) by oxidative polymerization catalyzed by horseradish peroxidase and hydrogen peroxide were investigated. Size exclusion chromatography, excitation emission matrices spectra (EEMs), synchronous fluorescence spectra, and infrared spectroscopy was used to evaluate the structural transformation of HA and FA. Molecular weight of HA and FA was continuously changed and their weight-average molecular weight (MW(w)) reached maximum after 8 h. The MW(w) of HA and FA were proportionally increased with a dosage of horseradish peroxidase and hydrogen peroxide, indicating that HA and FA was transformed into larger and complex molecules. Spectroscopic results indicated that HA and FA structure contains strong polycyclic aromatic structures with more aromatic rings and a higher degree of conjugation.																	0273-1223						2010	62	2					340	346		10.2166/wst.2010.248						WOS:000280586400014	20651438	
J	Saraceno, JF; Pellerin, BA; Downing, BD; Boss, E; Bachand, PAM; Bergamaschi, BA				Saraceno, John Franco; Pellerin, Brian A.; Downing, Bryan D.; Boss, Emmanuel; Bachand, Philip A. M.; Bergamaschi, Brian A.			High-frequency in situ optical measurements during a storm event: Assessing relationships between dissolved organic matter, sediment concentrations, and hydrologic processes	JOURNAL OF GEOPHYSICAL RESEARCH-BIOGEOSCIENCES												Dissolved organic matter (DOM) dynamics during storm events has received considerable attention in forested watersheds, but the extent to which storms impart rapid changes in DOM concentration and composition in highly disturbed agricultural watersheds remains poorly understood. In this study, we used identical in situ optical sensors for DOM fluorescence (FDOM) with and without filtration to continuously evaluate surface water DOM dynamics in a 415 km(2) agricultural watershed over a 4 week period containing a short-duration rainfall event. Peak turbidity preceded peak discharge by 4 h and increased by over 2 orders of magnitude, while the peak filtered FDOM lagged behind peak turbidity by 15 h. FDOM values reported using the filtered in situ fluorometer increased nearly fourfold and were highly correlated with dissolved organic carbon (DOC) concentrations (r(2) = 0.97), providing a highly resolved proxy for DOC throughout the study period. Discrete optical properties including specific UV absorbance (SUVA(254)), spectral slope (S(290-350)), and fluorescence index (FI) were also strongly correlated with in situ FDOM and indicate a shift toward aromatic, high molecular weight DOM from terrestrially derived sources during the storm. The lag of the peak in FDOM behind peak discharge presumably reflects the draining of watershed soils from natural and agricultural landscapes. Field and experimental evidence showed that unfiltered FDOM measurements underestimated filtered FDOM concentrations by up to similar to 60% at particle concentrations typical of many riverine systems during hydrologic events. Together, laboratory and in situ data provide insights into the timing and magnitude of changes in DOM quantity and quality during storm events in an agricultural watershed, and indicate the need for sample filtration in systems with moderate to high suspended sediment loads.				Boss, Emmanuel/C-5765-2009; Bergamaschi, Brian/D-8325-2012	Boss, Emmanuel/0000-0002-8334-9595; 												0148-0227					DEC 29	2009	114								G00F09	10.1029/2009JG000989						WOS:000273256300002		
J	Hill, JR; O'Driscoll, NJ; Lean, DRS				Hill, Jonathan R.; O'Driscoll, Nelson J.; Lean, David R. S.			Size distribution of methylmercury associated with particulate and dissolved organic matter in freshwaters	SCIENCE OF THE TOTAL ENVIRONMENT												water samples were collected from 20 wetland, river and lake sites across Eastern Ontario and Western Quebec to investigate the distribution of methylmercury (MeHg) associated with various size fractions of dissolved organic matter (DOM). Tangential Flow UltraFiltration (TUF) was used to fractionate DOM by nominal molecular size (<0.2 mu m, <300 kDa, <30 kDa, <5 kDa and <1 kDa). DOM fluorescence (DOM FL) and absorbance (DOC Abs) were used to quantify DOM photoreactivity and aromaticity in each sample. Significant differences in the size-associated distribution of MeHg. Dissolved Organic Carbon (DOC). DOM FL, and DOM Abs were observed between wetlands, rivers, and lakes. The low molecular weight (LMW) fraction (<5 kDa) in wetlands contained the majority of MeHg (70.0 +/- 13.8%). DOC (56.1 +/- 9.4%), and DOM FL (77.4 +/- 7.5%). DOM FL was also high in the LMW fraction for rivers (60.6 +/- 25%) and lakes (75.2 +/- 16.9%). Mean MeHg concentrations in the LMW fraction of lakes (41 +/- 26 pg L(-1)) and rivers (32 +/- 19 pg L(-1)) were substantial but much lower than wetlands. Rivers had the highest percentage of methylmercury (38.0 +/- 23.5%) in the particulate (>0.2 mu m) fraction. This research highlights the importance of low molecular weight dissolved organic matter in methylmercury fate. For example, a large proportion of MeHg was found in the LMW weight fractions (mean = 47.3 +/- 25.4%) of the wetlands, rivers. and lakes in this study. (C) 2009 Elsevier B.V. All rights reserved.					O'Driscoll, Nelson/0000-0002-8598-8251												0048-9697					DEC 20	2009	408	2					408	414		10.1016/j.scitotenv.2009.09.030						WOS:000272564500028	19850323	
J	Toming, K; Arst, H; Paavel, B; Laas, A; Noges, T				Toming, Kaire; Arst, Helgi; Paavel, Birgot; Laas, Alo; Noges, Tiina			Spatial and temporal variations in coloured dissolved organic matter in large and shallow Estonian waterbodies	BOREAL ENVIRONMENT RESEARCH												Spatial and temporal variations in coloured dissolved organic matter (CDOM) were studied in two large, shallow and eutrophic Estonian lakes (Peipsi and Vortsjarv), and in the CDOM-rich Parnu Bay (in the Gulf of Riga, Baltic Sea). The concentration of CDOM, determined by its absorption coefficient at wavelength lambda = 380 nm, ranged from 4.17 to 22.3 m(-1) in Peipsi, from 3.96 to 15.7 m(-1) in Vortsjarv and from 2.24 to 32.9 m(-1) in Parnu Bay. The amount of CDOM was spatially variable in all investigated waterbodies. It was highest in the coastal/onshore areas and in the estuaries of the main rivers. It usually decreased from spring towards autumn, and the seasonal patterns were most distinct in the onshore areas. In standing water bodies, the short-term dynamics of discharges had a more significant effect on CDOM concentration in onshore areas than in offshore areas, where the influence of the discharges became visible over a longer period. The results suggest that in large and shallow water bodies the share of the allochthonous component in the CDOM pool decreases towards offshore areas. The impact of CDOM discharged into the inflowing rivers reaches further from shores if the ratio of the catchment area to the volume of the standing water body (C/V) is larger. The influence of precipitation on CDOM absorption proved to be insignificant.				Laas, Alo/G-7992-2016	Laas, Alo/0000-0002-4801-0377												1239-6095					DEC 18	2009	14	6					959	970								WOS:000273108200005		
J	Astoreca, R; Rousseau, V; Lancelot, C				Astoreca, Rosa; Rousseau, Veronique; Lancelot, Christiane			Coloured dissolved organic matter (CDOM) in Southern North Sea waters: Optical characterization and possible origin	ESTUARINE COASTAL AND SHELF SCIENCE												The variability and origin of the Coloured Dissolved Organic Matter (CDOM) were studied in the Belgian coastal and adjacent areas including offshore waters and the Scheldt estuary, through the parameters: absorption at 375 nm, a(CDOM)(375), and the slope of the absorption curve, S. a(CDOM)(375) varied between 0.20 and 1.31 m(-1) and between 0.97 and 4.30 m(-1) in the marine area and Scheldt estuary, respectively. S fluctuated between 0.0101 and 0.0203 nm(-1) in the marine area and between 0.0167 and 0.0191 nm(-1) in the Scheldt estuary. The comparative analysis Of a(CDOM)(375) and S variations evidenced different origins of CDOM in the BCZ. The Scheldt estuarine waters showed decreasing a(CDOM)(375) values with increasing salinity but constant S value of similar to 0.018 nm(-1) suggesting a dominant terrestrial origin of CDOM. On the contrary, samples collected in the marine domain showed a narrow range of a(CDOM)(375) but highly variable S suggesting the additional presence of autochthonous sources of CDOM. This source was evidenced based on the sorting of the marine offshore data according to the stage of the phyto-plankton bloom when they were collected. A clear distinction was made between CDOM released during the growth stage characterized by high S (similar to 0.017 nm(-1)) and low a(CDOM)(375) and the decay phase characterized by low S (similar to 0.013 nm(-1)) and high a(CDOM)(375). This observation was supported by CDOM measurements performed on pure phytoplankton cultures which showed increased CDOM release along the wax and wane of the bloom but decreasing S. We concluded that the high variability of the CDOM signature in offshore waters is explained by the local biological production and processing of CDOM. (C) 2009 Elsevier Ltd. All rights reserved.																	0272-7714					DEC 15	2009	85	4					633	640		10.1016/j.ecss.2009.10.010						WOS:000272957600015		
J	Walker, SA; Amon, RMW; Stedmon, C; Duan, SW; Louchouarn, P				Walker, Sally A.; Amon, Rainer M. W.; Stedmon, Colin; Duan, Shuiwang; Louchouarn, Patrick			The use of PARAFAC modeling to trace terrestrial dissolved organic matter and fingerprint water masses in coastal Canadian Arctic surface waters	JOURNAL OF GEOPHYSICAL RESEARCH-BIOGEOSCIENCES												The optical properties of chromophoric dissolved organic matter (CDOM) were investigated in the Canadian Archipelago and coastal Beaufort Sea surface waters using fluorescence spectroscopy coupled with parallel factor analysis (PARAFAC). Environmental dynamics of individual components were evaluated and compared to salinity, in situ fluorescence, absorption at 312 nm (a(312)), dissolved organic carbon, and lignin phenol concentrations. A positive linear relationship between four fluorescent components and lignin phenols suggests a terrestrial origin, whereas two components were unrelated to a river source, suggesting an autochthonous source. Elevated concentrations of terrestrial components were observed in the Mackenzie River plume near the coast of Alaska and decreased as water was transported to the Canadian Archipelago. The two nonterrestrial components exhibited only background levels in concentrations along the transect, suggesting minimal productivity within plume and archipelago surface waters. The relative abundance of terrestrial components in relation to nonterrestrial components allowed us to distinguish water masses including Atlantic, Archipelago, and Mackenzie River plume, respectively. This study illustrates the usefulness of PARAFAC to fingerprint water masses based on the optical characteristics of CDOM and shows promise to improve our understanding of upper Arctic Ocean ventilation.				Stedmon, Colin/B-5841-2008	Stedmon, Colin/0000-0001-6642-9692												2169-8953					DEC 15	2009	114								G00F06	10.1029/2009JG000990						WOS:000272943400002		
J	Holl, BS; Fiedler, S; Jungkunst, HF; Kalbitz, K; Freibauer, A; Drosler, M; Stahr, K				Hoell, Bettina S.; Fiedler, Sabine; Jungkunst, Hermann F.; Kalbitz, Karsten; Freibauer, Annette; Droesler, Matthias; Stahr, Karl			Characteristics of dissolved organic matter following 20 years of peatland restoration	SCIENCE OF THE TOTAL ENVIRONMENT												The changes in the amounts and composition of dissolved organic matter (DOM) following long-term peat restoration are unknown, although this fraction of soil organic matter affects many processes in such ecosystems. We addressed this lack of knowledge by investigating a peatland in south-west Germany that was partly rewetted 20 years ago. A successfully restored site and a moderately drained site were compared, where the mean groundwater levels were close to the soil surface and around 30 cm below surface, respectively. The concentrations of dissolved organic carbon (DOC) at 4 depths were measured over one year. The specific absorbance was measured at 280 nm and the fluorescence spectra were used to describe the aromaticity, and complexity of DOM. The investigations showed that 20 years of peatland restoration was able to create typical peatland conditions. The rewetted site had significantly lower DOC concentrations at different depths compared to the drained site. The specific UV absorbance showed that the rewetted site had a lower level of aromatic DOM structures. The decreasing specific UV absorbance might indicate an increasing contribution of small organic molecules to DOM. It was hypothesized that the decreasing DOC concentrations and the relative enrichment of small, readily degradable organic molecules. reflect the slower decomposition of organic matter after the re-establishment of the water table. Seasonal trends provided substantial evidence for our hypothesis that reduced DOC concentrations were caused by reduced peat decomposition. During summer, the elevated DOC values were accompanied by an increase in DOM aromaticity and complexity. Our results demonstrated a close link between C mineralization and DOC production. We concluded that long-term peatland restoration in the form of the successful re-establishment of the water table might result in reduced peat decomposition and lower DOC concentrations. The restoration of peatlands seems to have a positive impact on C sequestration. (C) 2009 Elsevier B.V. All rights reserved.				Kalbitz, Karsten/A-9641-2013													0048-9697	1879-1026				DEC 15	2009	408	1					78	83		10.1016/j.scitotenv.2009.08.046						WOS:000272329700010	19800658	
