20090820	16:15:00	28	37.5160	-74.9743	16.5	104.137	139.383	26.834	0.01853919	0.382397771	0.251465363	0.151018677	0.087168666	09-2027	0.911	0.036	0.160	0.055	0.031	0.042	0.011	0.028	0.003	0.292	0.014	0.143	0.896	0.001	0.015	0.036	0.001	0.083	0.077	0.002	0.004	0.004	0.027	0.025	0.001	0.001	1.107	0.240	0.379	1.486	0.619	0.815	1.726	0.569	0.89	0.61	0.39	1.79	0.14	0.86	0.53	0.54	0.15	0.31	0.23	-777.00	0.10	3.15	0.61	0.7685	0.73	-999.0	0.904558054	2.250618928	1.26E+05
20090820	19:00:00	29b	37.2445	-75.2313	0.0	122.728	227.095	38.115	0.017665421	0.645870525	0.425890994	0.258825995	0.154197365	09-2028	0.911	0.021	0.138	0.059	0.001	0.044	0.047	0.095	0.029	0.341	0.057	0.083	0.893	0.001	0.018	0.021	0.001	0.106	0.032	0.004	0.001	0.001	0.049	0.127	0.001	0.001	1.070	0.313	0.442	1.512	0.755	0.914	1.825	0.593	1.00	0.59	0.41	1.42	0.17	0.83	0.50	0.67	0.15	0.18	-999.00	-999.00	-999.00	-999.00	-999.00	-999.0	-999.00	-999.0	-999.0	-999	-999.0
20090820	21:45:00	31	36.9458	-75.1797	2.9	112.211	373.760	53.389	0.019469384	0.463262718	0.302451588	0.179235978	0.110407958	09-2123	0.976	0.024	0.121	0.068	0.175	0.050	0.005	0.175	0.021	0.177	0.029	0.347	0.951	0.001	0.024	0.024	0.001	0.090	0.031	0.001	0.004	0.008	0.009	0.001	0.005	0.001	1.121	0.616	0.431	1.552	1.047	1.192	2.168	0.807	1.22	0.41	0.59	1.07	0.28	0.72	0.45	0.26	0.29	0.46	0.34	-777.00	-777.00	8.19	0.50	0.2285	0.91	1910.909091	1.311895919	1.266946783	-999.0
20090820	21:45:00	31	36.9458	-75.1797	2.9	-999	-999	-999	-999	-999	-999	-999	-999	09-2029	0.968	0.024	0.127	0.069	0.179	0.049	0.004	0.172	0.022	0.176	0.025	0.355	0.944	0.001	0.024	0.024	0.001	0.098	0.029	0.001	0.003	0.008	0.010	0.001	0.005	0.001	1.119	0.622	0.429	1.548	1.051	1.202	2.170	0.812	1.24	0.41	0.59	1.06	0.29	0.71	0.45	0.25	0.29	0.47	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999.00	-999.0	-999.0	-999	-999.0
20090820	21:45:00	31	36.9458	-75.1797	2.9	-999	-999	-999	-999	-999	-999	-999	-999	09-2029.5	0.962	0.023	0.127	0.068	0.179	0.048	0.004	0.172	0.022	0.176	0.026	0.349	0.939	0.001	0.023	0.023	0.001	0.097	0.030	0.001	0.004	0.008	0.009	0.001	0.005	0.001	1.112	0.615	0.429	1.541	1.044	1.194	2.156	0.805	1.24	0.41	0.59	1.07	0.29	0.71	0.45	0.25	0.29	0.46	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999.00	-999.0	-999.0	-999	-999.0
20090820	21:44:00	31	36.9458	-75.1797	6.5	120.910	357.706	23.713	0.019546543	0.44140521	0.285797709	0.166838548	0.10285568	09-2030	0.865	0.035	0.121	0.062	0.118	0.049	0.010	0.117	0.015	0.180	0.022	0.309	0.836	0.001	0.029	0.035	0.001	0.090	0.031	0.001	0.005	0.008	0.010	0.014	0.001	0.001	1.021	0.513	0.369	1.390	0.882	1.038	1.903	0.723	1.20	0.42	0.58	1.16	0.27	0.73	0.45	0.28	0.24	0.48	0.30	-777.00	-777.00	2.14	0.20	0.2015	0.78	1979.318182	0.856454292	1.070466472	6.22E+05
20090820	21:44:00	31	36.9458	-75.1797	6.5	-999	-999	-999	-999	-999	-999	-999	-999	09-2031	0.882	0.037	0.118	0.064	0.118	0.049	0.009	0.116	0.017	0.181	0.023	0.312	0.852	0.001	0.030	0.037	0.001	0.088	0.030	0.002	0.005	0.007	0.010	0.015	0.001	0.001	1.037	0.518	0.371	1.408	0.889	1.044	1.926	0.729	1.18	0.42	0.58	1.17	0.27	0.73	0.46	0.28	0.24	0.48	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999.00	-999.0	-999.0	-999	-999.0
20090820	21:41:00	31	36.9458	-75.1797	24.5	96.462	282.846	59.043	0.017909461	0.423683949	0.27731786	0.174900273	0.094666745	09-2032	3.683	0.041	0.832	0.084	0.013	0.082	0.076	0.095	0.001	1.787	0.018	0.021	3.129	0.001	0.554	0.041	0.001	0.608	0.224	0.002	0.006	0.007	0.038	0.135	0.001	0.001	4.556	0.276	1.900	6.456	2.176	3.049	6.732	2.038	0.83	0.87	0.13	2.09	0.04	0.96	0.55	0.89	0.08	0.03	0.85	0.06	0.56	6.59	0.42	0.1085	4.76	1982.386364	0.587635915	0.514749976	3.78E+04
20090821	10:39:00	35	35.7452	-75.3949	2.4	111.289	130.031	28.874	0.020503919	0.376678653	0.237018758	0.139425218	0.080155466	09-2033	0.252	0.046	0.027	0.016	0.003	0.020	0.004	0.010	0.001	0.048	0.008	0.031	0.248	0.001	0.004	0.046	0.001	0.017	0.010	0.002	0.006	0.007	0.004	0.012	0.014	0.001	0.325	0.061	0.079	0.404	0.140	0.213	0.465	0.160	0.85	0.56	0.44	2.32	0.13	0.87	0.54	0.35	0.17	0.48	-777.00	-777.00	0.18	6.11	0.30	0.067	0.32	2075	1.574307983	5.076496525	9.45E+04
20090821	10:37:00	35	35.7452	-75.3949	6.0	121.686	118.096	29.432	0.020341592	0.386831845	0.239834466	0.142531423	0.078284998	09-2034	0.238	0.044	0.025	0.015	0.004	0.021	0.004	0.009	0.001	0.037	0.008	0.032	0.234	0.001	0.004	0.044	0.001	0.015	0.010	0.002	0.005	0.006	0.004	0.014	0.012	0.001	0.307	0.060	0.070	0.377	0.130	0.199	0.437	0.150	0.84	0.54	0.46	2.36	0.14	0.86	0.54	0.30	0.19	0.51	1.02	-777.00	0.17	6.06	0.30	0.0815	0.29	1962.045455	1.383729481	2.416898968	6.38E+04
20090821	10:35:00	35	35.7452	-75.3949	13.0	100.323	135.663	-999	0.019848613	0.386832832	0.243943758	0.144345537	0.080234365	09-2035	0.431	0.077	0.057	0.021	0.006	0.034	0.008	0.015	0.001	0.108	0.012	0.028	0.422	0.001	0.009	0.077	0.001	0.038	0.019	0.003	0.009	0.010	0.011	0.037	0.001	0.001	0.565	0.072	0.160	0.725	0.232	0.366	0.797	0.273	0.85	0.69	0.31	2.44	0.09	0.91	0.54	0.44	0.18	0.38	0.25	-777.00	0.32	6.82	0.42	0.217	0.52	-999	0.476187335	1.142289187	-999.0
20090821	13:31:00	36	36.1388	-75.4811	2.2	112.322	118.141	19.443	0.021243008	0.279037487	0.172131306	0.107416245	0.064147537	09-2036	0.212	0.008	0.030	0.018	0.005	0.024	0.001	0.032	0.005	0.038	0.007	0.067	0.200	0.001	0.012	0.008	0.001	0.021	0.009	0.001	0.002	0.003	0.002	0.028	0.001	0.001	0.250	0.123	0.074	0.324	0.197	0.235	0.447	0.150	1.11	0.38	0.62	1.27	0.28	0.72	0.47	0.30	0.20	0.50	-999.00	-999.00	-999.00	-999.00	-999.00	-999.0	-999.00	-999	-999	-999	-999.0
20090821	16:59:00	37	36.5544	-75.7056	2.5	-999.000	889.062	133.550	0.017409771	0.786692853	0.522258996	0.313515116	0.181955516	09-2037	4.237	0.236	0.844	0.266	0.243	0.131	0.001	0.575	0.285	1.547	0.077	0.572	4.126	0.001	0.110	0.236	0.001	0.485	0.359	0.024	0.025	0.044	0.038	0.059	0.001	0.001	5.317	1.698	1.998	7.315	3.696	4.776	9.013	2.806	1.13	0.54	0.46	1.44	0.19	0.81	0.47	0.58	0.13	0.29	0.19	-777.00	0.04	6.78	0.90	0.141	3.06	-999	3.862025607	24.55202266	6.60E+05
20090821	16:57:00	37	36.5544	-75.7056	7.1	107.416	542.357	87.696	0.016796089	0.706369666	0.475581678	0.2930167	0.16754054	09-2038	4.632	0.249	1.519	0.194	0.213	0.066	0.033	0.235	0.018	2.762	0.060	0.273	4.414	0.001	0.218	0.249	0.001	0.902	0.617	0.010	0.026	0.030	0.120	0.346	0.001	0.001	6.400	0.753	3.101	9.501	3.854	5.622	10.254	3.656	1.21	0.80	0.20	1.66	0.07	0.93	0.45	0.77	0.09	0.14	0.31	-777.00	0.44	6.53	0.27	0.338	4.79	-999	2.450113527	9.642345713	2.75E+05
20090821	16:54:00	37	36.5544	-75.7056	13.1	96.397	277.177	43.143	0.017750541	0.513035171	0.335546933	0.208428494	0.115515523	09-2039	2.154	0.029	0.476	0.051	0.010	0.015	0.009	0.076	0.009	1.270	0.019	0.011	2.075	0.001	0.078	0.029	0.001	0.315	0.161	0.001	0.004	0.005	0.039	0.161	0.001	0.001	2.659	0.156	1.314	3.973	1.470	1.975	4.129	1.363	0.92	0.89	0.11	1.81	0.04	0.96	0.52	0.95	0.02	0.03	-999.00	-999.00	-999.00	-999.00	-999.00	-999.0	-999.00	-999	-999	-999	-999.0
20090821	19:29:00	37a	36.9417	-75.6150	0.0	135.410	731.329	105.458	0.018271822	0.7332956	0.480017806	0.287571441	0.164161938	09-2040	1.884	0.116	0.195	0.179	0.092	0.086	0.046	0.236	0.054	0.384	0.047	0.653	1.851	0.001	0.032	0.116	0.001	0.125	0.070	0.019	0.020	0.031	0.055	0.065	0.034	0.001	2.195	1.168	0.609	2.804	1.777	2.088	3.972	1.424	1.11	0.34	0.66	1.24	0.29	0.71	0.47	0.30	0.16	0.54	-999.00	-999.00	-999.00	-999.00	-999.00	-999.0	-999.00	-999	-999	-999	-999.0
20090821	20:27:00	37b	37.0950	-75.5800	0.0	127.583	240.024	36.050	0.018206121	0.611145125	0.401088734	0.240856475	0.139327686	09-2041	0.809	0.035	0.127	0.063	0.023	0.124	0.018	0.084	0.022	0.189	0.049	0.178	0.795	0.001	0.015	0.035	0.001	0.086	0.041	0.005	0.001	0.010	0.025	0.036	0.001	0.001	0.971	0.365	0.385	1.356	0.750	0.912	1.721	0.616	1.13	0.51	0.49	1.29	0.21	0.79	0.47	0.39	0.27	0.35	-999.00	-999.00	-999.00	-999.00	-999.00	-999.0	-999.00	-999	-999	-999	-999.0
20090821	23:01:00	38	37.4282	-75.4765	2.8	116.998	615.195	101.618	0.017027444	0.785667456	0.527763853	0.31989646	0.194339998	09-2042	2.792	0.299	0.489	0.201	0.122	0.171	0.001	0.277	0.044	0.852	0.054	0.489	2.721	0.001	0.072	0.299	0.001	0.276	0.213	0.029	0.036	0.056	0.027	0.055	0.001	0.001	3.580	1.011	1.199	4.779	2.210	2.998	5.790	1.987	1.07	0.54	0.46	1.62	0.17	0.83	0.48	0.46	0.15	0.40	0.24	-777.00	-777.00	8.29	0.48	0.791	2.47	1931.363636	3.507901042	33.03105535	2.17E+05
20090821	23:01:00	38	37.4282	-75.4765	2.8	-999	-999	-999	-999	-999	-999	-999	-999	09-2043	2.795	0.292	0.484	0.207	0.120	0.169	0.001	0.273	0.043	0.841	0.055	0.529	2.708	0.001	0.087	0.292	0.001	0.274	0.210	0.029	0.037	0.055	0.029	0.057	0.001	0.001	3.571	1.052	1.185	4.756	2.237	3.013	5.808	2.006	1.08	0.53	0.47	1.60	0.18	0.82	0.48	0.45	0.14	0.41	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999.00	-999	-999	-999	-999
20090821	23:01:00	38	37.4282	-75.4765	6.0	116.451	487.881	77.061	0.017531208	0.681980727	0.454923982	0.27571119	0.163297863	09-2044	2.235	0.210	0.435	0.142	0.079	0.109	0.014	0.180	0.028	0.788	0.053	0.335	2.158	0.001	0.077	0.210	0.001	0.253	0.182	0.019	0.023	0.038	0.027	0.095	0.001	0.001	2.880	0.699	1.029	3.909	1.728	2.373	4.608	1.588	1.06	0.60	0.40	1.67	0.15	0.85	0.49	0.53	0.13	0.34	0.18	-777.00	-777.00	5.10	0.27	0.0565	2.20	1947.727273	3.191585698	63.80481019	2.50E+05
20090821	23:01:00	38	37.4282	-75.4765	10.3	111.384	240.965	38.879	0.01746586	0.536991748	0.355437481	0.217219366	0.128064704	09-2045	1.507	0.061	0.342	0.059	0.020	0.028	0.012	0.064	0.006	0.702	0.061	0.098	1.459	0.001	0.048	0.061	0.001	0.196	0.146	0.004	0.007	0.008	0.031	0.108	0.001	0.001	1.910	0.239	0.811	2.721	1.050	1.453	2.960	0.982	0.96	0.77	0.23	1.82	0.08	0.92	0.51	0.78	0.06	0.16	0.25	-777.00	0.02	3.30	0.26	0.092	1.52	2029.318182	1.374530116	8.207334147	1.14E+05
20090822	11:05:00	42	39.0070	-74.5152	2.4	104.725	161.165	25.371	0.019840175	0.49641629	0.317101361	0.185575777	0.107481133	09-2046	0.476	0.025	0.077	0.023	0.006	0.029	0.001	0.038	0.006	0.194	0.010	0.027	0.448	0.001	0.028	0.025	0.001	0.059	0.018	0.007	0.005	0.005	0.014	0.018	0.001	0.001	0.578	0.095	0.239	0.817	0.334	0.436	0.912	0.292	0.92	0.72	0.28	1.73	0.10	0.90	0.52	0.70	0.12	0.18	0.27	-777.00	0.47	4.15	1.62	0.1085	0.55	2036.363636	1.288335737	2.020229662	-999.0
20090822	11:05:00	42	39.0070	-74.5152	5.6	126.077	224.6384204	37.50493767	0.019663356	0.521919545	0.333259887	0.192351955	0.110234918	09-2047	0.596	0.034	0.099	0.026	0.008	0.033	0.002	0.045	0.007	0.246	0.012	0.026	0.549	0.001	0.047	0.034	0.001	0.077	0.022	0.009	0.006	0.006	0.013	0.020	0.001	0.001	0.729	0.106	0.299	1.028	0.405	0.538	1.134	0.361	0.90	0.74	0.26	1.80	0.09	0.91	0.53	0.71	0.12	0.17	0.27	-777.00	0.63	4.22	0.40	0.12	0.59	2092.159091	1.227582728	2.219082227	7.99E+04
20090822	11:05:00	42	39.0070	-74.5152	11.5	123.037	289.368	45.158	0.018525081	0.561309215	0.365943577	0.221476569	0.127628277	09-2048	1.911	0.059	0.327	0.056	0.020	0.060	0.007	0.103	0.014	0.940	0.036	0.030	1.773	0.001	0.138	0.059	0.001	0.270	0.057	0.016	0.009	0.010	0.051	0.065	0.001	0.001	2.297	0.210	1.056	3.353	1.266	1.652	3.563	1.152	0.86	0.83	0.17	1.81	0.06	0.94	0.54	0.85	0.08	0.08	0.23	-777.00	0.79	3.71	0.29	0.227	1.85	2057.386364	1.148814571	1.548734827	7.29E+03
20090822	12:41:00	43	39.2317	-74.5121	1.9	114.988	293.574	54.136	0.017861988	0.65436833	0.435626598	0.265437173	0.155509411	09-2049	1.462	0.119	0.213	0.073	0.016	0.090	0.001	0.086	0.010	0.461	0.046	0.098	1.399	0.001	0.063	0.119	0.001	0.156	0.057	0.070	0.021	0.025	0.060	0.109	0.001	0.001	1.794	0.267	0.613	2.407	0.880	1.212	2.674	0.830	0.83	0.70	0.30	2.04	0.10	0.90	0.55	0.61	0.13	0.26	-999.00	-999.00	-999.00	-999.00	-999.00	-999.0	-999.00	-999	5.079283192	2.430973872	1.54E+05
20090822	12:41:00	43	39.2324	-74.5126	0.0	115.262	218.114	35.573	0.017909503	0.639565268	0.424330085	0.261369315	0.14980602	09-2050	0.939	0.086	0.110	0.062	0.001	0.049	0.013	0.048	0.009	0.266	0.023	0.094	0.909	0.001	0.030	0.086	0.001	0.082	0.028	0.058	0.017	0.021	0.049	0.114	0.001	0.001	1.135	0.226	0.338	1.473	0.564	0.760	1.699	0.531	0.81	0.60	0.40	2.01	0.13	0.87	0.55	0.54	0.12	0.34	-999.00	-999.00	-999.00	-999.00	-999.00	-999.0	-999.00	-999	10.98664604	1.709513026	1.13E+05
20090822	16:42:00	44	39.5163	-73.8795	2.1	122.851	230.534	39.280	0.019981539	0.572753377	0.363676962	0.210666022	0.118949997	09-2051	0.711	0.022	0.105	0.042	0.006	0.048	0.001	0.077	0.010	0.259	0.012	0.095	0.679	0.001	0.032	0.022	0.001	0.081	0.024	0.010	0.005	0.006	0.009	0.010	0.001	0.001	0.838	0.224	0.325	1.163	0.549	0.676	1.387	0.442	0.95	0.59	0.41	1.53	0.16	0.84	0.51	0.61	0.12	0.26	0.38	-777.00	0.30	9.45	0.89	0.1605	0.53	-999	2.14608191	2.948375855	1.06E+05
20090822	16:40:00	44	39.5163	-73.8795	6.1	135.196	244.720	41.745	0.019219679	0.588737333	0.3834191	0.227150218	0.134750934	09-2052	0.631	0.022	0.096	0.038	0.006	0.048	0.005	0.070	0.011	0.222	0.014	0.087	0.607	0.001	0.024	0.022	0.001	0.071	0.025	0.011	0.005	0.006	0.008	0.013	0.001	0.001	0.749	0.211	0.290	1.039	0.501	0.619	1.250	0.404	0.98	0.58	0.42	1.50	0.17	0.83	0.50	0.58	0.15	0.27	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999.00	-999	-999	-999	-999
20090822	16:40:00	44	39.5163	-73.8795	6.1	-999	-999	-999	-999	-999	-999	-999	-999	09-2053	0.689	0.024	0.098	0.042	0.001	0.048	0.005	0.073	0.011	0.240	0.014	0.099	0.659	0.001	0.030	0.024	0.001	0.075	0.023	0.012	0.005	0.006	0.009	0.015	0.001	0.001	0.811	0.230	0.302	1.113	0.532	0.654	1.343	0.430	0.95	0.57	0.43	1.52	0.17	0.83	0.51	0.59	0.12	0.29	-999.00	-999.00	-999.00	-999.00	-999.00	-999.0	-999.00	-999	-999	-999	-999
20090822	16:37:00	44	39.5163	-73.8795	18.8	-999	446.249	76.667	0.017096479	0.565985943	0.378181153	0.237076132	0.137529612	09-2054	4.879	0.127	1.058	0.184	0.181	0.333	0.134	0.205	0.001	1.768	0.588	0.215	4.779	0.001	0.100	0.127	0.001	0.657	0.401	0.075	0.029	0.027	0.108	0.212	0.001	0.001	6.064	0.738	2.870	8.934	3.608	4.793	9.672	3.346	0.98	0.80	0.20	1.68	0.08	0.92	0.50	0.70	0.19	0.10	0.30	-777.00	0.19	7.25	0.30	0.2135	0.52	-999	1.364472023	1.7047518	1.23E+05
20090822	21:54:00	46	40.0625	-73.3879	2.6	121.706	309.105	35.026	0.019168286	0.712490761	0.45747668	0.266354793	0.155329541	09-5055	0.895	0.055	0.143	0.040	0.004	0.042	0.003	0.085	0.010	0.392	0.019	0.059	0.848	0.001	0.047	0.055	0.001	0.109	0.034	0.004	0.007	0.009	0.011	0.048	0.001	0.001	1.093	0.197	0.457	1.550	0.654	0.852	1.747	0.574	0.95	0.70	0.30	1.67	0.11	0.89	0.51	0.72	0.09	0.20	0.14	-777.00	0.19	5.74	0.68	0.1795	0.94	1946.931818	0.510697828	1.63287539	1.13E+05
20090822	21:53:00	46	40.0625	-73.3879	5.9	113.495	259.699	27.660	0.018684593	0.631733614	0.410300371	0.242761084	0.150675665	09-2056	0.765	0.040	0.135	0.032	0.007	0.040	0.005	0.060	0.007	0.345	0.019	0.023	0.729	0.001	0.036	0.040	0.001	0.102	0.033	0.003	0.006	0.005	0.010	0.081	0.001	0.001	0.940	0.127	0.411	1.351	0.538	0.713	1.478	0.479	0.93	0.76	0.24	1.75	0.09	0.91	0.52	0.76	0.11	0.13	0.27	-777.00	0.49	2.60	0.40	0.5765	0.85	1901.931818	0.447862482	1.822983513	-999
20090822	21:50:00	46	40.0625	-73.3879	24.9	82.844	401.925	79.407	0.017258607	0.453860315	0.303116444	0.192756659	0.111523144	09-2057	2.159	0.148	0.412	0.097	0.042	0.071	0.106	0.077	0.006	0.643	0.368	0.121	2.121	0.001	0.038	0.148	0.001	0.273	0.139	0.002	0.017	0.010	0.029	0.075	0.001	0.001	2.719	0.407	1.124	3.843	1.531	2.091	4.250	1.499	0.97	0.73	0.27	1.78	0.10	0.90	0.51	0.67	0.15	0.18	0.84	0.02	0.55	3.58	0.66	0.2735	2.32	2066.136364	1.483776672	1.889052052	1.57E+05
20090823	11:06:00	50	40.3302	-71.7396	3.0	88.709	80.842	14.863	0.022285576	0.250411809	0.151429767	0.083205401	0.050509383	09-2058	0.198	0.041	0.023	0.010	0.007	0.015	0.001	0.009	0.001	0.042	0.004	0.013	0.194	0.001	0.005	0.041	0.001	0.016	0.007	0.001	0.005	0.009	0.003	0.007	0.014	0.001	0.262	0.034	0.068	0.330	0.102	0.166	0.364	0.123	0.84	0.67	0.33	2.57	0.09	0.91	0.54	0.37	0.19	0.44	0.81	0.26	0.27	5.77	0.44	0.6385	0.19	2092.386364	0.316876822	8.50798452	3.09E+04
20090823	11:05:00	50	40.3302	-71.7396	6.4	85.715	88.946	37.647	0.022124354	0.246841747	0.15159263	0.08396611	0.052191578	09-2059	0.172	0.035	0.018	0.010	0.009	0.018	0.002	0.009	0.001	0.031	0.006	0.016	0.167	0.001	0.006	0.035	0.001	0.013	0.005	0.001	0.005	0.008	0.003	0.009	0.012	0.001	0.225	0.038	0.064	0.289	0.102	0.155	0.327	0.117	0.90	0.63	0.37	2.21	0.12	0.88	0.53	0.32	0.25	0.44	0.70	-777.00	0.17	3.33	0.47	0.1815	0.23	2098.636364	0.46589921	8.664570247	5.42E+04
20090823	11:03:00	50	40.3302	-71.7396	25.7	75.811	160.499	32.741	0.018109645	0.318309577	0.209337866	0.130693897	0.076989636	09-2060	1.427	0.397	0.228	0.067	0.050	0.101	0.032	0.030	0.003	0.319	0.017	0.076	1.400	0.001	0.028	0.397	0.001	0.134	0.094	0.001	0.045	0.022	0.031	0.078	0.001	0.001	2.052	0.208	0.487	2.539	0.695	1.320	2.747	0.992	0.93	0.70	0.30	2.95	0.08	0.92	0.52	0.34	0.18	0.48	3.66	0.20	0.83	11.38	1.13	1.0315	1.50	2093.068182	1.947527339	0.99347589	1.40E+05
20090823	16:33:00	51A	40.1978	-70.8455	0.0	78.720	59.180	8.899	0.022616429	0.126466195	0.075926724	0.040959955	0.028330376	09-2061	0.109	0.007	0.007	0.013	0.006	0.011	0.003	0.009	0.003	0.011	0.002	0.056	0.077	0.029	0.003	0.004	0.003	0.005	0.002	0.001	0.001	0.002	0.003	0.011	0.001	0.001	0.123	0.084	0.030	0.153	0.114	0.128	0.237	0.096	1.17	0.26	0.74	1.08	0.35	0.65	0.46	0.14	0.21	0.66	0.99	-777.00	0.24	2.73	0.27	0.205	0.17	-999	1.038926136	9.128558756	-999.0
20090823	16:33:00	51A	40.1978	-70.8455	0.0	-999	-999	-999	-999	-999	-999	-999	-999	09-2061.5	0.112	0.006	0.008	0.013	0.006	0.010	0.003	0.009	0.003	0.011	0.002	0.055	0.079	0.030	0.004	0.004	0.002	0.005	0.003	0.001	0.001	0.002	0.003	0.011	0.001	0.001	0.126	0.083	0.029	0.155	0.112	0.126	0.238	0.093	1.13	0.26	0.74	1.13	0.35	0.65	0.47	0.14	0.20	0.66	-999.00	-999.00	-999.00	-999.00	-999.00	-999.0	-999.00	-999	-999	-999	-999.0
20090823	16:33:00	51A	40.1978	-70.8455	0.0	-999	-999	-999	-999	-999	-999	-999	-999	09-2062	0.122	0.007	0.008	0.014	0.006	0.011	0.003	0.010	0.004	0.013	0.002	0.059	0.087	0.032	0.003	0.004	0.003	0.005	0.003	0.001	0.001	0.002	0.003	0.009	0.001	0.001	0.137	0.090	0.032	0.169	0.122	0.137	0.259	0.101	1.12	0.26	0.74	1.12	0.35	0.65	0.47	0.15	0.20	0.65	-999.00	-999.00	-999.00	-999.00	-999.00	-999.0	-999.00	-999	-999	-999	-999.0
20090823	22:06:00	53	40.1637	-69.9907	3.0	81.425	80.156	14.130	0.02271403	0.177965864	0.107094717	0.059683522	0.039880625	09-2063	0.315	0.034	0.049	0.020	0.029	0.081	0.001	0.037	0.004	0.045	0.007	0.054	0.307	0.001	0.007	0.034	0.001	0.029	0.020	0.003	0.004	0.007	0.005	0.001	0.001	0.001	0.398	0.115	0.162	0.560	0.277	0.360	0.675	0.250	1.14	0.58	0.42	1.44	0.17	0.83	0.47	0.21	0.44	0.35	0.50	-777.00	0.34	6.50	2.31	0.483	0.22	2057.613636	0.268133556	4.770176131	4.77E+04
20090823	22:03:00	53	40.1637	-69.9907	6.0	86.707	91.272	13.965	0.022705432	0.181711301	0.111962482	0.063100893	0.038147019	09-2064	0.342	0.032	0.061	0.022	0.033	0.090	0.001	0.037	0.005	0.046	0.007	0.059	0.334	0.001	0.008	0.032	0.001	0.031	0.030	0.002	0.005	0.007	0.005	0.006	0.001	0.001	0.435	0.124	0.176	0.611	0.300	0.393	0.735	0.268	1.15	0.59	0.41	1.45	0.17	0.83	0.47	0.20	0.46	0.34	-999.00	-999.00	-999.00	-999.00	-999.00	-999	-999.00	-999	-999	-999	-999.0
20090823	22:03:00	53	40.1637	-69.9907	27.3	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	-999.000	0.49	-777.00	0.06	5.21	0.48	0.8835	0.69	2054.204545	0.460487375	3.628667177	-999.0
20090823	22:01:00	53	40.1637	-69.9907	44.5	71.517	174.147	33.256	0.018358231	0.243758571	0.155266761	0.097365457	0.05722502	09-2065	1.291	0.164	0.338	0.046	0.073	0.277	0.020	0.050	0.001	0.341	0.072	0.036	1.238	0.001	0.053	0.149	0.015	0.161	0.177	0.001	0.017	0.008	0.018	0.043	0.001	0.001	1.793	0.152	0.763	2.556	0.915	1.417	2.708	0.983	1.10	0.83	0.17	1.96	0.06	0.94	0.48	0.42	0.38	0.20	0.62	-777.00	0.25	6.36	1.43	0.881	1.62	2097.159091	0.712525403	0.288492014	2.69E+04
20090824	11:15:00	60	40.6406	-69.9122	2.2	78.680	87.935	16.536	0.02275642	0.177518763	0.107809226	0.060301615	0.039025487	09-2066	0.212	0.015	0.041	0.012	0.022	0.059	0.002	0.019	0.002	0.022	0.007	0.021	0.209	0.001	0.003	0.015	0.001	0.022	0.019	0.001	0.002	0.004	0.003	0.005	0.001	0.001	0.268	0.056	0.110	0.378	0.166	0.222	0.434	0.148	1.05	0.66	0.34	1.61	0.13	0.87	0.49	0.20	0.56	0.24	0.30	-777.00	0.27	3.48	1.42	0.075	0.24	2019.772727	0.786765553	19.9669774	6.76E+04
20090824	11:14:00	60	40.6406	-69.9122	18.4	87.112	258.736	56.870	0.018483207	0.389027331	0.25527322	0.153236599	0.092599879	09-2067	1.901	0.172	0.454	0.081	0.130	0.422	0.132	0.071	0.010	0.317	0.009	0.047	1.871	0.001	0.030	0.172	0.001	0.262	0.192	0.004	0.017	0.020	0.019	0.041	0.001	0.001	2.527	0.341	0.878	3.405	1.219	1.845	3.746	1.229	0.97	0.72	0.28	2.07	0.09	0.91	0.51	0.27	0.56	0.18	0.29	-777.00	0.24	2.63	0.37	0.0795	1.40	2087.045455	3.06343088	29.60549207	9.76E+04
20090824	11:12:00	60	40.6406	-69.9122	22.5	87.031	-999	95.015	0.017948279	0.376671232	0.247183028	0.152005989	0.092230442	09-2068	4.866	0.486	1.044	0.182	0.089	0.586	0.467	0.097	0.001	0.901	0.033	0.076	4.745	0.001	0.121	0.486	0.001	0.680	0.364	0.001	0.053	0.030	0.044	0.117	0.001	0.001	6.396	0.822	1.609	8.005	2.431	3.961	8.827	2.638	0.81	0.66	0.34	2.63	0.09	0.91	0.55	0.35	0.43	0.21	0.41	-777.00	0.30	2.90	0.31	0.056	4.95	2107.954545	3.23162907	4.404675595	1.48E+05
