20110715	19:13:00	28	38.34862333	-76.48745333	3.80	16.46	11.2	232.2	18.20	3015.98	398.04	-999	-999	-999	-999	-999	-999	-999	0	29.675	1.860	4.359	1.714	0.000999	0.104	1.561	2.616	0.161	2.291	8.449	1.237	29.071	0.000999	0.604	1.860	0.000999	4.287	0.072	0.107	0.271	0.266	0.561	0.687	0.135	0.000999	35.894	7.289	10.844	46.738	18.133	24.352	54.027	15.502	0.82	0.60	0.40	1.98	0.13	0.87	0.55	-999	11.49
20110715	20:26:00	29	38.35048	-76.48699	0.50	23.47	11.2	239.6	17.78	4057.43	567.09	0.018226931	2.0765	1.3317	0.7718	0.4358	2	10.330	1	50.914	3.249	8.636	2.562	0.000999	0.108	2.642	4.919	0.489	2.543	17.498	1.309	49.085	0.000999	1.829	3.249	0.000999	8.562	0.074	0.130	0.396	0.350	0.636	0.733	0.141	0.000999	62.799	11.920	20.148	82.946	32.067	43.951	94.866	27.347	0.86	0.63	0.37	1.96	0.13	0.87	0.54	-999	200.39
20110715	20:26:00	29	38.35048	-76.48699	2.20	23.47	11.2	239.0	18.27	3829.51	514.86	0.018332219	1.9813	1.2702	0.7321	0.4105	-999	-999	0	48.118	2.904	8.093	2.453	0.000999	0.105	2.561	4.711	0.356	2.460	16.873	1.215	45.150	0.000999	2.968	2.904	0.000999	8.018	0.075	0.113	0.362	0.358	0.628	0.805	0.141	0.000999	59.115	11.296	19.438	78.553	30.734	41.731	89.849	26.118	0.87	0.63	0.37	1.92	0.13	0.87	0.54	-999	85.35
20110715	20:26:00	29	38.35048	-76.48699	4.40	23.47	11.0	234.9	16.53	3107.76	427.86	0.018035438	2.1060	1.3498	0.8000	0.4541	-999	-999	0	29.990	1.857	4.661	1.738	0.000999	0.083	1.562	2.578	0.154	2.118	9.071	1.194	28.923	0.000999	1.067	1.857	0.000999	4.595	0.066	0.095	0.257	0.235	0.546	0.717	0.121	0.000999	36.508	7.226	11.272	47.780	18.498	25.016	55.006	15.885	0.83	0.61	0.39	1.97	0.13	0.87	0.55	-999	11.79
20110716	13:02:00	30	39.09204167	-76.332535	0.50	7.01	7.0	214.3	16.67	3190.52	404.87	0.018249849	2.2928	1.4779	0.8492	0.4784	1	7.800	1	33.055	4.217	3.268	2.493	0.000999	0.077	2.087	3.068	0.122	2.171	4.695	3.120	32.256	0.000999	0.800	4.217	0.000999	3.234	0.035	0.395	0.459	0.384	0.587	0.765	0.000999	0.000999	40.540	10.889	6.943	47.483	17.832	25.317	58.372	16.367	0.77	0.39	0.61	2.28	0.19	0.81	0.57	34.49	76.45
20110716	13:02:00	30	39.09204167	-76.332535	1.80	7.01	6.7	208.1	13.83	3188.94	408.30	-999	-999	-999	-999	-999	-999	-999	0	33.305	4.134	3.168	2.665	0.000999	0.071	2.115	2.988	0.131	2.291	4.670	3.277	32.753	0.000999	0.552	4.134	0.000999	3.132	0.036	0.401	0.461	0.366	0.569	1.098	0.000999	0.000999	40.607	11.176	7.032	47.639	18.208	25.510	58.815	16.558	0.77	0.39	0.61	2.23	0.19	0.81	0.57	34.30	57.75
20110716	13:02:00	30	39.09204167	-76.332535	3.70	-999	-999	213.4	16.09	2700.39	343.12	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	7.27	13.05
20110716	14:30:00	31	39.05910833	-76.34114667	0.50	10.52	8.2	212.9	15.60	2465.84	376.18	0.018159419	2.1749	1.4049	0.8145	0.4617	-999	-999	0	28.997	3.349	2.691	2.297	0.026	0.084	2.385	2.866	0.224	1.826	3.696	3.200	28.558	0.000999	0.439	3.349	0.000999	2.651	0.040	0.388	0.340	0.252	0.407	0.621	0.000999	0.000999	35.037	10.972	5.632	40.669	16.604	22.644	51.641	14.566	0.78	0.34	0.66	2.11	0.21	0.79	0.56	42.16	92.16
20110716	14:30:00	31	39.05910833	-76.34114667	1.90	10.52	8.4	211.7	15.10	2569.77	405.92	0.018283254	2.1340	1.3536	0.7801	0.4403	-999	-999	0	30.021	3.200	2.976	2.352	0.000999	0.137	2.437	2.345	0.133	1.987	3.918	2.884	29.574	0.000999	0.447	3.200	0.000999	2.911	0.065	0.325	0.336	0.362	0.482	0.795	0.000999	0.000999	36.198	10.151	6.042	42.240	16.193	22.369	52.391	14.563	0.75	0.37	0.63	2.24	0.19	0.81	0.57	31.73	70.91
20110716	14:30:00	31	39.05910833	-76.34114667	3.80	10.52	8.4	208.9	12.96	-999	-999	0.018329224	2.1105	1.3433	0.7733	0.4316	-999	-999	0	16.250	1.899	1.079	1.622	0.000999	0.064	0.822	0.702	0.062	1.702	1.015	2.062	16.051	0.000999	0.199	1.899	0.000999	1.035	0.044	0.165	0.210	0.216	0.449	0.745	0.000999	0.000999	19.229	5.270	2.781	22.010	8.051	11.029	27.280	7.564	0.68	0.35	0.65	2.39	0.19	0.81	0.60	8.50	15.31
20110716	15:49:00	32	38.89937833	-76.416435	0.50	12.19	9.0	212.8	15.70	2664.29	409.16	0.018401439	1.9927	1.2684	0.7289	0.4154	1	7.342	0	29.401	2.228	3.885	1.895	0.000999	0.079	2.407	4.285	0.148	1.114	6.469	2.532	28.942	0.000999	0.459	2.228	0.000999	3.852	0.033	0.173	0.258	0.263	0.361	0.409	0.236	0.000999	35.514	11.267	7.662	43.176	18.929	25.042	54.443	14.829	0.85	0.40	0.60	1.88	0.21	0.79	0.54	44.98	78.84
20110716	15:49:00	32	38.89937833	-76.416435	2.20	12.19	8.9	217.5	17.42	3623.26	532.58	-999	-999	-999	-999	-999	-999	-999	0	51.177	4.208	8.047	2.768	0.000999	0.140	3.764	8.922	0.213	1.320	14.283	2.463	50.600	0.000999	0.577	4.208	0.000999	7.986	0.061	0.214	0.471	0.374	0.594	0.519	0.269	0.000999	63.432	18.130	15.743	79.175	33.873	46.128	97.305	26.178	0.90	0.46	0.54	1.87	0.19	0.81	0.53	60.54	102.96
20110716	15:49:00	32	38.89937833	-76.416435	4.60	12.19	9.1	213.5	15.61	2919.29	363.33	-999	-999	-999	-999	-999	-999	-999	1	20.812	2.054	2.013	1.727	0.000999	0.061	1.591	1.595	0.048	1.281	2.781	2.281	20.492	0.000999	0.321	2.054	0.000999	1.977	0.036	0.139	0.251	0.242	0.446	0.546	0.199	0.000999	24.878	7.242	4.123	29.001	11.364	15.430	36.242	10.048	0.74	0.36	0.64	2.19	0.20	0.80	0.58	9.19	9.40
20110716	17:26:00	34	38.85531667	-76.43546167	0.50	9.14	9.0	219.7	14.66	3135.59	369.94	0.018411603	1.9852	1.2601	0.7272	0.4098	2	8.283	0	23.387	1.785	2.998	1.794	0.000999	0.089	1.286	3.703	0.172	0.992	5.407	3.061	22.839	0.000999	0.548	1.785	0.000999	2.965	0.033	0.227	0.217	0.228	0.240	0.362	0.208	0.000999	28.169	10.016	6.488	34.657	16.504	21.287	44.673	12.620	0.91	0.39	0.61	1.71	0.22	0.78	0.52	-999	-999
20110716	17:26:00	34	38.85531667	-76.43546167	2.40	9.14	9.1	212.9	12.84	3295.65	341.40	-999	-999	-999	-999	-999	-999	-999	1	18.824	1.645	1.971	1.546	0.024	0.105	1.126	1.979	0.101	1.121	2.874	2.955	18.567	0.000999	0.258	1.645	0.000999	1.926	0.045	0.148	0.199	0.241	0.261	0.348	0.237	0.000999	22.439	7.706	4.123	26.562	11.828	15.443	34.267	9.847	0.83	0.35	0.66	1.90	0.23	0.78	0.55	-999	-999
20110716	17:26:00	34	38.85531667	-76.43546167	4.70	9.14	9.6	210.6	17.06	1608.01	224.59	-999	-999	-999	-999	-999	-999	-999	0	9.274	0.642	0.502	1.175	0.000999	0.031	0.555	0.222	0.014	1.135	0.187	1.858	9.160	0.000999	0.114	0.642	0.000999	0.482	0.020	0.062	0.082	0.094	0.379	0.534	0.121	0.000999	10.418	3.824	1.353	11.771	5.177	6.321	15.595	4.408	0.68	0.26	0.74	2.01	0.25	0.75	0.59	-999	-999
20110716	18:13:00	35	38.89964833	-76.41776667	0.50	9.14	8.6	213.9	14.64	3566.44	372.94	0.018441483	2.0338	1.2932	0.7407	0.4179	2	7.155	1	20.431	1.535	2.271	1.891	0.000999	0.173	1.101	2.416	0.161	1.383	3.517	3.583	20.113	0.000999	0.318	1.535	0.000999	2.189	0.082	0.168	0.190	0.160	0.267	0.516	0.095	0.000999	24.236	9.151	5.073	29.309	14.224	18.029	38.460	11.291	0.89	0.36	0.64	1.71	0.24	0.76	0.53	27.90	52.97
20110716	18:13:00	35	38.89964833	-76.41776667	2.30	9.14	8.6	207.8	14.81	2939.83	311.81	0.018440199	2.0456	1.2959	0.7440	0.4134	-999	-999	0	15.483	1.108	1.088	1.697	0.000999	0.102	0.811	0.931	0.068	1.625	1.096	3.224	15.246	0.000999	0.237	1.108	0.000999	1.024	0.064	0.120	0.149	0.155	0.343	0.652	0.077	0.000999	17.679	6.731	2.823	20.502	9.554	11.750	27.233	7.966	0.76	0.30	0.70	1.85	0.25	0.75	0.57	21.69	37.13
20110716	18:13:00	35	38.89964833	-76.41776667	4.50	9.14	9.1	211.9	17.64	1668.71	241.76	-99900	-99900	-99900	-99900	-99900	-999	-999	0	8.660	0.503	0.458	1.033	0.000999	0.034	0.453	0.236	0.020	1.222	0.162	1.814	8.535	0.000999	0.125	0.503	0.000999	0.434	0.024	0.056	0.064	0.081	0.433	0.667	0.054	0.000999	9.621	3.556	1.418	11.039	4.974	5.935	14.595	4.188	0.69	0.29	0.71	1.93	0.24	0.76	0.59	7.58	11.35
20110716	20:11:00	36	38.80016	-76.37674167	0.50	9.45	9.2	212.3	-999	3497.88	417.93	0.018564376	2.0018	1.2886	0.7357	0.4080	3	12.145	0	30.075	2.304	4.415	2.244	0.000999	0.111	1.557	4.413	0.171	1.051	8.060	3.819	29.571	0.000999	0.504	2.304	0.000999	4.370	0.045	0.192	0.278	0.287	0.249	0.365	0.169	0.000999	36.794	12.204	9.222	46.016	21.426	28.145	58.220	16.902	0.94	0.43	0.57	1.72	0.21	0.79	0.52	31.24	73.19
20110716	20:11:00	36	38.80016	-76.37674167	2.20	9.45	9.0	217.7	16.23	3055.28	374.27	0.018547003	1.9841	1.2588	0.7172	0.4034	-999	-999	0	25.251	1.981	3.296	1.998	0.000999	0.112	1.337	3.078	0.124	1.090	5.861	3.809	24.647	0.000999	0.604	1.981	0.000999	3.246	0.050	0.192	0.243	0.283	0.275	0.362	0.182	0.000999	30.528	10.346	7.063	37.591	17.409	22.686	47.937	14.190	0.90	0.41	0.59	1.75	0.22	0.78	0.53	23.51	45.38
20110716	20:11:00	36	38.80016	-76.37674167	4.60	9.45	9.3	210.2	16.59	1916.89	288.69	0.0184965	1.9834	1.2774	0.7315	0.4116	-999	-999	1	10.589	0.701	0.742	1.280	0.000999	0.034	0.414	0.560	0.022	1.125	0.867	2.328	10.385	0.000999	0.204	0.701	0.000999	0.718	0.024	0.079	0.099	0.104	0.366	0.650	0.084	0.000999	12.031	4.603	2.026	14.057	6.629	8.071	18.660	5.468	0.77	0.31	0.70	1.82	0.25	0.75	0.57	6.70	12.39
20110716	21:32:00	37	39.010775	-76.37015167	0.50	17.68	7.5	220.2	14.76	4229.57	430.75	0.01813763	2.2395	1.4324	0.8277	0.4647	2	10.036	0	30.871	3.768	3.765	2.732	0.096	0.283	1.747	3.347	0.214	2.136	6.086	3.767	30.327	0.000999	0.544	3.768	0.000999	3.629	0.136	0.426	0.439	0.392	0.334	0.726	0.060	0.000999	38.403	11.807	8.601	47.004	20.408	27.941	58.811	17.883	0.91	0.42	0.58	1.88	0.20	0.80	0.52	-999	-999
20110716	21:32:00	37	39.010775	-76.37015167	1.80	17.68	7.5	215.3	14.57	3855.26	394.96	-999	-999	-999	-999	-999	-999	-999	0	27.780	3.451	3.114	2.394	0.088	0.256	1.536	2.579	0.151	1.963	4.708	3.788	26.974	0.000999	0.806	3.451	0.000999	2.991	0.123	0.390	0.363	0.419	0.378	0.811	0.055	0.000999	34.345	10.448	7.015	41.360	17.463	24.028	51.808	15.790	0.86	0.40	0.60	1.97	0.20	0.80	0.54	-999	-999
20110716	21:32:00	37	39.010775	-76.37015167	3.60	17.68	7.8	211.5	14.52	3992.50	400.68	-999	-999	-999	-999	-999	-999	-999	0	21.918	2.953	1.720	2.138	0.000999	0.116	1.021	1.412	0.090	2.239	2.058	2.847	21.302	0.000999	0.616	2.953	0.000999	1.644	0.076	0.276	0.340	0.417	0.466	0.991	0.036	0.000999	26.591	7.508	4.413	31.004	11.921	16.594	38.512	11.234	0.76	0.37	0.63	2.23	0.19	0.81	0.57	-999	-999
20110717	15:03:00	38	38.09767333	-76.22259333	0.50	19.20	12.0	221.4	14.34	1324.94	203.99	0.019203404	1.6089	1.0098	0.5723	0.3235	1	3.647	0	7.249	0.249	0.797	0.780	0.000999	0.131	0.654	0.454	0.037	0.504	0.899	1.646	6.972	0.000999	0.277	0.249	0.000999	0.719	0.078	0.015	0.050	0.035	0.122	0.311	0.020	0.000999	8.295	3.571	1.534	9.829	5.105	6.151	13.400	4.083	0.85	0.30	0.70	1.62	0.27	0.73	0.54	24.60	36.34
20110717	15:03:00	38	38.09767333	-76.22259333	3.60	19.20	-999	227.9	15.08	1528.13	220.99	-999	-999	-999	-999	-999	-999	-999	2	7.782	0.227	0.834	0.892	0.000999	0.132	0.602	0.372	0.024	0.554	0.954	1.883	7.592	0.000999	0.190	0.227	0.000999	0.748	0.086	0.000999	0.000999	0.035	0.158	0.350	0.024	0.000999	8.842	3.771	1.640	10.482	5.411	6.471	14.253	4.350	0.84	0.31	0.70	1.63	0.26	0.74	0.55	21.40	38.79
20110717	15:03:00	38	38.09767333	-76.22259333	8.00	19.20	12.0	228.4	13.23	1473.33	231.68	-999	-999	-999	-999	-999	-999	-999	0	6.055	0.201	0.523	0.720	0.000999	0.099	0.423	0.166	0.015	0.506	0.411	1.689	5.859	0.000999	0.196	0.201	0.000999	0.449	0.074	0.029	0.048	0.027	0.150	0.383	0.032	0.000999	6.779	3.013	1.016	7.795	4.029	4.753	10.808	3.329	0.78	0.25	0.75	1.68	0.28	0.72	0.56	5.09	11.55
20110717	16:12:00	39	38.233245	-76.26595	0.50	17.53	11.2	222.4	14.41	1955.70	275.01	0.019154395	1.6208	1.0182	0.5749	0.3214	2	5.847	0	9.662	0.316	0.712	1.233	0.000999	0.119	0.379	0.537	0.046	0.451	1.140	2.893	9.434	0.000999	0.228	0.316	0.000999	0.645	0.067	0.020	0.000999	0.045	0.104	0.179	0.000999	0.000999	10.690	5.088	1.710	12.400	6.798	7.826	17.488	5.298	0.81	0.25	0.75	1.57	0.29	0.71	0.55	24.10	29.48
20110717	16:12:00	39	38.233245	-76.26595	3.20	17.53	11.4	225.6	15.08	2066.51	294.12	0.019135969	1.6295	1.0228	0.5800	0.3276	-999	-999	0	10.959	0.389	0.938	1.323	0.000999	0.134	0.406	0.678	0.051	0.501	1.633	2.996	10.777	0.000999	0.182	0.389	0.000999	0.863	0.075	0.000999	0.066	0.052	0.137	0.183	0.000999	0.000999	12.286	5.454	2.268	14.554	7.722	9.049	20.008	6.059	0.83	0.29	0.71	1.59	0.27	0.73	0.55	27.30	45.69
20110717	16:12:00	39	38.233245	-76.26595	6.40	17.53	11.4	158.9	14.51	1889.40	288.92	0.018927753	1.6819	1.0660	0.6156	0.3505	-999	-999	0	8.310	0.327	0.472	1.272	0.000999	0.065	0.332	0.180	0.000999	0.528	0.492	2.443	8.172	0.000999	0.138	0.327	0.000999	0.420	0.052	0.000999	0.000999	0.050	0.227	0.275	0.000999	0.000999	9.110	4.227	1.085	10.195	5.312	6.111	14.422	4.187	0.74	0.20	0.80	1.71	0.29	0.71	0.58	15.08	9.16
20110717	17:25:00	40	38.39675833	-76.35229167	0.50	18.14	11.2	217.7	14.76	2246.23	326.25	0.018559767	1.7350	1.1042	0.6357	0.3634	2	6.938	1	18.420	1.394	2.185	1.665	0.000999	0.155	1.034	1.684	0.137	0.930	3.692	2.825	17.937	0.000999	0.483	1.394	0.000999	2.111	0.075	0.051	0.174	0.147	0.174	0.353	0.119	0.000999	21.999	7.345	4.777	26.776	12.122	15.701	34.121	10.030	0.86	0.40	0.61	1.82	0.22	0.79	0.54	32.01	94.12
20110717	17:25:00	40	38.39675833	-76.35229167	2.70	18.14	11.1	227.6	15.79	2171.83	311.87	-999	-999	-999	-999	-999	-999	-999	0	17.522	1.325	1.918	1.693	0.038	0.161	0.926	1.335	0.112	1.061	3.090	2.848	17.097	0.000999	0.425	1.325	0.000999	1.832	0.086	0.044	0.179	0.153	0.212	0.336	0.128	0.000999	20.765	6.914	4.350	25.115	11.264	14.507	32.029	9.449	0.83	0.39	0.61	1.84	0.22	0.78	0.55	36.29	63.08
20110717	17:25:00	40	38.39675833	-76.35229167	5.60	18.14	10.8	213.3	-999	1667.69	274.00	-999	-999	-999	-999	-999	-999	-999	0	10.153	0.838	0.611	1.338	0.000999	0.076	0.425	0.252	0.025	1.032	0.428	2.124	9.994	0.000999	0.159	0.838	0.000999	0.558	0.053	0.025	0.122	0.087	0.252	0.346	0.102	0.000999	11.602	4.164	1.536	13.138	5.700	7.149	17.302	4.923	0.70	0.27	0.73	2.04	0.24	0.76	0.59	9.39	10.10
20110717	18:42:00	41	38.56425	-76.43997333	0.50	20.73	10.1	233.7	15.56	3416.81	458.19	0.018719598	1.7520	1.1114	0.6301	0.3552	2	9.525	0	36.077	5.091	4.936	2.578	0.076	0.198	1.641	4.311	0.549	0.577	9.965	3.778	35.363	0.000999	0.714	5.091	0.000999	4.840	0.096	0.050	0.561	0.159	0.367	0.550	0.142	0.000999	46.104	12.857	10.816	56.920	23.673	33.700	69.777	21.326	0.93	0.46	0.54	1.95	0.18	0.82	0.52	-999	-999
20110717	18:42:00	41	38.56425	-76.43997333	2.60	20.73	10.2	234.5	16.02	2600.84	386.35	0.018552984	1.7908	1.1428	0.6548	0.3743	-999	-999	0	22.182	1.893	2.445	2.024	0.100	0.295	1.308	1.581	0.215	0.757	3.815	3.744	21.817	0.000999	0.365	1.893	0.000999	2.305	0.140	0.036	0.221	0.122	0.302	0.427	0.136	0.000999	26.520	8.872	4.967	31.487	13.839	18.177	40.359	11.912	0.82	0.36	0.64	1.92	0.22	0.78	0.55	-999	-999
20110717	18:42:00	41	38.56425	-76.43997333	5.70	20.73	10.3	222.5	17.66	1419.94	210.64	0.018749563	1.7662	1.1120	0.6369	0.3599	-999	-999	1	5.924	0.479	0.289	0.941	0.000999	0.035	0.256	0.143	0.022	0.310	0.276	1.695	5.819	0.000999	0.105	0.479	0.000999	0.270	0.019	0.000999	0.055	0.042	0.321	0.266	0.058	0.000999	6.692	3.055	0.620	7.312	3.675	4.443	10.367	3.049	0.75	0.17	0.83	1.82	0.30	0.71	0.57	-999	-999
20110717	20:25:00	42	38.73064333	-76.44775167	0.50	13.70	9.1	212.9	15.06	2271.75	314.96	0.018629096	1.7998	1.1392	0.6459	0.3627	2	7.109	0	11.035	0.830	1.164	1.095	0.000999	0.062	0.517	0.891	0.059	0.503	1.893	1.948	10.891	0.000999	0.144	0.830	0.000999	1.127	0.037	0.042	0.097	0.083	0.122	0.193	0.108	0.000999	13.029	4.510	2.458	15.487	6.968	8.962	19.997	5.753	0.81	0.35	0.65	1.87	0.23	0.77	0.55	27.83	54.94
20110717	20:25:00	42	38.73064333	-76.44775167	2.40	13.70	9.9	224.7	16.27	2571.89	308.02	-999	-999	-999	-999	-999	-999	-999	0	14.135	1.026	1.497	1.595	0.000999	0.086	0.755	1.154	0.068	0.709	2.385	2.473	13.938	0.000999	0.197	1.026	0.000999	1.444	0.053	0.075	0.128	0.105	0.170	0.195	0.141	0.000999	16.658	6.045	3.180	19.838	9.225	11.748	25.883	7.434	0.83	0.34	0.66	1.81	0.23	0.77	0.55	23.37	27.35
20110717	20:25:00	42	38.73064333	-76.44775167	4.90	13.70	9.8	220.5	15.57	1868.02	267.99	-999	-999	-999	-999	-999	-999	-999	0	11.088	0.761	0.963	1.227	0.000999	0.058	0.510	0.690	0.039	0.689	1.402	2.228	10.924	0.000999	0.164	0.761	0.000999	0.925	0.038	0.045	0.087	0.087	0.221	0.230	0.147	0.000999	12.811	4.694	2.149	14.960	6.843	8.567	19.654	5.648	0.77	0.31	0.69	1.87	0.24	0.76	0.56	4.17	5.35
20110717	21:26:00	43	38.90118833	-76.41761333	0.50	11.89	9.3	226.2	16.20	4444.87	533.00	0.018436509	1.9667	1.2532	0.7187	0.4073	3	12.127	0	50.501	2.438	10.149	2.633	0.000999	0.138	2.013	8.977	0.195	1.279	20.128	2.434	49.639	0.000999	0.862	2.438	0.000999	10.070	0.079	0.159	0.310	0.328	0.460	0.319	0.162	0.000999	63.088	16.252	21.545	84.633	37.797	50.384	100.885	28.430	1.00	0.57	0.43	1.67	0.16	0.84	0.50	-999	-999
20110717	21:26:00	43	38.90118833	-76.41761333	1.50	11.89	9.5	217.5	14.81	4276.03	518.76	0.018409934	1.9586	1.2494	0.7153	0.4017	-999	-999	1	47.474	2.403	9.459	2.574	0.000999	0.138	1.991	8.266	0.194	1.240	18.756	2.414	46.610	0.000999	0.864	2.403	0.000999	9.375	0.084	0.160	0.288	0.279	0.421	0.473	0.148	0.000999	59.336	15.438	20.134	79.469	35.572	47.434	94.907	26.942	1.00	0.57	0.44	1.67	0.16	0.84	0.50	-999	-999
20110717	21:26:00	43	38.90118833	-76.41761333	3.00	11.89	9.5	219.6	13.69	4446.95	529.69	0.018413672	1.9722	1.2614	0.7243	0.4143	-999	-999	0	46.003	2.298	9.087	2.451	0.000999	0.140	1.932	8.213	0.205	1.198	18.416	2.122	45.346	0.000999	0.657	2.298	0.000999	9.012	0.075	0.156	0.290	0.300	0.429	0.413	0.146	0.000999	57.389	14.923	19.754	77.143	34.677	46.062	92.066	26.106	1.00	0.57	0.43	1.65	0.16	0.84	0.50	-999	-999
20110718	13:58:00	44	38.74477167	-76.44187833	0.50	15.85	9.9	226.6	15.82	1686.15	266.11	0.01862481	1.8875	1.2189	0.7094	0.3965	2	6.427	0	12.665	0.681	1.316	1.417	0.031	0.065	0.593	1.158	0.038	0.704	2.249	2.130	12.409	0.000999	0.256	0.681	0.000999	1.279	0.037	0.058	0.082	0.090	0.223	0.230	0.058	0.000999	14.662	5.336	3.049	17.711	8.385	10.382	23.047	6.453	0.82	0.36	0.64	1.75	0.23	0.77	0.55	27.85	52.36
20110718	13:58:00	44	38.74477167	-76.44187833	2.40	15.85	9.7	223.7	13.97	1825.82	289.23	-999	-999	-999	-999	-999	-999	-999	0	13.223	0.709	1.415	1.400	0.000999	0.069	0.614	1.183	0.046	0.774	2.321	2.262	12.984	0.000999	0.239	0.709	0.000999	1.374	0.041	0.056	0.089	0.102	0.241	0.239	0.061	0.000999	15.347	5.505	3.164	18.511	8.669	10.793	24.016	6.749	0.82	0.36	0.64	1.77	0.23	0.77	0.55	19.36	31.13
20110718	13:58:00	44	38.74477167	-76.44187833	5.20	15.85	9.9	223.6	14.95	1526.08	239.25	-999	-999	-999	-999	-999	-999	-999	0	8.069	0.356	0.588	1.034	0.000999	0.041	0.293	0.359	0.020	0.657	0.771	1.803	7.877	0.000999	0.192	0.356	0.000999	0.559	0.029	0.026	0.049	0.057	0.226	0.310	0.056	0.000999	9.012	3.509	1.469	10.481	4.978	5.922	13.990	3.921	0.73	0.30	0.70	1.81	0.25	0.75	0.58	3.73	5.07
20110718	15:08:00	45	38.74783	-76.44414667	0.50	15.24	10.0	222.1	14.91	2012.32	306.44	0.018700272	1.8660	1.1872	0.6763	0.3834	2	7.723	1	16.050	0.871	1.770	1.531	0.000999	0.081	0.783	1.772	0.081	0.782	3.023	2.556	15.756	0.000999	0.295	0.871	0.000999	1.723	0.047	0.073	0.105	0.110	0.213	0.266	0.076	0.000999	18.690	6.722	3.886	22.576	10.607	13.247	29.297	8.095	0.83	0.37	0.63	1.77	0.23	0.77	0.55	-999	39.16
20110718	15:08:00	45	38.74783	-76.44414667	2.50	15.24	9.9	222.9	16.29	1818.94	281.04	0.018484739	1.9043	1.2267	0.7114	0.3952	-999	-999	0	13.817	0.773	1.293	1.505	0.000999	0.070	0.663	1.163	0.060	0.867	2.012	2.415	13.571	0.000999	0.246	0.773	0.000999	1.249	0.044	0.067	0.090	0.104	0.208	0.264	0.083	0.000999	15.883	5.806	2.949	18.832	8.755	10.821	24.638	6.800	0.78	0.34	0.66	1.81	0.24	0.76	0.56	-999	36.20
