/begin_header
/received=20140411
/affiliations=NASA_GSFC,NASA_GSFC/SSAI,NASA_GSFC/SSAI,NASA_GSFC/SSAI
/investigators=Antonio_Mannino,Scott_Freeman,Aimee_Neeley,Mike_Novak
/contact=aimee.neeley@nasa.gov
!/experiment=ECOMon
/experiment=ECOMON
!/cruise=ECO1
/cruise=PC1301
/station=NA
/data_file_name=ECO1_pigments_2013.csv
/documents=ECOMon_CruiseReport_final.pdf,POCanalysis_ECOMON.doc,DOM_analysis_ECOMON.doc
/calibration_files=Van_Heukelem_and_Thomas_2001
/data_type=pigment
/data_status=preliminary
/start_date=20130210
/end_date=20130225
/start_time=22:05:00[GMT]
/end_time=22:57:00[GMT]
/north_latitude=43.76[DEG]
/south_latitude=36.67[DEG]
/east_longitude=-67.68[DEG]
/west_longitude=-75.48[DEG]
/measurement_depth=NA
/water_depth=NA
!
!COMMENTS
!Samples were collected from the CTD rosette or shipboard clean seawater system
!Samples were filtered under vacuum (~5-7psi) onto 25mm GF/F filters
!Samples were stored at -80C prior to analysis
!Original file name for HPLC pigments: Mannino 02-18 report.xlsx
!Samples were collected in conjunction with AOP and IOP deployments
!Units for DOC are umol/L and not in umol/kg
! "size_fractionation" field: 20um and 3um Polycap filters were used to filter water samples. Values of 20 and 3 refer to the filter size used on the corresponding row of data.
!Values listed as -111 are below the detection limit of 0.001 mg/m^3 for HPLC pigments
!
/below_detection_limit=-111
/missing=-999
/delimiter=comma
/fields=date,time,station,lat,lon,depth,water_depth,DOC,POC,PN,size_fraction,Tot_Chl_a,Tot_Chl_a_sd,Tot_Chl_b,Tot_Chl_b_sd,Tot_Chl_c,Tot_Chl_c_sd,alpha-beta-Car,alpha-beta-Car_sd,But-fuco,But-fuco_sd,Hex-fuco,Hex-fuco_sd,Allo,Allo_sd,Diadino,Diadino_sd,Diato,Diato_sd,Fuco,Fuco_sd,Perid,Perid_sd,Zea,Zea_sd,MV_Chl_a,MV_Chl_a_sd,DV_Chl_a,DV_Chl_a_sd,Chlide_a,Chlide_a_sd,MV_Chl_b,MV_Chl_b_sd,DV_Chl_b,DV_Chl_b_sd,Chl_c1c2,Chl_c1c2_sd,Chl_c3,Chl_c3_sd,Lut,Lut_sd,Neo,Neo_sd,Viola,Viola_sd,Phytin_a,Phytin_a_sd,Phide_a,Phide_a_sd,Pras,Pras_sd,Gyro,Gyro_sd
20130215,23:18:00,59,40.163875,-69.56438333,4.3,87,75.82779562,-999,-999,-999,1.402,0.038890873,0.117,0,0.201,0.004949747,0.053,0.001414214,0.014,0.000707107,0.017,0,0.032,0,0.126,0.003535534,0.007,0,0.357,0.011313708,0.272,0.007778175,0.006,0,1.39,0.035355339,-111,-999,0.012,0.003535534,0.117,0,-111,-999,0.169,0.004242641,0.032,0.000707107,0.006,0,0.015,0,0.025,0,0.016,0.003535534,0.035,0.004242641,0.023,0,-111,-999
20130215,23:18:00,59,40.163875,-69.56438333,15.4,87,81.61588386,159.3881798,26.04311072,-999,1.795,0.012020815,0.13,0.000707107,0.257,0.003535534,0.065,0.000707107,0.015,0,0.017,0,0.019,0,0.144,0.000707107,0.007,0.001414214,0.522,0.009192388,0.341,0.005656854,0.007,0,1.78,0.012727922,-111,-999,0.015,0.000707107,0.13,0.000707107,-111,-999,0.222,0.002828427,0.035,0.000707107,0.006,0,0.017,0,0.026,0,0.02,0,0.048,0.000707107,0.024,0,-111,-999
20130216,14:06:00,66,40.927455,-67.71399,4.2,63.9,71.64542474,158.2526575,28.04446201,-999,2.537,0.01979899,0.01,0.000707107,0.409,0.003535534,0.066,0.001414214,0.006,0.000707107,0.009,0,0.017,0,0.164,0.001414214,0.01,0,0.994,0.014142136,0.288,0.004949747,0.002,0,2.514,0.019091883,-111,-999,0.024,0.000707107,0.01,0.000707107,-111,-999,0.352,0.002828427,0.057,0.000707107,0.006,0,0.003,0,0.004,0,0.037,0,0.135,0.001414214,0.005,0,-111,-999
20130216,14:06:00,66,40.927455,-67.71399,25.2,63.9,68.62757545,186.6262531,36.15347111,-999,2.806,0.046669048,0.012,0.000707107,0.453,0.003535534,0.073,0,0.006,0.000707107,0.01,0.000707107,0.016,0,0.173,0.00212132,0.005,0.000707107,1.126,0.035355339,0.328,0.006363961,0.002,0,2.759,0.072124892,-111,-999,0.047,0.025455844,0.012,0.000707107,-111,-999,0.389,0.004242641,0.064,0.000707107,0.006,0,0.003,0,0.004,0,0.056,0.014142136,0.174,0.007778175,0.006,0.000707107,-111,-999
20130216,17:57:00,68,40.65510333,-67.88097833,22.4,81,71.5950853,107.1603727,20.27537548,-999,1.462,0.029698485,0.031,0.000707107,0.22,0.005656854,0.047,0.000707107,0.014,0,0.007,0,0.014,0.000707107,0.088,0,0.005,0,0.546,0.013435029,0.218,0.000707107,0.004,0,1.443,0.034648232,-111,-999,0.02,0.004949747,0.031,0.000707107,-111,-999,0.19,0.004242641,0.03,0.001414214,0.006,0,0.005,0,0.005,0,0.027,0.001414214,0.092,0.001414214,0.008,0.000707107,-111,-999
20130216,17:57:00,68,40.65510333,-67.88097833,4.5,81,74.55577775,134.7860368,22.17679385,-999,1.4,0.011313708,0.036,0.000707107,0.212,0.00212132,0.045,0.000707107,0.013,0.00212132,0.008,0.000707107,0.025,0.000707107,0.123,0.003535534,0.007,0,0.447,0.005656854,0.277,0.006363961,0.004,0,1.376,0.01979899,-111,-999,0.024,0.008485281,0.036,0.000707107,-111,-999,0.186,0.001414214,0.026,0.000707107,0.002,0,0.006,0,0.009,0.000707107,0.021,0.003535534,0.067,0.001414214,0.008,0,-111,-999
20130216,17:57:00,68,40.65510333,-67.88097833,4.5,81,-999,-999,-999,3,0.065,-999,0.011,-999,0.01,-999,0.002,-999,0.001,-999,0.001,-999,0.001,-999,0.003,-999,-111,-999,0.02,-999,0.002,-999,0.003,-999,0.065,-999,-111,-999,-111,-999,0.011,-999,-111,-999,0.007,-999,0.003,-999,-111,-999,0.001,-999,0.002,-999,0.001,-999,0.001,-999,0.004,-999,-111,-999
20130216,17:57:00,68,40.65510333,-67.88097833,4.5,81,-999,-999,-999,20,0.166,-999,0.031,-999,0.021,-999,0.007,-999,0.004,-999,0.005,-999,0.011,-999,0.006,-999,0.001,-999,0.037,-999,0.003,-999,0.004,-999,0.165,-999,-111,-999,0.001,-999,0.031,-999,-111,-999,0.015,-999,0.006,-999,0.001,-999,0.003,-999,0.005,-999,0.002,-999,0.008,-999,0.007,-999,-111,-999
20130216,20:08:00,69,40.69372833,-68.38658333,4,63,76.85880701,126.8852236,22.90735772,-999,1.341,0.037476659,0.042,0.000707107,0.202,0.006363961,0.045,0.001414214,0.013,0.000707107,0.007,0.000707107,0.024,0,0.141,0.003535534,0.011,0,0.375,0.013435029,0.315,0.007071068,0.005,0,1.323,0.033234019,-111,-999,0.018,0.004242641,0.042,0.000707107,-111,-999,0.178,0.007071068,0.024,0.000707107,0.003,0,0.007,0,0.011,0.000707107,0.019,0,0.063,0.000707107,0.007,0,-111,-999
20130216,23:09:00,71,40.92674667,-68.499465,4.8,43,73.7629316,-999,-999,-999,3.267,0.072831998,0.064,0,0.443,0.007778175,0.098,0.001414214,0.011,0,0.01,0.000707107,0.029,0,0.184,0.004242641,0.008,0.000707107,1.337,0.023334524,0.246,0.012727922,0.006,0,3.219,0.058689863,-111,-999,0.048,0.014142136,0.064,0,-111,-999,0.402,0.007778175,0.041,0,0.002,0,0.01,0,0.014,0.000707107,0.051,0.000707107,0.189,0.004242641,0.022,0,-111,-999
20130216,23:09:00,71,40.92674667,-68.499465,20.1,43,69.25430145,270.7290223,53.90746449,-999,3.629,0.060104076,0.064,0.000707107,0.481,0.001414214,0.109,0.000707107,0.016,0,0.009,0,0.03,0.000707107,0.197,0.004949747,0.009,0,1.5,0.045961941,0.237,0.005656854,0.007,0,3.568,0.065760931,-111,-999,0.061,0.005656854,0.064,0.000707107,-111,-999,0.438,0.001414214,0.043,0,0.0025,0,0.01,0.000707107,0.015,0.000707107,0.073,0,0.348,0.001414214,0.022,0,-111,-999
20130219,15:30:00,75,42.359085,-70.45183333,4.3,78,76.38991673,170.1376249,27.6607152,-999,2.496,0.06363961,0.039,0.00212132,0.308,0.009899495,0.069,0.000707107,0.008,0.000707107,0.009,0.001414214,0.025,0.000707107,0.145,0.004949747,0.01,0.000707107,1.126,0.028991378,0.075,0.004949747,0.005,0,2.479,0.060811183,-111,-999,0.017,0.002828427,0.039,0.00212132,-111,-999,0.265,0.008485281,0.043,0.001414214,0.001,0,0.006,0,0.009,0,0.034,0.003535534,0.073,0.001414214,0.015,0.00212132,-111,-999
20130219,15:30:00,75,42.359085,-70.45183333,20.5,78,73.19123814,170.6448202,28.47213897,-999,2.66,0.078488853,0.039,0.000707107,0.328,0.010606602,0.077,0.00212132,0.001,0,0.009,0,0.024,0.002828427,0.152,0.003535534,0.006,0,1.214,0.034648232,0.08,0.001414214,0.005,0,2.647,0.079195959,-111,-999,0.013,0.000707107,0.039,0.000707107,-111,-999,0.281,0.009899495,0.047,0.000707107,0.00175,0,0.006,0,0.01,0.000707107,0.04,0.001414214,0.073,0.007071068,0.015,0,-111,-999
20130219,18:29:00,76,42.68422667,-70.53880667,3.8,75,78.54192768,188.1865861,31.45874339,-999,1.604,0.009192388,0.149,0.006363961,0.196,0.000707107,0.059,0,0.017,0.000707107,0.013,0.000707107,0.115,0,0.086,0,0.009,0.000707107,0.464,0.006363961,0.018,0.001414214,0.007,0,1.595,0.010606602,-111,-999,0.009,0.001414214,0.149,0.006363961,-111,-999,0.153,0.000707107,0.043,0.001414214,0.004,0,0.019,0.000707107,0.026,0.000707107,0.036,0.001414214,0.082,0.004949747,0.052,0.000707107,-111,-999
20130219,18:29:00,76,42.68422667,-70.53880667,19.1,75,79.52354672,162.0053233,28.01114289,-999,1.088,0.053740115,0.059,0.000707107,0.139,0.007778175,0.036,0,0.011,0.000707107,0.007,0,0.028,0.000707107,0.065,0,0.005,0,0.443,0.029698485,0.025,0,0.007,0,1.083,0.053740115,-111,-999,0.005,0,0.059,0.000707107,-111,-999,0.111,0.005656854,0.028,0.00212132,0.002,0,0.009,0,0.012,0,0.039,0,0.109,0.001414214,0.021,0.000707107,-111,-999
20130219,22:30:00,78,42.994945,-70.42399333,4.3,103,67.46987669,116.2901897,19.2186062,-999,2.898,0.047376154,0.038,0.001414214,0.395,0.004949747,0.078,0.00212132,0.01,0.000707107,0.022,0,0.011,0,0.149,0.007071068,0.005,0,1.369,0.025455844,0.083,0.003535534,0.003,0.000707107,2.881,0.052325902,-111,-999,0.017,0.004949747,0.038,0.001414214,-111,-999,0.271,0.008485281,0.124,0.003535534,0.003,0,0.006,0.000707107,0.008,0,0.022,0.00212132,0.023,0.001414214,0.015,0,-111,-999
20130219,22:30:00,78,42.994945,-70.42399333,20.5,103,75.05209602,125.1273081,23.93124099,-999,3.394,0.395979797,0.039,0.000707107,0.463,0.060104076,0.089,0.008485281,0.01,0.000707107,0.024,0.000707107,0.012,0,0.181,0.016263456,0.006,0.000707107,1.611,0.225567063,0.092,0.007071068,0.002,0,3.376,0.39103005,-111,-999,0.019,0.004949747,0.039,0.000707107,-111,-999,0.315,0.036062446,0.148,0.024041631,0.0025,0,0.005,0,0.01,0.000707107,0.024,0.004242641,0.022,0.000707107,0.015,0,-111,-999
20130220,14:25:00,85,43.39386833,-67.70252333,4,239,70.40374962,84.9785467,15.82494712,-999,1.14,0.036769553,0.137,0,0.21,0.007071068,0.037,0.001414214,0.04,0,0.083,0.000707107,0.028,0.000707107,0.067,0.00212132,0.014,0,0.323,0.015556349,0.061,0.000707107,0.009,0,1.135,0.036062446,-111,-999,0.006,0.000707107,0.137,0,-111,-999,0.125,0.005656854,0.085,0.001414214,0.002,0,0.017,0,0.016,0,0.012,0.001414214,0.019,0.001414214,0.049,0.000707107,-111,-999
20130220,20:17:00,88,43.7594,-68.68547,17.8,89,74.30466383,55.92438072,10.50873948,-999,0.693,0.023334524,0.06,0.001414214,0.104,0.00212132,0.023,0.000707107,0.009,0.000707107,0.015,0,0.02,0.000707107,0.036,0.001414214,0.002,0,0.248,0.007778175,0.025,0,0.004,0,0.69,0.023334524,-111,-999,0.003,0,0.06,0.001414214,-111,-999,0.073,0.00212132,0.031,0,0.00225,0,0.008,0,0.009,0,0.007,0,0.014,0,0.022,0,-111,-999
20130220,20:17:00,88,43.7594,-68.68547,4.6,89,74.62630002,61.39861663,11.21540431,-999,0.84,0.009899495,0.061,0,0.119,0.002828427,0.027,0.000707107,0.009,0.000707107,0.015,0,0.029,0.000707107,0.042,0.00212132,0.002,0,0.3,0.002828427,0.026,3.47E-18,0.004,0,0.837,0.009899495,-111,-999,0.003,0,0.061,0,-111,-999,0.086,0.002828427,0.033,0,0.002125,0,0.007,0,0.01,0.000707107,0.009,0,0.015,0,0.023,0.000707107,-111,-999
20130220,20:17:00,89,43.74898167,-69.19125,6.3,96,79.61143242,83.81429752,14.57508488,-999,1.159,0.071417785,0.043,0.000707107,0.152,0.008485281,0.033,0.001414214,0.006,0,0.008,0,0.017,0,0.068,0.003535534,0.003,0,0.506,0.033941125,0.019,0.001414214,0.003,0,1.153,0.071417785,-111,-999,0.006,0,0.043,0.000707107,-111,-999,0.12,0.007778175,0.033,0.000707107,0.0021875,0,0.006,0.000707107,0.009,0.000707107,0.02,0,0.031,0.001414214,0.017,0.000707107,-111,-999
20130220,20:17:00,89,43.74898167,-69.19125,20.6,96,91.49560435,81.48417071,15.86377381,-999,1.079,0.028991378,0.043,0.000707107,0.142,0.00212132,0.032,0,0.006,0,0.008,0.001414214,0.017,0.000707107,0.063,0.000707107,0.003,0.000707107,0.47,0.007071068,0.019,0.002828427,0.003,0,1.073,0.029698485,-111,-999,0.006,0.000707107,0.043,0.000707107,-111,-999,0.112,0.00212132,0.03,0,0.00215625,0,0.007,0.000707107,0.009,0.000707107,0.017,0.001414214,0.029,0.000707107,0.017,0,-111,-999
20130223,14:24:00,98,41.47875,-68.2412,20.5,47,86.18883575,176.0623091,30.65085794,-999,2.72,0.106773124,0.078,0.000707107,0.367,0.015556349,0.088,0.00212132,0.017,0,0.031,0,0.021,0,0.139,0.004242641,0.006,0,1.181,0.049497475,0.108,0.000707107,0.006,0.000707107,2.696,0.108187338,-111,-999,0.024,0.001414214,0.078,0.000707107,-111,-999,0.299,0.013435029,0.069,0.00212132,0.002171875,0,0.011,0,0.014,0,0.036,0.000707107,0.11,0.00212132,0.03,0,-111,-999
20130223,14:24:00,98,41.47875,-68.2412,4.8,47,67.68988889,189.2424506,-999,-999,2.758,0.016263456,0.077,0.000707107,0.369,0.001414214,0.083,0.004242641,0.015,0.000707107,0.028,0,0.023,0.000707107,0.148,0.001414214,0.006,0,1.199,0.018384776,0.102,0.00212132,0.006,0.000707107,2.724,0.001414214,-111,-999,0.034,0.014849242,0.077,0.000707107,-111,-999,0.302,0.001414214,0.067,0,0.002164063,0,0.011,0,0.015,0,0.033,0.001414214,0.098,0.004949747,0.03,0,-111,-999
20130223,16:55:00,100,41.46554667,-67.68748667,5.2,35,71.52189368,-999,-999,-999,2.95,0.18243355,0.138,0.001414214,0.41,0.022627417,0.093,0.004949747,0.021,0.001414214,0.06,0,0.022,0,0.156,0.007071068,0.009,0.000707107,1.28,0.098287843,0.086,0,0.008,0,2.93,0.187383297,-111,-999,0.021,0.004949747,0.138,0.001414214,-111,-999,0.324,0.016970563,0.086,0.005656854,0.002,0.000707107,0.017,0.000707107,0.022,0,0.035,0.001414214,0.093,0.005656854,0.051,0,-111,-999
20130223,16:55:00,100,41.46554667,-67.68748667,5.2,35,-999,-999,-999,3,0.223,-999,0.079,-999,0.02,-999,0.008,-999,0.002,-999,0.002,-999,0.001,-999,0.004,-999,-111,-999,0.042,-999,-111,-999,0.004,-999,0.223,-999,-111,-999,-111,-999,0.079,-999,-111,-999,0.014,-999,0.006,-999,-111,-999,0.009,-999,0.011,-999,0.002,-999,0.002,-999,0.026,-999,-111,-999
20130223,16:55:00,100,41.46554667,-67.68748667,5.2,35,-999,-999,-999,20,0.419,-999,0.117,-999,0.062,-999,0.016,-999,0.01,-999,0.024,-999,0.012,-999,0.014,-999,0.001,-999,0.084,-999,0.001,-999,0.008,-999,0.418,-999,-111,-999,0.001,-999,0.117,-999,-111,-999,0.035,-999,0.027,-999,0.001,-999,0.014,-999,0.016,-999,0.004,-999,0.006,-999,0.042,-999,-111,-999
20130223,16:55:00,100,41.46554667,-67.68748667,20.5,35,69.59584099,179.4788185,33.47093341,-999,3.273,0.251022907,0.146,0.002828427,0.455,0.036062446,0.101,0.006363961,0.024,0.001414214,0.065,0.000707107,0.022,0,0.169,0.009899495,0.008,0.000707107,1.439,0.131521861,0.089,0.00212132,0.008,0,3.249,0.255265548,-111,-999,0.024,0.004242641,0.146,0.002828427,-111,-999,0.357,0.028284271,0.098,0.007778175,0.001,0.000707177,0.018,0,0.023,0.001414214,0.038,0.002828427,0.093,0,0.056,0.001414214,-111,-999
20130223,22:46:00,102,40.834005,-68.83609833,3.7,68,72.26932587,135.222587,23.8583663,-999,2.057,0.124450793,0.074,0.001414214,0.292,0.018384776,0.064,0.004242641,0.014,0,0.03,0,0.022,0,0.11,0.008485281,0.004,0,0.844,0.054447222,0.15,0.009899495,0.004,0,2.044,0.1251579,-111,-999,0.014,0.000707107,0.074,0.001414214,-111,-999,0.224,0.013435029,0.069,0.004949747,-111,0,0.01,0,0.013,0,0.023,0.00212132,0.064,0.005656854,0.029,0,-111,-999
20130223,22:46:00,102,40.834005,-68.83609833,19.6,68,70.86041618,129.7866579,22.56292598,-999,2.145,0.101823376,0.072,0.002828427,0.311,0.012727922,0.067,0.004242641,0.014,0,0.029,0,0.022,0.000707107,0.115,0.004949747,0.005,0.001414214,0.876,0.046669048,0.153,0.002828427,0.004,0,2.133,0.101823376,-111,-999,0.012,0,0.072,0.002828427,-111,-999,0.237,0.009899495,0.074,0.002828427,0.001,0,0.01,0.000707107,0.012,0,0.023,0.000707107,0.065,0.00212132,0.028,0,-111,-999
20130224,12:00:00,108,41.09742667,-70.62103833,5,42,89.58965225,133.4070345,25.94120519,-999,1.555,0.070710678,0.067,0.000707107,0.194,0.012020815,0.054,0.000707107,0.016,0.000707107,0.004,0.000707107,0.039,0,0.093,0.003535534,0.006,0.000707107,0.562,0.028991378,0.046,0.003535534,0.005,0.000707107,1.544,0.071417785,-111,-999,0.012,0.000707107,0.067,0.000707107,-111,-999,0.172,0.011313708,0.022,0.000707107,0.002,0,0.01,0.000707107,0.012,0.000707107,0.024,0,0.088,0.001414214,0.013,0.000707107,-111,-999
20130224,12:00:00,108,41.09742667,-70.62103833,20,42,86.18883575,142.1989961,27.66709344,-999,1.773,0.045961941,0.069,0.002828427,0.224,0.00212132,0.059,0.001414214,0.016,0,0.004,0,0.039,0.001414214,0.108,0.001414214,0.007,0.001414214,0.661,0.015556349,0.048,0.000707107,0.004,0,1.756,0.050204581,-111,-999,0.017,0.004242641,0.069,0.002828427,-111,-999,0.202,0.00212132,0.022,0,0.002,0,0.011,0.000707107,0.012,0,0.025,0.00212132,0.09,0,0.013,0.000707107,-111,-999
20130225,17:18:00,113,41.015,-71.29231667,4.9,41,-999,172.7606407,29.07803771,-999,2.598,0.040305087,0.141,0.000707107,0.324,0.001414214,0.089,0.003535534,0.017,0.000707107,0.019,0,0.057,0.000707107,0.198,0.00212132,0.015,0.000707107,0.967,0.007778175,0.099,0.004242641,0.008,0,2.58,0.037476659,-111,-999,0.018,0.002828427,0.141,0.000707107,-111,-999,0.288,0.001414214,0.036,0,0.01,0.000707107,0.016,0.000707107,0.021,0.000707107,0.02,0.000707107,0.028,0.00212132,0.017,0.000707107,-111,-999
20130225,17:18:00,113,41.015,-71.29231667,4.9,41,-999,-999,-999,3,0.158,-999,0.02,-999,0.02,-999,0.005,-999,0.002,-999,0.001,-999,0.003,-999,0.009,-999,0.001,-999,0.051,-999,0.001,-999,0.002,-999,0.158,-999,-111,-999,-111,-999,0.02,-999,-111,-999,0.016,-999,0.004,-999,-111,-999,0.003,-999,0.004,-999,0.001,-999,-111,-999,0.007,-999,-111,-999
20130225,17:18:00,113,41.015,-71.29231667,4.9,41,-999,-999,-999,20,0.336,-999,0.043,-999,0.047,-999,0.013,-999,0.006,-999,0.01,-999,0.028,-999,0.019,-999,0.003,-999,0.076,-999,0.006,-999,0.003,-999,0.334,-999,-111,-999,0.002,-999,0.043,-999,-111,-999,0.033,-999,0.014,-999,0.001,-999,0.006,-999,0.008,-999,0.003,-999,0.004,-999,0.013,-999,-111,-999
20130225,17:18:00,113,41.015,-71.29231667,20.7,41,-999,170.560953,31.31067658,-999,2.92,0.045254834,0.162,0.002828427,0.369,0.005656854,0.099,0.001414214,0.019,0,0.02,0,0.053,0,0.195,0.004949747,0.009,0.000707107,1.12,0.022627417,0.116,0.007778175,0.005,0,2.894,0.054447222,-111,-999,0.027,0.009192388,0.162,0.002828427,-111,-999,0.332,0.006363961,0.038,0.000707107,0.008,0,0.019,0,0.029,0.000707107,0.026,0.002828427,0.038,0.003535534,0.018,0.001414214,-111,-999
20130225,22:57:00,115,40.64091333,-71.4323,3.7,58,-999,118.8708317,20.99695222,-999,1.232,0.022627417,0.082,0.001414214,0.16,0.003535534,0.044,0.000707107,0.011,0.000707107,0.011,0,0.053,0.000707107,0.096,0.000707107,0.006,0,0.37,0.004949747,0.118,0,0.006,,1.227,0.020506097,-111,-999,0.006,0.00212132,0.082,0.001414214,-111,-999,0.131,0.002828427,0.029,0.000707107,0.005,0.000707107,0.013,0.000707107,0.018,0.000707107,0.01,0.000707107,0.019,0.000707107,0.016,0,-111,-999
20130225,22:57:00,115,40.64091333,-71.4323,20.1,58,-999,122.8155464,21.96259338,-999,1.16,0.209303607,0.076,0.000707107,0.155,0.024748737,0.038,0.005656854,0.011,0.000707107,0.01,0,0.024,0.000707107,0.077,0.016970563,0.004,0.000707107,0.399,0.093338095,0.121,0.01767767,0.005,0,1.156,0.210010714,-111,-999,0.005,0.000707107,0.076,0.000707107,-111,-999,0.127,0.022627417,0.028,0.00212132,0.003,0,0.01,0,0.014,0.000707107,0.011,0.00212132,0.023,0.001414214,0.015,0,-111,-999
