20100529	22:18:00	33	36.0727	-74.9586	2.9	53.5	80.17	258.6812759	41.52056373	0.022320769	0.2433762	0.152377955	0.086044873	0.047050365	10-1269	0.472	0.014	0.083	0.027	0.037	0.067	0.022	0.068	0.011	0.088	0.031	0.037	0.459	0.001	0.014	0.014	0.001	0.053	0.030	0.001	0.002	0.010	0.006	0.001	0.001	0.001	0.569	0.165	0.223	0.792	0.388	0.485	0.957	0.296	1.03	0.57	0.43	1.47	0.17	0.83	0.49	0.40	0.43	0.17	0.29	0.15	0.37	0.20	0.22	1.35	3.2134	4.0695
20100529	22:18:00	33	36.0727	-74.9586	2.9	53.5	-83.18	-999	-999	-999	-999	-999	-999	-999	10-1270	0.492	0.015	0.088	0.028	0.039	0.069	0.023	0.070	0.011	0.091	0.034	0.036	0.482	0.001	0.010	0.015	0.001	0.056	0.032	0.001	0.002	0.010	0.007	0.001	0.001	0.001	0.595	0.168	0.233	0.828	0.401	0.504	0.996	0.307	1.02	0.58	0.42	1.48	0.17	0.83	0.49	0.41	0.43	0.17	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.0000	-999.0000
20100529	22:18:00	33	36.0727	-74.9586	16.7	53.5	83.24	381.6866649	53.62638318	0.019283082	0.341372729	0.224441531	0.133940588	0.081112229	10-1271	1.507	0.071	0.375	0.066	0.033	0.269	0.040	0.137	0.020	0.399	0.211	0.080	1.474	0.001	0.034	0.071	0.001	0.204	0.171	0.001	0.008	0.011	0.019	0.033	0.001	0.001	1.953	0.343	0.912	2.865	1.255	1.701	3.208	1.103	1.13	0.73	0.27	1.56	0.11	0.89	0.47	0.55	0.31	0.14	0.25	0.19	0.32	0.23	0.15	1.24	4.2368	0.2642
20100529	22:18:00	33	36.0710	-74.9570	21.8	53.5	81.88	428.7756	58.19998508	0.018301473	0.357751027	0.240210482	0.150102258	0.086583914	10-1272	2.767	0.106	0.740	0.090	0.025	0.235	0.049	0.136	0.011	1.160	0.267	0.046	2.583	0.001	0.184	0.106	0.001	0.390	0.350	0.001	0.010	0.010	0.036	0.174	0.001	0.001	3.613	0.332	1.687	5.300	2.019	2.865	5.632	1.888	1.04	0.84	0.16	1.79	0.06	0.94	0.49	0.76	0.16	0.08	0.34	0.32	0.36	0.29	0.25	2.03	2.9515	0.3350
20100530	10:34:00	39	36.4831	-75.6318	2.8	23.4	113.26	260.9096655	40.58018451	0.02054119	0.517155804	0.323833703	0.183822998	0.106789662	10-1273	0.770	0.097	0.123	0.056	0.029	0.094	0.021	0.057	0.001	0.154	0.027	0.095	0.752	0.001	0.017	0.097	0.001	0.074	0.049	0.006	0.013	0.021	0.008	0.023	0.001	0.001	0.990	0.229	0.304	1.294	0.533	0.753	1.523	0.517	0.98	0.57	0.43	1.86	0.15	0.85	0.51	0.35	0.28	0.37	-999.00	-999.00	0.48	0.33	0.13	0.65	1.4121	17.5380
20100530	10:34:00	39	36.4831	-75.6318	10.6	23.4	91.23	367.3639817	45.85354095	0.019823971	0.425396677	0.270789614	0.156201135	0.091472829	10-1274	0.882	0.063	0.217	0.043	0.046	0.192	0.026	0.068	0.011	0.211	0.044	0.037	0.869	0.001	0.012	0.058	0.005	0.108	0.109	0.002	0.007	0.012	0.010	0.017	0.001	0.001	1.162	0.185	0.493	1.655	0.678	0.958	1.840	0.619	1.09	0.73	0.27	1.71	0.10	0.90	0.48	0.41	0.43	0.16	-999.00	-999.00	0.26	0.23	0.13	0.84	1.1887	1.7749
20100530	10:34:00	39	36.4831	-75.6318	20.7	23.4	98.57	56.51872116	433.8908246	0.019299219	0.46812012	0.302180602	0.177712536	0.100133393	10-1275	2.074	0.199	0.530	0.082	0.035	0.381	0.048	0.107	0.014	0.704	0.100	0.038	2.050	0.001	0.024	0.177	0.022	0.249	0.281	0.003	0.020	0.026	0.028	0.048	0.001	0.001	2.803	0.289	1.220	4.023	1.509	2.238	4.312	1.505	1.08	0.81	0.19	1.86	0.07	0.93	0.48	0.53	0.31	0.16	-999.00	-999.00	0.45	0.26	0.35	1.99	2.3996	1.7346
20100530	10:34:00	39	36.4831	-75.6318	20.7	23.4	-999	-999	-999	-999	-999	-999	-999	-999	10-1276	2.182	0.203	0.536	0.085	0.033	0.382	0.050	0.112	0.015	0.757	0.102	0.036	2.166	0.001	0.016	0.180	0.023	0.252	0.284	0.003	0.021	0.026	0.028	0.048	0.001	0.001	2.921	0.298	1.274	4.195	1.572	2.311	4.493	1.563	1.06	0.81	0.19	1.86	0.07	0.93	0.49	0.55	0.30	0.15	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.0000	-999.0000
20100530	14:09:00	41	36.7679	-75.9111	0	11.7	121.01	421.5967821	65.16786718	0.019624457	0.619408443	0.395503234	0.228015015	0.134682053	10-1277	1.808	0.290	0.208	0.119	0.011	0.057	0.153	0.106	0.016	0.277	0.088	0.168	1.781	0.001	0.026	0.290	0.001	0.152	0.056	0.021	0.031	0.041	0.026	0.050	0.001	0.001	2.306	0.562	0.433	2.739	0.995	1.493	3.301	1.044	0.83	0.44	0.56	2.32	0.17	0.83	0.55	0.35	0.21	0.44	-999.00	-999.00	0.52	0.19	0.28	1.43	8.4324	5.7096
20100530	16:01:00	41A	36.9568	-75.6652	0	18.9	124.08	378.8412449	54.72261437	0.020056259	0.637895256	0.402574758	0.230991769	0.132704578	10-1278	1.172	0.135	0.145	0.087	0.016	0.094	0.042	0.113	0.035	0.256	0.018	0.221	1.152	0.001	0.020	0.135	0.001	0.087	0.058	0.018	0.017	0.014	0.015	0.023	0.001	0.001	1.452	0.498	0.384	1.836	0.882	1.162	2.334	0.782	0.99	0.44	0.56	1.65	0.21	0.79	0.50	0.35	0.19	0.46	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.0000	-999.0000
20100530	16:46:00	41B	37.0441	-75.5656	0	24.4	104.74	231.6148376	34.20060861	0.020591952	0.439913767	0.279067891	0.158528693	0.092372506	10-1279	0.537	0.065	0.077	0.038	0.015	0.069	0.028	0.061	0.028	0.098	0.021	0.073	0.529	0.001	0.008	0.065	0.001	0.043	0.034	0.010	0.006	0.006	0.008	0.001	0.001	0.001	0.679	0.228	0.203	0.882	0.431	0.573	1.110	0.369	1.07	0.47	0.53	1.58	0.21	0.79	0.48	0.32	0.30	0.37	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.0000	-999.0000
20100530	18:02:00	42	37.1451	-75.4493	2.9	28.3	113.38	187.7670802	25.75584937	0.0213801	0.356335635	0.221251683	0.123719367	0.074844472	10-1280	0.546	0.040	0.098	0.028	0.015	0.112	0.015	0.093	0.024	0.095	0.043	0.031	0.537	0.001	0.009	0.040	0.001	0.054	0.044	0.003	0.005	0.012	0.006	0.001	0.001	0.001	0.684	0.191	0.265	0.949	0.456	0.594	1.140	0.351	1.09	0.58	0.42	1.50	0.17	0.83	0.48	0.39	0.40	0.20	-999.00	-999.00	0.38	0.36	0.22	0.53	1.8258	2.8137
20100530	18:01:00	42	37.1451	-75.4493	13.2	28.3	102.83	487.472548	70.24322276	0.018895282	0.490927583	0.319511763	0.189401213	0.11179985	10-1281	2.623	0.337	0.617	0.122	0.015	0.440	0.088	0.213	0.043	0.655	0.207	0.093	2.593	0.001	0.030	0.337	0.001	0.316	0.301	0.020	0.035	0.036	0.030	0.058	0.001	0.001	3.577	0.559	1.317	4.894	1.876	2.830	5.453	1.835	1.08	0.70	0.30	1.91	0.10	0.90	0.48	0.47	0.30	0.23	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.0000	-999.0000
20100530	18:01:00	42	37.1451	-75.4493	13.2	28.3	-999	-999	-999	-999	-999	-999	-999	-999	10-1282	2.596	0.341	0.609	0.120	0.013	0.437	0.088	0.211	0.025	0.636	0.208	0.097	2.567	0.001	0.030	0.341	0.001	0.312	0.297	0.020	0.036	0.036	0.026	0.057	0.001	0.001	3.546	0.541	1.294	4.840	1.835	2.785	5.381	1.820	1.07	0.71	0.29	1.93	0.10	0.90	0.48	0.46	0.30	0.24	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.0000	-999.0000
20100530	17:58:00	42	37.1451	-75.4493	15.3	28.3	108.83	74.69397339	527.5791012	0.018941894	0.494073199	0.322682752	0.189202537	0.111339278	10-1283	3.421	0.366	0.759	0.152	0.013	0.362	0.210	0.190	0.021	0.814	0.411	0.091	3.395	0.001	0.027	0.366	0.001	0.443	0.316	0.019	0.039	0.041	0.037	0.073	0.001	0.001	4.546	0.664	1.600	6.146	2.264	3.389	6.810	2.267	0.99	0.71	0.29	2.01	0.10	0.90	0.50	0.54	0.26	0.20	-999.00	-999.00	0.42	0.31	0.66	2.24	9.1688	2.6231
20100530	19:11:00	43	37.3115	-75.4476	0	25.3	118.85	257.9260788	38.11814219	0.02021949	0.41639184	0.263613443	0.151576396	0.089027893	10-1284	0.686	0.080	0.128	0.038	0.013	0.106	0.023	0.089	0.026	0.160	0.026	0.066	0.676	0.001	0.010	0.080	0.001	0.061	0.067	0.009	0.009	0.010	0.008	0.001	0.001	0.001	0.894	0.242	0.305	1.199	0.547	0.755	1.441	0.474	1.10	0.56	0.44	1.63	0.17	0.83	0.48	0.39	0.30	0.31	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.0000	-999.0000
20100530	20:26:00	43A	37.4799	-75.3816	0	22.8	112.42	285.1257058	40.24493676	0.020034381	0.439639688	0.27878504	0.161087095	0.089608267	10-1285	0.747	0.084	0.135	0.041	0.014	0.134	0.019	0.099	0.034	0.159	0.034	0.073	0.739	0.001	0.008	0.084	0.001	0.066	0.069	0.008	0.009	0.010	0.008	0.001	0.001	0.001	0.966	0.266	0.341	1.307	0.607	0.826	1.573	0.517	1.11	0.56	0.44	1.59	0.17	0.83	0.47	0.37	0.32	0.30	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.0000	-999.0000
20100530	23:24:00	45	37.8199	-75.1412	2.7	21.8	115.02	327.1974864	53.17975356	0.019303006	0.571904018	0.367905487	0.21423654	0.123961645	10-1286	0.889	0.120	0.137	0.063	0.009	0.105	0.014	0.086	0.014	0.180	0.033	0.195	0.879	0.001	0.009	0.120	0.001	0.071	0.066	0.009	0.014	0.026	0.007	0.004	0.001	0.001	1.146	0.372	0.327	1.473	0.699	0.956	1.845	0.656	1.08	0.47	0.53	1.64	0.20	0.80	0.48	0.32	0.20	0.48	-999.00	-999.00	0.20	0.21	0.22	0.65	1.9947	0.5464
20100530	23:23:00	45	37.8199	-75.1412	10	21.8	119.07	445.6801567	63.40432316	0.018922618	0.543737518	0.353726485	0.209679307	0.123807488	10-1287	1.420	0.157	0.255	0.081	0.006	0.165	0.061	0.072	0.009	0.270	0.192	0.159	1.405	0.001	0.015	0.157	0.001	0.154	0.101	0.004	0.018	0.019	0.020	0.027	0.001	0.001	1.832	0.382	0.633	2.465	1.015	1.427	2.847	1.010	1.00	0.62	0.38	1.80	0.13	0.87	0.50	0.46	0.23	0.31	-999.00	-999.00	0.21	0.25	0.22	1.18	3.1454	0.6201
20100530	23:23:00	45	37.8199	-75.1412	10	21.8	-999	-999	-999	-999	-999	-999	-999	-999	10-1288	1.446	0.155	0.253	0.084	0.007	0.167	0.061	0.071	0.006	0.266	0.193	0.190	1.431	0.001	0.016	0.155	0.001	0.153	0.100	0.004	0.019	0.020	0.017	0.031	0.001	0.001	1.854	0.412	0.633	2.487	1.045	1.453	2.899	1.039	1.00	0.61	0.39	1.77	0.14	0.86	0.50	0.44	0.23	0.33	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.0000	-999.0000
20100530	23:20:00	45	37.8199	-75.1412	17.8	21.8	98.73	579.5049253	78.61499734	0.018629499	0.504942413	0.328114699	0.199759848	0.115587705	10-1289	2.785	0.157	0.521	0.119	0.001	0.174	0.142	0.143	0.001	0.363	1.111	0.148	2.767	0.001	0.018	0.157	0.001	0.386	0.135	0.003	0.017	0.014	0.032	0.059	0.001	0.001	3.463	0.552	1.648	5.111	2.200	2.878	5.663	2.095	1.03	0.75	0.25	1.57	0.10	0.90	0.49	0.70	0.15	0.15	0.59	0.07	0.11	0.09	0.18	1.36	3.4169	0.5173
20100531	05:31:00	46	38.8133	-75.0483	0	30	110.94	-999	-999	0.017717815	0.849177749	0.560268183	0.338411078	0.196546591	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.0000	-999.0000
20100531	10:35:00	48	39.0163	-74.2607	2.4	27.9	92.09	216.3638159	31.44338096	0.02113853	0.322753764	0.204861401	0.11907765	0.069161109	10-1290	0.541	0.022	0.105	0.031	0.024	0.085	0.006	0.065	0.008	0.136	0.021	0.049	0.534	0.001	0.007	0.022	0.001	0.060	0.045	0.003	0.004	0.009	0.006	0.006	0.001	0.001	0.668	0.159	0.266	0.934	0.425	0.552	1.093	0.343	1.02	0.63	0.37	1.57	0.15	0.85	0.49	0.46	0.34	0.21	-999.00	-999.00	0.09	0.10	0.13	0.47	1.6465	10.6057
20100531	10:35:00	48	39.0163	-74.2607	14.3	27.9	92.50	425.6388	58.42701584	0.019307963	0.414771539	0.265896849	0.159073352	0.085757295	10-1291	1.456	0.065	0.315	0.059	0.037	0.169	0.034	0.080	0.012	0.440	0.066	0.062	1.405	0.001	0.050	0.065	0.001	0.178	0.137	0.005	0.008	0.009	0.027	0.084	0.001	0.001	1.836	0.247	0.712	2.548	0.959	1.339	2.795	0.873	0.92	0.74	0.26	1.91	0.09	0.91	0.52	0.58	0.27	0.15	-999.00	-999.00	0.19	0.33	0.22	1.63	2.1313	5.1416
20100531	10:35:00	48	39.0163	-74.2607	25.5	27.9	93.70	506.4625454	76.34566613	0.017559819	0.473450259	0.316335025	0.202605316	0.116224582	10-1292	2.701	0.105	0.542	0.088	0.008	0.059	0.057	0.076	0.008	1.018	0.115	0.061	2.562	0.001	0.139	0.105	0.001	0.337	0.205	0.012	0.012	0.010	0.077	0.238	0.001	0.001	3.348	0.290	1.200	4.548	1.490	2.137	4.838	1.423	0.79	0.81	0.19	2.25	0.06	0.94	0.56	0.80	0.09	0.12	-999.00	-999.00	0.02	0.22	0.26	2.78	2.3885	0.6102
20100531	14:58:00	50A	39.4979	-74.1240	0	19.3	97.23	271.9615276	35.65431194	0.019704987	0.459003846	0.295444924	0.173742914	0.099142487	10-1293	0.701	0.026	0.113	0.038	0.029	0.066	0.008	0.116	0.031	0.181	0.043	0.087	0.691	0.001	0.010	0.026	0.001	0.074	0.039	0.003	0.005	0.009	0.007	0.010	0.001	0.001	0.840	0.280	0.319	1.159	0.599	0.738	1.439	0.440	1.05	0.53	0.47	1.40	0.19	0.81	0.49	0.51	0.23	0.26	-999.00	0.27	0.10	0.26	0.23	0.38	2.3820	11.6313
20100531	14:58:00	50A	39.4979	-74.1240	0	19.3	-999	-999	-999	-999	-999	-999	-999	-999	10-1294	0.724	0.026	0.120	0.039	0.028	0.066	0.008	0.115	0.034	0.182	0.045	0.093	0.711	0.001	0.012	0.026	0.001	0.080	0.040	0.003	0.005	0.009	0.007	0.011	0.001	0.001	0.870	0.289	0.321	1.191	0.610	0.756	1.480	0.448	1.04	0.53	0.47	1.43	0.20	0.80	0.49	0.51	0.23	0.27	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.0000	-999.0000
20100531	16:59:00	51	39.6898	-73.9721	2.8	24.9	110.52	281.9341632	36.88832503	0.018876566	0.591411686	0.38223974	0.227628344	0.133109952	10-1295	0.670	0.057	0.102	0.044	0.006	0.069	0.024	0.097	0.020	0.126	0.053	0.101	0.657	0.001	0.013	0.057	0.001	0.067	0.035	0.006	0.006	0.009	0.010	0.019	0.001	0.001	0.829	0.286	0.254	1.083	0.540	0.699	1.369	0.436	1.04	0.47	0.53	1.54	0.21	0.79	0.49	0.41	0.23	0.36	0.61	0.18	0.40	0.27	0.13	0.58	3.0001	8.0420
20100531	16:57:00	51	39.6898	-73.9721	10.3	24.9	118.40	594.7562964	70.20179995	0.019047256	0.501086942	0.321256887	0.188976536	0.106989626	10-1296	1.885	0.121	0.376	0.087	0.007	0.088	0.082	0.222	0.018	0.261	0.431	0.103	1.841	0.001	0.043	0.121	0.001	0.299	0.077	0.009	0.013	0.015	0.030	0.078	0.001	0.001	2.382	0.512	0.787	3.169	1.299	1.796	3.681	1.093	0.95	0.61	0.39	1.83	0.14	0.86	0.51	0.63	0.16	0.20	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.0000	-999.0000
20100531	16:55:00	51	39.6898	-73.9721	22.1	24.9	95.80	642.9670058	107.6484048	0.017496729	0.536866794	0.358114991	0.226943477	0.127022672	10-1297	4.207	0.118	0.859	0.109	0.001	0.006	0.168	0.094	0.008	1.579	0.064	0.045	4.063	0.001	0.144	0.118	0.001	0.570	0.289	0.004	0.012	0.009	0.097	0.219	0.001	0.001	5.184	0.424	1.649	6.833	2.073	3.050	7.257	1.980	0.72	0.80	0.20	2.50	0.06	0.94	0.58	0.83	0.09	0.08	1.29	0.14	0.72	0.41	0.42	3.45	4.1736	6.2627
20100531	16:55:00	51	39.6898	-73.9721	22.1	24.9	-999	-999	-999	-999	-999	-999	-999	-999	10-1297.5	4.224	0.120	0.835	0.109	0.001	0.006	0.168	0.095	0.008	1.584	0.064	0.045	4.080	0.001	0.144	0.120	0.001	0.558	0.277	0.004	0.012	0.009	0.098	0.254	0.001	0.001	5.179	0.425	1.654	6.833	2.079	3.034	7.258	1.987	0.72	0.80	0.20	2.49	0.06	0.94	0.58	0.83	0.09	0.08	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.0000	-999.0000
20100531	18:18:00	51A	39.8698	-73.8527	0	25.7	127.85	340.2154729	48.05508947	0.018679106	0.60975428	0.397368984	0.237289801	0.138959746	10-1298	0.918	0.057	0.134	0.051	0.005	0.045	0.031	0.130	0.032	0.175	0.114	0.134	0.905	0.001	0.013	0.057	0.001	0.111	0.023	0.009	0.006	0.009	0.011	0.015	0.001	0.001	1.109	0.378	0.339	1.448	0.717	0.908	1.826	0.561	0.99	0.47	0.53	1.55	0.21	0.79	0.50	0.52	0.14	0.34	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.0000	-999.0000
20100531	19:20:00	51B	40.0080	-73.7357	0	32.8	102.03	260.1268779	43.3857193	0.02028815	0.381022117	0.245363435	0.14288368	0.083163073	10-1299	0.577	0.014	0.100	0.028	0.016	0.053	0.015	0.102	0.043	0.179	0.034	0.027	0.554	0.001	0.023	0.014	0.001	0.074	0.026	0.002	0.003	0.004	0.009	0.014	0.001	0.001	0.691	0.215	0.282	0.973	0.497	0.611	1.188	0.338	1.06	0.57	0.43	1.39	0.18	0.82	0.49	0.63	0.25	0.12	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.0000	-999.0000
20100531	19:20:00	51B	40.0080	-73.7357	0	32.8	-999	-999	-999	-999	-999	-999	-999	-999	10-1300	0.572	0.013	0.101	0.029	0.017	0.052	0.015	0.103	0.041	0.178	0.034	0.028	0.538	0.001	0.033	0.013	0.001	0.075	0.026	0.002	0.003	0.004	0.010	0.014	0.001	0.001	0.686	0.216	0.281	0.967	0.497	0.611	1.183	0.337	1.07	0.57	0.43	1.38	0.18	0.82	0.48	0.63	0.25	0.12	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.0000	-999.0000
20100531	20:20:00	51C	40.1453	-73.6236	0	52.1	97.38	167.4935998	26.39283383	0.020335946	0.356304749	0.226791622	0.133488752	0.076930084	10-1301	0.374	0.014	0.067	0.024	0.020	0.069	0.012	0.067	0.022	0.077	0.018	0.040	0.367	0.001	0.007	0.014	0.001	0.040	0.027	0.002	0.002	0.005	0.007	0.002	0.001	0.001	0.455	0.165	0.184	0.639	0.349	0.430	0.804	0.250	1.15	0.53	0.47	1.30	0.21	0.79	0.47	0.38	0.40	0.22	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.0000	-999.0000
20100531	23:09:00	53	40.4471	-73.4824	2.5	25.2	92.24	269.5515143	50.96550922	0.020019209	0.420410319	0.267104334	0.156085387	0.085978579	10-1302	0.519	0.048	0.077	0.031	0.017	0.040	0.018	0.060	0.009	0.108	0.028	0.068	0.504	0.001	0.014	0.048	0.001	0.054	0.023	0.001	0.006	0.016	0.004	0.006	0.001	0.001	0.644	0.186	0.193	0.837	0.379	0.504	1.023	0.327	0.97	0.51	0.49	1.70	0.18	0.82	0.51	0.42	0.23	0.35	0.42	0.10	0.19	0.20	0.14	0.32	1.3569	4.3388
20100531	23:07:00	53	40.4471	-73.4824	12.1	25.2	91.86	274.4724928	33.88047325	0.018918502	0.490650856	0.317509108	0.189893324	0.109729257	10-1303	0.785	0.086	0.104	0.043	0.014	0.040	0.057	0.049	0.008	0.135	0.063	0.099	0.768	0.001	0.017	0.086	0.001	0.079	0.025	0.002	0.010	0.016	0.009	0.031	0.001	0.001	0.975	0.256	0.252	1.227	0.508	0.698	1.483	0.494	0.89	0.50	0.50	1.92	0.17	0.83	0.53	0.40	0.22	0.37	0.11	0.05	0.17	0.13	0.13	0.67	2.4216	0.5928
20100531	23:05:00	53	40.4471	-73.4824	21.6	25.2	84.60	422.2295094	63.69594062	0.018527469	0.489703005	0.319019239	0.193753573	0.108676802	10-1304	2.651	0.249	0.520	0.089	0.008	0.153	0.064	0.095	0.001	0.767	0.267	0.055	2.451	0.001	0.200	0.249	0.001	0.413	0.107	0.001	0.027	0.017	0.046	0.590	0.001	0.001	3.420	0.303	1.195	4.615	1.498	2.267	4.918	1.563	0.86	0.80	0.20	2.28	0.06	0.94	0.54	0.66	0.14	0.19	-999.00	-999.00	0.20	0.30	0.29	2.57	3.2916	1.3284
20100601	11:01:00	58	40.9775	-71.9111	2.4	24.8	103.20	318.9392049	42.77936085	0.018315373	0.556759417	0.36582544	0.222147667	0.127038973	10-1305	2.590	0.189	0.379	0.083	0.006	0.035	0.063	0.140	0.024	0.779	0.060	0.043	2.436	0.001	0.154	0.189	0.001	0.337	0.042	0.003	0.023	0.023	0.025	0.086	0.001	0.001	3.158	0.353	0.880	4.038	1.233	1.801	4.391	1.175	0.70	0.71	0.29	2.56	0.08	0.92	0.59	0.71	0.09	0.20	0.26	0.13	0.23	0.35	0.28	1.53	7.2217	2.1208
20100601	11:01:00	58	40.9775	-71.9101	2.4	24.8	-999	-999	-999	-999	-999	-999	-999	-999	10-1306	2.626	0.192	0.380	0.084	0.006	0.037	0.065	0.145	0.023	0.787	0.063	0.048	2.510	0.001	0.116	0.192	0.001	0.338	0.042	0.004	0.024	0.024	0.023	0.087	0.001	0.001	3.198	0.365	0.893	4.091	1.258	1.830	4.456	1.198	0.70	0.71	0.29	2.54	0.08	0.92	0.59	0.71	0.09	0.20	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.0000	-999.0000
20100601	10:59:00	58	40.9775	-71.9101	21.8	24.8	92.32	476.7932473	67.41400391	0.018492067	0.553756604	0.361899618	0.21601631	0.123185218	10-1307	2.783	0.218	0.427	0.090	0.014	0.051	0.084	0.136	0.020	0.808	0.113	0.047	2.686	0.001	0.097	0.218	0.001	0.368	0.059	0.003	0.026	0.025	0.026	0.107	0.001	0.001	3.428	0.377	0.986	4.414	1.363	2.008	4.791	1.335	0.72	0.72	0.28	2.52	0.08	0.92	0.58	0.69	0.11	0.20	2.06	0.04	0.20	0.24	0.13	2.27	2.4857	0.8165
20100601	14:48:00	59A	40.6028	-71.3547	0	66	85.17	141.23978	22.10864502	0.021668812	0.258370457	0.159308627	0.091538172	0.051955816	10-1308	0.339	0.019	0.049	0.023	0.016	0.053	0.012	0.054	0.011	0.051	0.016	0.061	0.333	0.001	0.006	0.019	0.001	0.031	0.018	0.003	0.002	0.005	0.005	0.001	0.001	0.001	0.407	0.161	0.136	0.543	0.297	0.365	0.704	0.228	1.08	0.46	0.54	1.37	0.23	0.77	0.48	0.29	0.36	0.35	-999.00	0.25	0.39	0.42	0.22	0.27	1.6385	-777.0000
20100601	16:16:00	60	40.4989	-71.1644	3.2	77.2	88.91	139.0667329	20.94013768	0.021001539	0.225291567	0.142361209	0.087760985	0.053876192	10-1309	0.351	0.017	0.058	0.024	0.028	0.072	0.012	0.060	0.011	0.039	0.008	0.069	0.344	0.001	0.007	0.017	0.001	0.032	0.026	0.001	0.002	0.005	0.003	0.001	0.001	0.001	0.426	0.176	0.147	0.573	0.323	0.398	0.749	0.245	1.13	0.46	0.54	1.32	0.23	0.77	0.47	0.19	0.46	0.35	-999.00	-999.00	0.37	0.33	0.18	0.27	1.4366	-777.0000
20100601	16:12:00	60	40.4989	-71.1644	18.5	77.2	73.18	222.6599	28.47123795	0.02111872	0.234239078	0.14760788	0.090902645	0.051012703	10-1310	0.513	0.035	0.095	0.027	0.037	0.093	0.020	0.059	0.008	0.065	0.034	0.050	0.503	0.001	0.010	0.035	0.001	0.058	0.037	0.001	0.004	0.008	0.004	0.001	0.001	0.001	0.643	0.164	0.229	0.872	0.393	0.523	1.036	0.334	1.02	0.58	0.42	1.64	0.16	0.84	0.50	0.30	0.45	0.25	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.0000	-999.0000
20100601	16:12:00	60	40.4989	-71.1644	18.5	77.2	-999	-999	-999	-999	-999	-999	-999	-999	10-1311	2.477	0.468	0.533	0.104	0.098	0.291	0.126	0.102	0.007	0.424	0.324	0.039	2.455	0.001	0.023	0.468	0.001	0.314	0.219	0.008	0.047	0.040	0.019	0.032	0.001	0.001	3.478	0.378	1.137	4.615	1.515	2.516	4.993	1.770	1.02	0.75	0.25	2.30	0.08	0.92	0.50	0.42	0.29	0.29	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.0000	-999.0000
20100601	16:13:00	60	40.4989	-71.1644	31.7	77.2	70.66	296.3733324	37.02248757	0.018933852	0.290879679	0.190253631	0.120545767	0.068511957	10-1312	2.478	0.468	0.530	0.107	0.098	0.288	0.124	0.102	0.007	0.422	0.316	0.046	2.460	0.001	0.018	0.468	0.001	0.310	0.220	0.008	0.047	0.040	0.020	0.029	0.001	0.001	3.476	0.386	1.124	4.600	1.510	2.508	4.986	1.762	1.01	0.74	0.26	2.30	0.08	0.92	0.50	0.42	0.29	0.29	-999.00	-999.00	0.15	0.32	0.27	2.03	2.2719	1.1944
20100601	18:32:00	60A	40.3389	-70.9062	0	98.3	77.69	158.0834093	27.30512142	0.021551725	0.20164269	0.127174621	0.072943266	0.041942655	10-1313	0.340	0.021	0.047	0.019	0.009	0.046	0.016	0.054	0.016	0.057	0.026	0.027	0.325	0.001	0.014	0.021	0.001	0.034	0.013	0.002	0.002	0.004	0.005	0.001	0.001	0.001	0.408	0.132	0.138	0.546	0.270	0.338	0.678	0.202	0.99	0.51	0.49	1.51	0.19	0.81	0.50	0.41	0.35	0.24	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.0000	-999.0000
20100601	19:51:00	61	40.2308	-70.6842	0	121.5	-999	179.0288873	27.26047147	0.019892287	0.221678194	0.143905062	0.087820091	0.051025812	10-1314	0.320	0.022	0.055	0.017	0.014	0.054	0.006	0.056	0.011	0.053	0.029	0.033	0.292	0.001	0.028	0.022	0.001	0.036	0.019	0.001	0.002	0.003	0.005	0.008	0.001	0.001	0.397	0.123	0.150	0.547	0.273	0.350	0.670	0.211	1.09	0.55	0.45	1.45	0.18	0.82	0.48	0.39	0.35	0.26	-999.00	-999.00	-999.00	-999.00	-999.00	-999.00	-999.0000	-999.0000
