20100212	22:06:00	43	41.4791	-69.0974	3.83	144	82.80	48.5927	6.6139	0.018285679	0.07498142	0.117006857	0.19816349	0.294028474	10-0543	0.299	0.036	0.053	0.011	0.007	0.020	0.012	0.015	0.001	0.084	0.006	0.003	0.297	0.001	0.002	0.036	0.001	0.031	0.022	0.001	0.004	0.004	0.004	0.015	0.001	0.001	0.388	0.042	0.117	0.505	0.159	0.25	0.55	0.17	0.83	0.74	0.26	2.44	0.08	0.92	0.55	0.54	0.23	0.23	9.36	0.041	0.7245	0.123	-777	0.5425	0.227772168	-999
20100212	22:06:00	43	41.4791	-69.0974	67.13	144	74.45	50.7389	7.3132	0.018495813	0.072830013	0.119164018	0.194557836	0.293017911	10-0544	0.296	0.034	0.052	0.011	0.008	0.019	0.010	0.011	0.001	0.082	0.008	0.003	0.293	0.001	0.002	0.034	0.001	0.030	0.022	0.001	0.004	0.003	0.004	0.021	0.001	0.001	0.382	0.036	0.117	0.499	0.153	0.24	0.54	0.16	0.81	0.76	0.24	2.50	0.07	0.93	0.55	0.55	0.23	0.23	9.549	0.0335	0.829	0.033	-777	0.47875	0.061377488	-999
20100213	11:58:00	48	40.5657	-68.1630	1.33	98	75.93	64.5445	11.0351	0.018974522	0.060291551	0.102116666	0.167855779	0.25776198	10-0545	0.533	0.090	0.099	0.021	0.011	0.034	0.025	0.018	0.001	0.121	0.013	0.007	0.526	0.001	0.007	0.090	0.001	0.060	0.039	0.001	0.009	0.008	0.009	0.028	0.001	0.001	0.722	0.072	0.179	0.901	0.251	0.44	0.97	0.30	0.83	0.71	0.29	2.88	0.07	0.93	0.55	0.45	0.23	0.32	7.1375	0.164	0.567	0.1155	-777	0.4645	0.562493876	-999
20100213	11:58:00	48	40.5657	-68.1630	28.83	98	78.82	57.6542	8.3509	0.016491805	0.093841857	0.136935503	0.205197222	0.295001007	10-0546	0.444	0.077	0.083	0.018	0.010	0.029	0.020	0.014	0.001	0.105	0.010	0.006	0.440	0.001	0.004	0.077	0.001	0.049	0.034	0.001	0.007	0.006	0.006	0.029	0.001	0.001	0.604	0.059	0.154	0.758	0.213	0.37	0.82	0.26	0.84	0.72	0.28	2.84	0.07	0.93	0.54	0.45	0.23	0.32	8.1675	0.153	0.6565	0.033	-777	0.304	0.174386357	-999
20100213	15:20:00	49	40.3972	-67.6923	0	333	70.83	54.9167	8.6811	0.017625739	0.056398674	0.084066017	0.131013804	0.188418835	10-0547	0.537	0.073	0.098	0.019	0.017	0.041	0.022	0.029	0.004	0.128	0.014	0.007	0.522	0.001	0.015	0.073	0.001	0.063	0.036	0.002	0.007	0.007	0.006	0.023	0.001	0.001	0.708	0.080	0.199	0.907	0.278	0.45	0.99	0.30	0.84	0.72	0.29	2.55	0.08	0.92	0.55	0.47	0.26	0.265	-999	-999	-999	-999	-999	-999	-999	-999
20100213	15:20:00	49	40.3972	-67.6923	0	333	-999.00	-999.0000	-999.0000	-999	-999	-999	-999	-999	10-0548	0.546	0.074	0.099	0.020	0.017	0.042	0.022	0.029	0.004	0.130	0.014	0.007	0.533	0.001	0.012	0.074	0.001	0.063	0.036	0.002	0.007	0.007	0.005	0.022	0.001	0.001	0.719	0.082	0.203	0.922	0.285	0.46	1.00	0.31	0.84	0.71	0.29	2.52	0.08	0.92	0.54	0.47	0.26	0.26	-999	-999	-999	-999	-999	-999	-999	-999
20100213	15:20:00	49	40.3972	-67.6923	308.13	333	67.90	-999.0000	-999.0000	0.014847021	0.044518951	0.064987562	0.088101386	0.122088649	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
20100213	17:05:00	50	40.6009	-67.7549	2.63	87	85.04	72.2741	10.9533	0.018362757	0.072600221	0.11458315	0.186469341	0.280817337	10-0549	0.629	0.104	0.110	0.024	0.016	0.030	0.033	0.033	0.005	0.138	0.023	0.009	0.620	0.001	0.010	0.104	0.001	0.071	0.039	0.003	0.011	0.009	0.006	0.027	0.001	0.001	0.843	0.104	0.207	1.050	0.311	0.53	1.15	0.35	0.83	0.67	0.33	2.71	0.09	0.91	0.55	0.46	0.22	0.32	7.104	0.172	0.6125	0.3205	-777	0.469375	0.640681812	-999
20100213	17:05:00	50	40.6009	-67.7549	54.63	87	86.33	58.0057	8.9776	0.018209857	0.056048092	0.0878898	0.139338289	0.20621987	10-0550	0.305	0.059	0.056	0.012	0.011	0.023	0.012	0.009	0.001	0.078	0.004	0.005	0.301	0.001	0.003	0.059	0.001	0.032	0.024	0.001	0.005	0.004	0.007	0.028	0.001	0.001	0.419	0.038	0.116	0.535	0.154	0.27	0.57	0.19	0.88	0.75	0.25	2.72	0.07	0.93	0.53	0.43	0.24	0.33	5.996	0.2555	0.471	0.2125	-777	0.269375	0.08356057	-999
20100213	17:05:00	50	40.6009	-67.7549	54.63	87	-999.00	-999.0000	-999.0000	-999	-999	-999	-999	-999	10-0550.5	0.304	0.059	0.056	0.012	0.011	0.023	0.012	0.009	0.001	0.078	0.004	0.005	0.300	0.001	0.004	0.059	0.001	0.033	0.023	0.001	0.005	0.004	0.007	0.028	0.001	0.001	0.419	0.038	0.116	0.535	0.154	0.27	0.57	0.19	0.88	0.75	0.25	2.72	0.07	0.93	0.53	0.43	0.24	0.33	-999	-999	-999	-999	-999	-999	-999	-999
20100213	19:29:00	51	40.8523	-67.4860	0	91	79.86	79.0178	12.4496	0.018131877	0.077495409	0.115570825	0.189624791	0.276634735	10-0551	0.623	0.098	0.110	0.023	0.010	0.031	0.036	0.033	0.003	0.147	0.010	0.009	0.608	0.001	0.015	0.098	0.001	0.068	0.042	0.003	0.010	0.011	0.012	0.025	0.001	0.001	0.831	0.104	0.198	1.029	0.302	0.51	1.13	0.34	0.82	0.66	0.34	2.75	0.09	0.91	0.55	0.46	0.23	0.31	-999	-999	-999	-999	-999	-999	-999	-999
20100213	21:42:00	52	40.8962	-67.0825	0	88	77.87	83.1003	12.9443	0.019164504	0.066236475	0.108643618	0.183215519	0.286335357	10-0552	0.651	0.116	0.110	0.023	0.012	0.024	0.027	0.035	0.004	0.157	0.019	0.009	0.631	0.001	0.020	0.116	0.001	0.071	0.039	0.003	0.012	0.014	0.008	0.029	0.001	0.001	0.877	0.098	0.212	1.089	0.310	0.54	1.19	0.36	0.82	0.68	0.32	2.83	0.08	0.92	0.55	0.48	0.17	0.34	-999	-999	-999	-999	-999	-999	-999	-999
20100213	23:20:00	53	41.0218	-66.9235	2.53	76	85.12	55.1523	9.2884	0.018006532	0.085869733	0.132467767	0.208668789	0.312643248	10-0553	0.491	0.096	0.083	0.019	0.010	0.019	0.021	0.019	0.001	0.112	0.015	0.007	0.485	0.001	0.006	0.096	0.001	0.054	0.030	0.001	0.010	0.009	0.008	0.026	0.001	0.001	0.670	0.065	0.156	0.825	0.221	0.40	0.89	0.28	0.82	0.71	0.30	3.04	0.07	0.93	0.55	0.455	0.18	0.365	7.0415	0.296	0.534	0.3155	0.167597765	0.42375	0.457348044	-999
20100213	23:20:00	53	41.0218	-66.9235	2.53	76	-999.00	-999.0000	-999.0000	-999	-999	-999	-999	-999	10-0554	0.502	0.096	0.084	0.019	0.010	0.019	0.021	0.019	0.001	0.115	0.015	0.006	0.496	0.001	0.006	0.096	0.001	0.054	0.030	0.001	0.010	0.009	0.008	0.026	0.001	0.001	0.682	0.066	0.159	0.841	0.225	0.41	0.91	0.28	0.81	0.71	0.29	3.03	0.07	0.93	0.55	0.46	0.18	0.36	-999	-999	-999	-999	-999	-999	-999	-999
20100213	23:20:00	53	41.022	-66.924	69.73	76	83.25	55.3350	9.2212	0.018615571	0.073986205	0.121613718	0.200402698	0.304153773	10-0555	0.478	0.094	0.079	0.018	0.009	0.018	0.021	0.017	0.001	0.109	0.012	0.007	0.473	0.001	0.005	0.094	0.001	0.051	0.028	0.001	0.010	0.009	0.006	0.026	0.001	0.001	0.651	0.064	0.148	0.799	0.212	0.39	0.86	0.27	0.81	0.70	0.30	3.07	0.07	0.93	0.55	0.45	0.18	0.37	6.205	0.186	0.504	0.1215	-777	0.40375	0.088923793	-999
20100214	10:44:00	58	41.0561	-66.4147	1.93	433	67.12	44.2853	6.8966	0.016161278	0.048314949	0.072883003	0.100798976	0.150676877	10-0556	0.445	0.063	0.084	0.015	0.017	0.036	0.016	0.015	0.001	0.102	0.011	0.005	0.441	0.001	0.004	0.063	0.001	0.051	0.033	0.001	0.007	0.006	0.005	0.018	0.001	0.001	0.592	0.052	0.166	0.758	0.218	0.37	0.81	0.25	0.82	0.76	0.24	2.72	0.06	0.94	0.55	0.45	0.28	0.27	6.785	0.113	0.4405	-777	-777	0.280416667	0.389776493	-999
20100214	10:44:00	58	41.0561	-66.4147	51.53	433	62.39	29.2786	4.1718	0.01575801	0.0432244	0.062020203	0.091735875	0.130223786	10-0557	0.260	0.040	0.054	0.009	0.019	0.032	0.009	0.008	0.001	0.051	0.006	0.003	0.258	0.001	0.002	0.040	0.001	0.029	0.025	0.001	0.004	0.003	0.003	0.012	0.001	0.001	0.354	0.029	0.108	0.462	0.137	0.23	0.49	0.16	0.89	0.79	0.21	2.58	0.06	0.94	0.53	0.36	0.38	0.27	6.439	0.5705	0.434	1.2045	-777	0.182	0.035840793	-999
20100214	10:44:00	58	41.0561	-66.4147	425.63	433	41.44	-999.0000	-999.0000	0.020109569	0.018991268	0.037637167	0.054604047	0.08538833	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
20100214	10:44:00	58	41.0561	-66.4147	0	433	68.96	36.6492	5.7552	-999	-999	-999	-999	-999	10-0558	0.351	0.043	0.067	0.011	0.015	0.029	0.009	0.011	0.001	0.083	0.007	0.003	0.348	0.001	0.003	0.043	0.001	0.040	0.027	0.001	0.004	0.003	0.006	0.019	0.001	0.001	0.461	0.035	0.134	0.595	0.169	0.28	0.63	0.19	0.79	0.79	0.21	2.73	0.06	0.94	0.56	0.48	0.28	0.24	-999	-999	-999	-999	-999	-999	-999	-999
20100214	14:37:00	59	41.3945	-66.3830	0	96.61	76.86	68.0526	12.0469	0.018762864	0.065893058	0.113271529	0.183008787	0.287912432	10-0559	0.690	0.078	0.127	0.024	0.016	0.029	0.024	0.030	0.003	0.204	0.020	0.005	0.676	0.001	0.014	0.078	0.001	0.084	0.043	0.002	0.008	0.009	0.007	0.023	0.001	0.001	0.894	0.086	0.268	1.162	0.354	0.56	1.25	0.37	0.81	0.76	0.24	2.53	0.07	0.93	0.55	0.6	0.18	0.22	-999	-999	-999	-999	-999	-999	-999	-999
20100214	14:37:00	59	41.3945	-66.3830	0	96.61	-999.00	-999.0000	-999.0000	-999	-999	-999	-999	-999	10-0560	0.694	0.078	0.126	0.024	0.016	0.029	0.024	0.030	0.003	0.206	0.020	0.005	0.682	0.001	0.012	0.078	0.001	0.084	0.042	0.002	0.008	0.009	0.007	0.023	0.001	0.001	0.898	0.086	0.271	1.169	0.357	0.56	1.26	0.38	0.81	0.76	0.24	2.52	0.07	0.93	0.55	0.6	0.18	0.22	-999	-999	-999	-999	-999	-999	-999	-999
20100214	17:55:00	60	41.8075	-66.1518	0	86	86.19	70.3189	11.6756	0.019295941	0.07527153	0.135322565	0.229328213	0.353759837	10-0561	0.831	0.094	0.150	0.028	0.022	0.034	0.031	0.047	0.005	0.249	0.027	0.005	0.814	0.001	0.017	0.094	0.001	0.100	0.050	0.003	0.010	0.013	0.008	0.023	0.001	0.001	1.075	0.116	0.332	1.407	0.448	0.69	1.52	0.46	0.83	0.74	0.26	2.40	0.08	0.92	0.55	0.6	0.19	0.21	5.3925	0.112	0.583	0.2935	-777	0.539375	1.236011998	0.659878298
20100214	19:50:00	61	42.0573	-66.0117	0	149	78.66	82.1661	13.0808	0.017997637	0.086733233	0.135915376	0.218583679	0.324473369	10-0562	0.639	0.127	0.102	0.024	0.014	0.023	0.028	0.025	0.003	0.144	0.017	0.008	0.629	0.001	0.011	0.127	0.001	0.069	0.033	0.002	0.013	0.014	0.007	0.022	0.001	0.001	0.868	0.088	0.198	1.066	0.286	0.52	1.15	0.36	0.81	0.69	0.31	3.03	0.08	0.92	0.55	0.45	0.18	0.37	-999	-999	-999	-999	-999	-999	-999	-999
20100214	21:55:00	62	42.2149	-65.7794	0	-999	92.13	80.4599	12.2224	0.019160976	0.071683762	0.12908757	0.212626966	0.328895538	10-0563	0.680	0.089	0.121	0.023	0.014	0.028	0.023	0.033	0.003	0.198	0.027	0.004	0.667	0.001	0.013	0.089	0.001	0.082	0.039	0.002	0.009	0.011	0.008	0.025	0.001	0.001	0.890	0.086	0.267	1.157	0.353	0.56	1.24	0.38	0.83	0.76	0.24	2.52	0.07	0.93	0.55	0.59	0.17	0.24	4.188	0.1475	0.539	0.189	0.05027933	0.583125	0.840712646	-999
20100215	17:08:00	67A	41.8487	-67.6765	0	37	66.40	134.4313	21.6521	0.018991231	0.058115159	0.104779461	0.173211426	0.262903765	10-0564	1.736	0.086	0.258	0.061	0.015	0.028	0.031	0.082	0.005	0.726	0.012	0.006	1.718	0.001	0.019	0.086	0.001	0.190	0.068	0.002	0.009	0.012	0.025	0.110	0.001	0.001	2.080	0.185	0.781	2.861	0.966	1.31	3.05	0.90	0.75	0.81	0.19	2.15	0.06	0.94	0.57	0.82	0.08	0.1	7.4295	0.0075	0.6535	0.0015	0.039106145	1.036666667	-999	-999
20100215	19:05:00	68	41.6842	-67.6117	0	37	80.74	140.2135	21.5950	0.017801247	0.07487991	0.122019853	0.18500046	0.276925853	10-0565	1.668	0.083	0.249	0.056	0.012	0.026	0.031	0.078	0.006	0.703	0.011	0.006	1.650	0.001	0.017	0.083	0.001	0.181	0.069	0.001	0.009	0.012	0.029	0.123	0.001	0.001	2.000	0.176	0.752	2.751	0.928	1.26	2.93	0.87	0.76	0.81	0.19	2.16	0.06	0.94	0.57	0.82	0.08	0.1	-999	-999	-999	-999	-999	-999	-999	-999
20100215	19:05:00	68	41.6842	-67.6117	0	37	-999.00	-999.0000	-999.0000	-999	-999	-999	-999	-999	10-0566	1.684	0.083	0.249	0.055	0.012	0.026	0.032	0.079	0.006	0.713	0.011	0.006	1.666	0.001	0.017	0.083	0.001	0.181	0.068	0.002	0.009	0.012	0.029	0.124	0.001	0.001	2.016	0.178	0.762	2.778	0.940	1.27	2.96	0.88	0.76	0.81	0.19	2.14	0.06	0.94	0.57	0.82	0.08	0.1	-999	-999	-999	-999	-999	-999	-999	-999
20100216	12:05:00	75	42.1583	-68.8709	1.33	169	82.08	45.2520	7.0185	-999	-999	-999	-999	-999	10-0567	0.336	0.049	0.062	0.014	0.011	0.025	0.013	0.012	0.001	0.080	0.007	0.005	0.333	0.001	0.003	0.049	0.001	0.035	0.027	0.001	0.005	0.005	0.004	0.018	0.001	0.001	0.447	0.045	0.123	0.570	0.168	0.28	0.62	0.19	0.83	0.73	0.27	2.66	0.07	0.93	0.55	0.46	0.26	0.28	10.438	0.0655	0.6935	0.0175	-777	0.256	0.271780241	-999
20100216	12:05:00	75	42.1583	-68.8709	58.93	169	81.08	55.3633	7.7302	0.019404919	0.059454974	0.103565438	0.175506591	0.264224199	10-0568	0.345	0.049	0.062	0.013	0.011	0.025	0.013	0.013	0.001	0.086	0.007	0.005	0.342	0.001	0.003	0.049	0.001	0.035	0.027	0.001	0.005	0.005	0.004	0.015	0.001	0.001	0.456	0.045	0.129	0.585	0.174	0.29	0.63	0.20	0.83	0.74	0.26	2.62	0.07	0.93	0.55	0.47	0.25	0.28	10.384	0.04	0.5185	-777	-777	0.2495	0.051246947	-999
20100216	12:05:00	75	42.1583	-68.8709	165.13	169	56.06	-999.0000	-999.0000	0.019050439	0.054644721	0.101754267	0.169185848	0.26129101	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
20100216	14:50:00	76	42.4157	-69.3390	0	260	70.01	77.7575	13.1280	0.018819907	0.071341	0.118148124	0.194842083	0.290850621	10-0569	0.767	0.143	0.123	0.031	0.017	0.045	0.041	0.035	0.004	0.146	0.024	0.011	0.755	0.001	0.012	0.143	0.001	0.080	0.043	0.004	0.015	0.017	0.006	0.017	0.001	0.001	1.033	0.12	0.23	1.27	0.35	0.62	1.39	0.43	0.81	0.66	0.34	2.92	0.09	0.91	0.55	0.4	0.24	0.36	-999	-999	-999	-999	-999	-999	-999	-999
20100216	17:28:00	77	42.5050	-69.6520	2.43	258	81.80	74.9075	11.7909	0.018873836	0.070934233	0.124294533	0.207530016	0.320676243	10-0570	0.715	0.130	0.121	0.029	0.016	0.037	0.043	0.032	0.003	0.147	0.026	0.009	0.703	0.001	0.012	0.130	0.001	0.080	0.041	0.003	0.014	0.015	0.006	0.017	0.001	0.001	0.966	0.116	0.226	1.192	0.342	0.59	1.31	0.41	0.83	0.66	0.34	2.82	0.09	0.91	0.55	0.42	0.24	0.34	7.824	0.045	0.415	0.008	-777	0.5735	0.341030991	-999
20100216	17:28:00	77	42.5050	-69.6520	61.53	258	67.01	57.1637	8.3096	0.018765216	0.068694839	0.115123624	0.190901491	0.289314883	10-0571	0.541	0.091	0.109	0.021	0.013	0.045	0.026	0.019	0.002	0.122	0.013	0.009	0.533	0.001	0.008	0.091	0.001	0.061	0.048	0.001	0.010	0.009	0.006	0.019	0.001	0.001	0.741	0.077	0.193	0.933	0.269	0.47	1.01	0.32	0.87	0.72	0.29	2.75	0.08	0.92	0.54	0.425	0.26	0.315	7.283	0.165	0.4745	-777	-777	0.334	0.102239679	-999
20100216	17:28:00	77	42.5050	-69.6520	61.53	258	-999.00	-999.0000	-999.0000	-999	-999	-999	-999	-999	10-0572	0.543	0.091	0.109	0.021	0.013	0.045	0.026	0.019	0.002	0.124	0.014	0.009	0.534	0.001	0.009	0.091	0.001	0.061	0.048	0.001	0.010	0.009	0.006	0.019	0.001	0.001	0.743	0.077	0.196	0.939	0.273	0.47	1.02	0.32	0.87	0.72	0.28	2.72	0.08	0.92	0.53	0.43	0.26	0.31	-999	-999	-999	-999	-999	-999	-999	-999
20100216	17:28:00	77	42.5050	-69.6520	248.13	258	64.77	-999.0000	-999.0000	0.016464652	0.069862871	0.111188582	0.171487833	0.247825899	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
20100216	20:56:00	79	42.6902	-70.0875	0	109	85.86	85.0499	14.1125	0.0169817	0.099875823	0.153577988	0.243376551	0.355675804	10-0573	0.784	0.139	0.134	0.032	0.015	0.039	0.041	0.030	0.003	0.169	0.027	0.010	0.774	0.001	0.010	0.139	0.001	0.087	0.047	0.003	0.014	0.016	0.008	0.023	0.001	0.001	1.057	0.116	0.250	1.307	0.366	0.64	1.42	0.44	0.82	0.68	0.32	2.89	0.08	0.92	0.55	0.45	0.22	0.34	-999	-999	-999	-999	-999	-999	-999	-999
20100217	00:50:00	81	43.1125	-70.0910	0	134	85.46	96.7635	15.1185	0.017194762	0.13107477	0.215221776	0.354633728	0.52576302	10-0574	0.873	0.067	0.127	0.027	0.008	0.010	0.014	0.043	0.003	0.331	0.014	0.005	0.864	0.001	0.008	0.067	0.001	0.097	0.030	0.002	0.007	0.009	0.014	0.033	0.001	0.001	1.067	0.092	0.363	1.430	0.455	0.65	1.52	0.45	0.74	0.80	0.20	2.35	0.06	0.94	0.57	0.77	0.07	0.16	1.265	0.1635	0.5795	1.265	-777	0.645625	1.581968387	-999
20100217	12:28:00	89	42.4267	-70.4517	2.53	44	79.95	112.7343	18.0614	0.017536373	0.104216954	0.175601966	0.287017778	0.427893151	10-0575	1.687	0.018	0.254	0.041	0.006	0.004	0.011	0.069	0.004	0.672	0.024	0.003	1.652	0.001	0.035	0.018	0.001	0.214	0.040	0.001	0.001	0.003	0.022	0.059	0.001	0.001	1.959	0.128	0.706	2.665	0.834	1.11	2.79	0.74	0.66	0.85	0.15	2.35	0.05	0.95	0.60	0.94	0.03	0.03	6.167	0.3475	0.573	0.065	0.340782123	1.456666667	2.539159973	-999
20100217	12:28:00	89	42.4267	-70.4517	36.63	44	79.33	119.8559	19.3852	0.018019884	0.09771065	0.163082433	0.277759129	0.419670651	10-0576	1.834	0.019	0.274	0.045	0.007	0.004	0.009	0.073	0.004	0.749	0.022	0.003	1.792	0.001	0.041	0.019	0.001	0.234	0.040	0.001	0.001	0.003	0.021	0.058	0.001	0.001	2.127	0.134	0.782	2.909	0.916	1.21	3.04	0.81	0.66	0.85	0.15	2.32	0.04	0.96	0.60	0.95	0.02	0.03	5.3685	0.301	0.5705	0.1915	0.324022346	1.0125	0.409769573	-999
20100217	15:00:00	91	42.4365	-70.2110	0	79	81.29	81.0025	11.5931	0.018433328	0.079984542	0.134130339	0.224163601	0.340279761	10-0577	0.736	0.022	0.110	0.020	0.005	0.009	0.008	0.033	0.003	0.302	0.012	0.002	0.726	0.001	0.010	0.022	0.001	0.083	0.027	0.001	0.001	0.003	0.010	0.051	0.001	0.001	0.867	0.066	0.327	1.194	0.393	0.52	1.26	0.36	0.71	0.83	0.17	2.21	0.05	0.95	0.59	0.875	0.06	0.065	-999	-999	-999	-999	-999	-999	-999	-999
20100217	15:00:00	91	42.4365	-70.2110	0	79	-999.00	-999.0000	-999.0000	-999	-999	-999	-999	-999	10-0578	0.692	0.021	0.105	0.019	0.005	0.009	0.007	0.032	0.003	0.284	0.012	0.002	0.682	0.001	0.010	0.021	0.001	0.078	0.027	0.001	0.001	0.003	0.009	0.051	0.001	0.001	0.818	0.063	0.310	1.128	0.373	0.50	1.19	0.34	0.72	0.83	0.17	2.19	0.05	0.95	0.58	0.87	0.06	0.07	-999	-999	-999	-999	-999	-999	-999	-999
20100217	17:47:00	93	42.1752	-70.1045	4.63	53	72.14	85.4714	12.4979	0.018164082	0.086395982	0.143969147	0.235131235	0.35429806	10-0579	1.003	0.026	0.149	0.026	0.006	0.009	0.012	0.048	0.004	0.417	0.013	0.003	0.992	0.001	0.011	0.026	0.001	0.120	0.029	0.001	0.003	0.004	0.012	0.062	0.001	0.001	1.178	0.093	0.445	1.623	0.538	0.71	1.72	0.49	0.71	0.83	0.17	2.19	0.05	0.95	0.58	0.88	0.06	0.06	5.515	0.3485	0.46	0.226	0.150837989	0.4375	0.940645135	0.733030589
20100217	17:47:00	93	42.1752	-70.1045	44.13	53	83.65	87.0725	12.7219	0.018021562	0.090647693	0.147582175	0.240943181	0.361185941	10-0580	0.877	0.030	0.135	0.024	0.007	0.008	0.008	0.035	0.002	0.368	0.011	0.003	0.870	0.001	0.007	0.030	0.001	0.105	0.030	0.001	0.003	0.003	0.010	0.065	0.001	0.001	1.042	0.072	0.394	1.436	0.466	0.63	1.51	0.44	0.72	0.85	0.15	2.24	0.05	0.95	0.58	0.87	0.05	0.08	6.5525	1.406	0.541	1.5435	0.117318436	0.585	0.129667043	0.641237879
20100217	20:05:00	94	42.0653	-70.4555	2.33	52.9	93.33	271.5149	43.3851	0.017835914	0.102536378	0.175223408	0.290094266	0.438020101	10-0581	4.862	0.023	0.672	0.111	0.009	0.005	0.060	0.202	0.013	1.716	0.047	0.002	4.730	0.001	0.132	0.023	0.001	0.624	0.048	0.001	0.006	0.005	0.055	0.105	0.001	0.001	5.557	0.388	1.777	7.334	2.165	2.86	7.72	1.86	0.59	0.82	0.18	2.57	0.05	0.95	0.63	0.95	0.04	0.01	-999	-999	-999	-999	-999	-999	-999	-999
20100217	20:05:00	94	42.0653	-70.4555	47.33	52.9	78.14	253.6463	43.4659	0.017293577	0.112839838	0.18668643	0.299954741	0.446115355	10-0582	5.508	0.014	0.772	0.129	0.001	0.001	0.019	0.217	0.012	2.132	0.044	0.002	5.324	0.001	0.184	0.014	0.001	0.714	0.058	0.001	0.001	0.001	0.052	0.122	0.001	0.001	6.294	0.379	2.176	8.469	2.554	3.34	8.85	2.21	0.61	0.85	0.15	2.47	0.04	0.96	0.62	0.98	0.01	0.01	-999	-999	-999	-999	-999	-999	-999	-999
20100217	20:05:00	94	42.0653	-70.4555	47.33	52.9	-999.00	-999.0000	-999.0000	-999	-999	-999	-999	-999	10.0582.5	5.494	0.015	0.759	0.128	0.001	0.001	0.019	0.217	0.012	2.127	0.042	0.001	5.313	0.001	0.181	0.015	0.001	0.705	0.054	0.001	0.001	0.001	0.050	0.122	0.001	0.001	6.268	0.376	2.169	8.437	2.545	3.32	8.81	2.20	0.60	0.85	0.15	2.46	0.04	0.96	0.62	0.98	0.01	0.01	-999	-999	-999	-999	-999	-999	-999	-999
20100217	20:05:00	94	42.0653	-70.4555	0	52.9	71.69	277.1277	45.0488	0.017397672	0.114298401	0.187980238	0.300429008	0.455225975	10-0583	4.818	0.020	0.700	0.116	0.001	0.005	0.060	0.217	0.015	1.787	0.044	0.003	4.587	0.001	0.231	0.020	0.001	0.646	0.054	0.001	0.006	0.006	0.049	0.102	0.001	0.001	5.537	0.411	1.835	7.372	2.246	2.96	7.78	1.92	0.62	0.82	0.18	2.47	0.05	0.95	0.62	0.955	0.03	0.01	-999	-999	-999	-999	-999	-999	-999	-999
20100217	20:05:00	94	42.0653	-70.4555	0	52.9	-999	-999.00	-999	-999	-999	-999	-999	-999	10-0584	4.844	0.019	0.703	0.117	0.001	0.005	0.060	0.223	0.015	1.806	0.043	0.003	4.632	0.001	0.212	0.019	0.001	0.648	0.055	0.001	0.006	0.006	0.050	0.101	0.001	0.001	5.566	0.418	1.854	7.420	2.272	2.99	7.84	1.94	0.62	0.82	0.18	2.45	0.05	0.95	0.62	0.96	0.03	0.01	-999	-999	-999	-999	-999	-999	-999	-999
